ID	TARGET	TEXT	STANCE
93	转基因食品	转基因不等于激素农作物，因此转基因我吃吃吃。现在的人，爱护身体是个好事，偏偏就不会通过科学的常识，不会通过正确的方式，太可悲了还是太有心机了。还记得以前国家提尝使用化肥吗？老白姓都不信，说不安全。结果呢，现在不用化肥都不好意思说自己是现代农民。	FAVOR
94	转基因食品	蚊子拉黑我，从来不正面回答我的问题，就是说自己是剑桥的，忽悠说大伙儿吃转基因毒药那个，因为她知道我在荷兰，知道人家欧盟是禁种转基因，几乎没有有人吃转基因的，她拿不出证据，拿出伪证怕我戳穿她，就在这里打太极，说胡话！爱健康的好人们见她就拍，别看她人美手软，其实暗藏祸心[怒]	AGAINST
95	转基因食品	嗯，其实我平时就是在吃。比如肯德基的甜玉米，爆米花，菜场买的粘玉米，紫署都是转基因。说妖魔化不为过。如果我现在把你抓起来，关监狱。虽然你没犯任何罪，但是我只要证明你有犯罪动机。你觉得公平吗？	FAVOR
96	转基因食品	转基因绝对是被妖魔化了。但是农业部和专家们也的确没有做好转基因的科普啊，现在话语权已失，谁替转基因说话谁就被骂惨，一知半解的大众恐慌了抵制了也不奇怪。	FAVOR
97	转基因食品	其实苦的是研究转基因的那些学者。国家要发展，转基因这一块必须跟上世界水平，任务就分担到这些研究者身上，好不容易研究出来，却不能产业化，才是真正的糟心，毕竟对一个科学家来说，真正的价值是自己研究的东西能造福于人民，服务于大众。	NONE
98	转基因食品	首先，催这个人，为什么很多人不喜欢他，你要搞清楚，他作为一名主持人的时候，口碑是非常不错的。就是因为其没有科学素养，一心想要搅浑转基因的水。你觉得他比你们老师懂转基因？他比复旦教授懂转基因？他比中国农业部官员懂？	FAVOR
99	转基因食品	果壳是孟山毒的狗腿子，收取了孟山毒的赞助费，能不为孟山毒摇旗呐喊吗！还有脸提果壳这个骗子网！	AGAINST
100	转基因食品	难道你没见过吃不起饭的人吗？你有什么权力把农民束缚到土地上？又有什么证据说转基因大米吃了会有问题？各种大米都应该出现在在市场上，吃哪种大米应该是消费者决定的。不应该是你这样的喷子	NONE
101	转基因食品	[挖鼻]让那些人先吃……突然人都基因变异，是他们负责吗？[喵喵]	AGAINST
102	转基因食品	看到有人总是把转基因跟癌症联系起来，让人觉得又可气又可笑。基本常识都没有，还是被迫害妄想症……	FAVOR
103	转基因食品	不用百年，几年后你们这群转基因水军将会被钉在反民族的耻辱柱上。	AGAINST
104	转基因食品	反转不反转，只要你的观点是从科学理性的角度出发，我都没意见。转基因在经过严格的研究后，确实还存在不安全的可能。但是为什么大家都支持转基因？不是因为利益。我肯定知道无公害的东西好，没标转基因的吃了几千年稳一些。但是，这些东西不是每个人都消费的起的。	NONE
105	转基因食品	崔老师，辛苦了，我也是学生物的，我也认为中国转基因的监管力度很成问题，关于转基因是否安全我也保持怀疑态度，生物这门学科很多东西都是在探索阶段，人类对于生物了解还比较浅薄，贸然就将转基因大规模推广，我也持怀疑态度，支持你！中国需要一些敢于说真话的人，祝你身体健康！	AGAINST
106	转基因食品	吃了转基因的食物人的基因也会变吗？看来食人族的传说是真的。我建议把长翅膀的基因添加上。	FAVOR
107	转基因食品	要脸不要，是监管过度还是根本没监管？转基因的东西不是已经大规模泛滥了吗	AGAINST
108	转基因食品	聪明人[微笑]祝你你每天吃的都是转基因大米 喝的是转基因豆浆 用的是转基因油 吃的是人造鸡蛋[微笑]	AGAINST
109	转基因食品	自从知道紫薯和圣女果都是转基因食品，我解决抵制。我既然管不了转基因食品的研发种植，至少我还可以做好自己，不吃。	AGAINST
110	转基因食品	对转基因生物进行基因水平的自然性状篡改后，生物就不是自然的。人造生物被人体摄食后会有什么后果？那后果可以用常规食物安全标准测定吗？它对人体的危害要经过几百年几代人才能显现出来呢？现在有谁能预见如此遥远的后果呢？转基因的安全性现在不可能被人把握。一切所谓安全性鉴定，都是欺骗	AGAINST
111	转基因食品	有本事取消特供，大家同归于尽[笑cry][笑cry][笑cry]	AGAINST
112	转基因食品	“经过科学家安全评价、政府严格审批的转基因产品是安全的”，这是经过科学实验得出的结果，有些人整天唱反调，可是拿不出证据，只是想象转基因会如何如何......[话筒][话筒][话筒]	FAVOR
113	转基因食品	吃了多少转基因食品都不知道	NONE
114	转基因食品	所谓的谣言其实都是有事实来源的。所谓的转基因科学家的科普其实都是在玩文字游戏，把民众当傻子。	AGAINST
115	转基因食品	虫子小姐，你整天以牛津名校高知招摇撞骗，整天忽悠国人吃转基因毒药，你把英国超市转基因食物图片，所占总食品的份额，购买情况发到网上，用事实说话，看人家欧盟是如何对待转基因食品的！是欣喜若狂，还是畏如蛇蝎？要不就别在这里忽悠老百姓，污蔑博主，否则下次见你，就不是这态度了！你看着办[怒]	AGAINST
116	转基因食品	转基因问题冲突的核心和转基因食品生产商和普通消费者权益之间的冲突，转基因打手们故意转移矛盾，用所谓的文理科生矛盾，崔和方的个人恩怨，以及科技进步与认识水平落后等矛盾来掩饰其核心冲突。它们的目的就是要把水搞浑，然后销售转基因食品到每个普通消费者，达到大发其财的目的，我们不要被蒙蔽！	AGAINST
117	转基因食品	地标广西，前几天去买玉米问卖玉米的农民这个玉米是转基因的吗，农民答转不转基因我不懂买的玉米种，这个玉米留不了种！种的人都不知道的话买的人怎么有知情权啊？转基因种子泛滥绝对是最可怕的事情	AGAINST
118	转基因食品	还有欧洲所谓的破冰，为了推广转基因，新华社又公开撒了个谎，新华社最近有则报道称《转基因农产品在欧洲艰难“破冰”》，称两种转基因作物获准在欧盟种植，分别是美国孟山都公司的mon810转基因玉米和德国巴斯夫公司的amflora转基因土豆。”事实上amflora早就废除，新华社造假仍为鼓吹转基因产业化	AGAINST
119	转基因食品	土地被征用，粮食产量低下，显然不能满足中国十几亿人口粮食需求量，所以种植加大转基因食品，高产量，高收获，吃成什么结果根本没人在意，不孕不育的人越来越多，癌症患者越来越多，反正中国人口多的是，GDP最重要，房价最重要，政绩最重要，吃死多少人不重要，这就是中国特色，艹。	AGAINST
120	转基因食品	的有机农业亩产吨粮，蒋高明早已设下擂台，“双方都不准用农药、化肥、除草剂、人工合成激素，即谁都不能污染环境和食物链，对方用转基因种子，我用常规种子，看谁能够率先达到亩吨粮（单季单作物或双季双作物均可）。”直到今天挺转帮也不敢接招，反而还在这里忽悠转基因增产，真不要脸	AGAINST
121	转基因食品	证明转基因无害，就跟证明程序的正确性是一样的，你现在能正常运行，但你敢保证它一直正常运行吗？！	AGAINST
122	转基因食品	部分在QQ空间和微信公众号了解到转基因食品阴谋的网友已经暴跳如雷了[喵喵]	FAVOR
123	转基因食品	脓腋部，你们吃转基因食品吗？	AGAINST
124	转基因食品	抽烟有害健康大家都知道，但是还是有人抽，烟厂还是利税大户，人与人交往见面现递根烟，说明你对别人敬重，现实就是如此。转基因到底是好是害，到底有无定论，究竟哪一个能说透，说明白。	NONE
125	转基因食品	崔永元这种跳梁小丑还能得到这么多人的关注，也真是滑天下之大稽！如果转基因有这么大的危害，全球怎么会有这么多研究所在研究？你真以为你身边邻居出来的每个硕士、博士、教授们都丧尽天良？同志们，你们不懂的东西如果真的很怕，不如自己去多读点书，自己研究一下，别被民科煽动！！！	FAVOR
126	转基因食品	仍提醒一次，转基因只是种子公司为了钱人为改造的产物就是为了垄断市场，它污染土壤及生物多样性并且一点不增产！我们吃了几千年的传统经济有机作物都没事，它已经养活了我们这几千年，时间已经很好的证明了！今年5月21日全世界反转游行，而中国农业部不顾世界声音要在中国普及转作物，公然卖国贱民	AGAINST
127	转基因食品	要解决转基因问题，首先要解决农业部姓美还是姓中的问题[闭嘴][闭嘴]	NONE
128	转基因食品	三大央企已经部署转基因玉米，大家怎么认为？	NONE
129	转基因食品	是不是以后我们都吃转基因食品了，然后50年以后，中国就剩下是特供食品的教内人士及其家属，到时候中国正式宣布走入共产主义	AGAINST
130	转基因食品	这个还是比较片面，植物成分也会有一些是有毒，基因突变情况下有可能产生这种基因，但是一般能申请专利都要经过试验和审核，再推广的产品是没有问题的。	FAVOR
131	转基因食品	今天的转基因，就是昨天的加碘盐！暂时看不出害处，数十年后弊端全部暴露！ 去检查甲状腺就知道了。 呼吁大家买点无碘盐吃！	AGAINST
132	转基因食品	你什么时候看见他们没吃了？[微笑]到处都是转基因你还真相信领导只吃特供？	NONE
133	转基因食品	你吃的任何一种食物里都含有各种动物基因，植物基因，以及各种微生物基因，你要是把这些基因都吸收，你想想是不是还有点小激动？	FAVOR
134	转基因食品	看评论的圣母们也是醉了，怎么不想想要真的是各方面都合格的话，国家干嘛放置这利民的好东西不用，肯定是有问题存在的啊，反正除非全世界权威都认可了转基因食品安全，否则永远抵制	AGAINST
135	转基因食品	虽然转基因有很多缺点，但是这位的行为纯粹是民粹，反科学。	NONE
136	转基因食品	好吧…其实我觉得转基因还是挺好的。如果不是这个就业不太好，我就真的去学这种专业了[笑cry]	FAVOR
137	转基因食品	转基因食品的知情权和选择权，转基因食品的滥种终结和惩治，我们必须捍卫自己的权利，让更多的人知道	AGAINST
138	转基因食品	转基因有毒无毒暂且也没办法证明，作为一个中国人，我们有权利知道我们吃的东西是不是转基因食品，这个权利我应该有吧？另外我想问一句，转基因无毒的话，为什么不在食品中标明？	AGAINST
139	转基因食品	你这两大段，通篇没有干货。转基因阴谋论，存在必然性论，全是臆想。要反驳转基因多简单啊，只要举一例转基因致病即可。比如你举例说谁吃了木瓜发生了变异，挺转派必然抱头痛哭幡然悔悟毅然倒戈痛斥转基因危害人类。	NONE
140	转基因食品	我们整天吃着没有明确标注的转基因食品更受伤。我只知道国家没有放开转基因玉米，可东北到处充斥着转基因玉米，小编为什么不去追究一下种子的来源呢？我不知道转基因玉米好不好，只是种玉米的农民亲属告诉我们，他们是不吃转基因的，因为转基因的东西是没有后代的，而且虫子都不吃，所以留给专家吃吧。	AGAINST
141	转基因食品	高官为啥吃专供？其它官也不吃。凭什么叫老百姓吃？[弱]	AGAINST
142	转基因食品	我体质好是天生的，要不是国家把食物，水，空气搞坏了，我的体质跟人单挑都没问题，我小时候打架很少输过，就是转基因大米害的我身体一年不如一年[思考]	AGAINST
143	转基因食品	幼鼠吃转基因土豆免疫系统受损。没人能保证转基因的长期安全性，所以即使转基因可以解决粮食问题也绝对不是一件好事。	AGAINST
144	转基因食品	。。。一堆人什么都不知道就瞎说，转基因市场化第一个通过的正是在94年的美国。	NONE
145	转基因食品	吃猪肉会被猪基因影响吗？	FAVOR
146	转基因食品	转基因猪啊，肥猪赛大象	NONE
147	转基因食品	更可笑的最后一个问题，“世界各国政府都允许转基因”，都允许转基因什么？是实验研究啊还是商业化种植啊？连话都说不清楚还来这里挺转？脸真大	AGAINST
148	转基因食品	反对是转基因进入市场，不是转基因的研究。而且现在太多所谓的专家已经把大众的对专家的信任消费完了。所谓的科学家解释，这个科学家身份谁考核的？凭什么还值得信任呢？	NONE
149	转基因食品	小白鼠吃了转基因食品，全身肿瘤。强烈抗议转基因食品[怒]	AGAINST
150	转基因食品	国外不让搞转基因了，，国内拿天价收购？看不懂？不是应该趁火打劫？本来100元东西给60？怎么还60元东西给430呢？	AGAINST
151	转基因食品	第一本在Kindle上看完的书是土老师关于转基因的科普，成功把我从转基因反转者阵营拉入中立派甚至支持派。	FAVOR
152	转基因食品	新闻很有趣要连着读，一，开放二胎。二，生产转基因食品，降低生育。	AGAINST
153	转基因食品	据说转基因粮食要做为特供粮食供给中央，求证	NONE
154	转基因食品	我们当地有的卖种子的几家把转基因种子租冷库保存，期待明年获批，转基因不好杜绝，牵涉利益太多。崔老师，你坚守的阵地挺难的！支持你！	AGAINST
155	转基因食品	基因食品科研，到底是为健康还是为了挣钱？	NONE
156	转基因食品	中国再不努力，转基因就被寡头垄断了！国内反智主义，民粹主义真是科教兴国的大敌。	FAVOR
157	转基因食品	美国给了那些挺转基因的人，多少钱，呵呵	AGAINST
158	转基因食品	等的态动态享，再有猴年马月也没有用，各类食品及农作物的食物安全必须品起态公义和态监化及品态化，才有实现知情权和选择权，江湖那套是不可能良好实现的！	NONE
159	转基因食品	现在没有任何证据能证明转基因是有害的，当然也不能证明无害，各位科学家要努力	NONE
160	转基因食品	玉米转基因会不会有毒啊？还有很多人喜欢吃窝窝头，喝玉米粥	AGAINST
161	转基因食品	力挺崔永元，转基因害死人，中国科学院一大骗子	AGAINST
162	转基因食品	早就是转基因的了吧？大米也是。天朝非转基因的东西不多了。	NONE
163	转基因食品	我也不理解，为啥非要不遗余力的给转基因洗地？	AGAINST
164	转基因食品	孟山都就连90%的美国人民都反对的，竟然能得到我国政复的支持？震惊！	AGAINST
165	转基因食品	一群所谓反转基因的，只不过是生物没学好的反智罢了	FAVOR
166	转基因食品	推广的原因很多，比如最主要的抗虫抗除草剂，还有抗病毒的木瓜，提高出油率的大豆，还有即将问世的抗寒抗旱耐盐碱作物。让本来不能种作物的地方也能种了，是不是很好？	FAVOR
