ID	TARGET	TEXT	STANCE	WORDS	LENGTH
28	IphoneSE	我一直都是官网买的，重来没出过问题机！	FAVOR	我 一直 都 是 官 网 买 重来 没 出过 问题 机	12
29	IphoneSE	手机中的小钢炮 大屏幕手机可能很多人喜欢 但是无意也会有喜欢小屏幕 高性能的手机 我觉得这是首选 价格上也比较合理	FAVOR	手机 中 小钢炮 钢炮 大屏幕 屏幕 手机 可能 很多 人 喜欢 但是 无意 也 会 有 喜欢 小 屏幕 高性 高性能 性能 手机 我 觉得 这 是 首选 价格 上 也 比较 合理	33
30	IphoneSE	我相信随着iphone5se的发布 iphone5s的销量也会迎来第二春 iphone作为手机行业的风向标 不知道会不会引起其他手机厂商的跟风效仿 一大波小屏手机正在路上。。。	FAVOR	我 相信 随着 iphone5se 发布 iphone5s 销量 也 会 迎来 第二 春 iphone 作为 手机 行业 风向 风向标 不 知道 会 不会 引起 其他 手机 厂商 跟风 效仿 一大 波 小 屏 手机 正在 路上	35
31	IphoneSE	更加的让我们觉得这价格平民化，吸引更多人买买买	FAVOR	更加 让 我们 觉得 这 价格 平民 平民化 吸引 更 多 人 买买 买	14
32	IphoneSE	是我不选苹果的唯一原因，差评！	AGAINST	是 我 不 选 苹果 唯一 原因 差 评	9
33	IphoneSE	硬件升级了 适合小屏用户 精巧 流畅 价格也比较亲民了 要是这个机做成无边框的时候 那就更好了 绝对比6好卖 可惜了 电池续航可以 拍照给力 屏幕效果这些都跟上现在的机子了 就是设计上没有变化 欠缺	AGAINST	硬件 升级 适合 小 屏 用户 精巧 流畅 价格 也 比较 亲 民 要是 这个 机 做成 无 边框 时候 那 就 更好 绝对 比 number 好 卖 可惜 电池 续航 可以 拍照 给 力 屏幕 效果 这些 都 跟上 现在 机子 就是 设计 上 没有 变化 欠缺	48
34	IphoneSE	没错我爱上了iPhone SE	FAVOR	没错 我 爱 上 iphone se	6
35	IphoneSE	iphone se来的太及时。所以我这个用了两年的老人机为什么还不坏[拜拜]，我都不能理直气壮的找我爸要求换手机	FAVOR	iphone se 来 太 及时 所以 我 这个 用 两年 老人 机 为什么 什么 还 不坏 拜拜 我 都 不能 理直气壮 找 我 爸 要求 换 手机	27
36	IphoneSE	使用一个多星期..一切正常..速度是比6快一点..就是买了个16G的...空间太捉急..	NONE	使用 一个 一个多 星期 一切 一切正常 正常 速度 是 比 number 快 一点 就是 买 个 number g 空间 太 捉 急	22
37	IphoneSE	iPhone SE基本保持了与iPhone 5s一样的外形，同时加入了玫瑰金配色。iPhone SE将于3月29日在内地首发，售价是3288元起，你会第一时间买吗？	FAVOR	iphone se 基本 保持 与 iphone number s 一样 外形 同时 加入 玫瑰 金 配色 iphone se 将 于 number 月 number 日 在 内地 首发 售价 是 number 元 起 你 会 第一 时间 买 吗	37
38	IphoneSE	还行吧 就是屏幕太小 每打一个字母 都要重复几次才正确 别说 这段话我打了二十多分钟才打完🙄😤	AGAINST	还行 就是 屏幕 太小 每 打 一个 字母 都 要 重复 几次 才 正确 别说 这段 这段话 我 打 二十 二十多 二十多分钟 十多 十多分 十多分钟 多分 多分钟 分钟 才 打完	30
39	IphoneSE	你身边有意向买这款新手机的人多吗？	AGAINST	你 身边 有 意向 买 这款 新手 新手机 手机 人 多 吗	12
40	IphoneSE	再高价买屏幕那么小，价格那么高的SE是不是傻？	AGAINST	再 高价 买 屏幕 那么 小 价格 那么 高 se 是不是 不是 傻	13
41	IphoneSE	已经成功的吸引我了	FAVOR	已经 成功 吸引 我	4
42	IphoneSE	生活不止眼前的苟且我还关心3个小时后的iPhonese好会卖成什么样子	FAVOR	生活 不止 眼前 苟且 我 还 关心 number 个 小时 后 iphonese 好 会 卖 成 什么 样子	18
43	IphoneSE	买了se感觉得买个平板	AGAINST	买 se 感觉 得 买 个 平板	7
44	IphoneSE	但到了印度就不灵了，价格甚至比当地的 iPhone 6s 还高。	NONE	但 到 印度 就 不灵 价格 甚至 比 当地 iphone number s 还 高	14
45	IphoneSE	你现在出这么个功能机的小屏幕，配置超过苹果6的了，让苹果6情何以堪？！	AGAINST	你 现在 出 这么 个 功能 机 小 屏幕 配置 超过 苹果 number 让 苹果 number 情 何以 何以堪	19
46	IphoneSE	iPhoneSE真是一款有诚意的作品 SE=sorry everyone	AGAINST	iphonese 真是 一款 有 诚意 作品 se sorry everyone	9
47	IphoneSE	但也与行业的猜测没有什么大出入。把iPhone6s的性能配置，放进了iPhone5S的外形中，iPhoneSE有了一种重拾经典的意味	FAVOR	但 也 与 行业 猜测 没有 什么 大 出入 把 iphone6s 性能 配置 放进 iphone5s 外形 中 iphonese 有 一种 重拾 经典 意味	23
48	IphoneSE	iPhone SE性能和功能上都和iPhone 6s旗鼓相当了，价格比Apple官方在售的iPhone 6还要低	AGAINST	iphone se 性能 功能 上 都 iphone number s 旗鼓 旗鼓相当 相当 价格 价格比 apple 官方 在 售 iphone 还要 低	21
49	IphoneSE	其成本价格居然在260美元左右，这多少有点出乎意料。	NONE	其 成本 价格 居然 在 number 美元 左右 这 多少 有点 出乎 出乎意料 意料	14
50	IphoneSE	关掉siri后会出现语音控制界面，今天拿去苹果售后检测没有任何问题，而且home键估计也不怎么好用,重装系统两次然而并没有卵用	AGAINST	关掉 siri 后会 出现 语音 控制 界面 今天 拿 去 苹果 售后 检测 没有 任何 问题 而且 home 键 估计 也 不怎么 怎么 好 用 重装 重装系统 系统 两次 然而 并 没有 卵 用	34
51	IphoneSE	该机并没有带来惊喜，因为它跟iPhone5s几乎完全一样，但这并不意味着是一件坏事，因为不少消费者表示该设计是比较经典的	NONE	该机 并 没有 带来 惊喜 因为 它 跟 iphone5s 几乎 完全 一样 但 这 并 不 意味 意味着 是 一件 坏事 因为 不少 消费 消费者 表示 该 设计 是 比较 经典	31
52	IphoneSE	原来是#iPhoneSE# 没有气压计！	AGAINST	原来 是 iphonese 没有 气压 气压计	6
53	IphoneSE	会提升产品销量，进一步提升销售额和盈利水平。但这一举动无疑和苹果做极致产品的文化和战略是相违背的，苹果逐渐不那么高傲了！	NONE	会 提升 产品 销量 进一步 一步 提升 销售 销售额 盈利 水平 但 这 一 举动 无疑 苹果 做 极致 产品 文化 战略 是 相 违背 苹果 逐渐 不 那么 高傲	30
54	IphoneSE	反而要推出更小的iPhoneSE和iPad Pro。要想理解苹果为什么要“往回走”，从苹果的用户群变化来研究或许是最好的着手点。	NONE	反而 要 推出 更 小 iphonese ipad pro 要 想 理解 苹果 为什么 什么 要 往回 走 从 苹果 用户 用户群 变化 来 研究 或许 是 最好 着手 点	29
55	IphoneSE	不过苹果并没有说电池，内存，续航对比时候用的一项也是3G时长，感觉有猫腻	AGAINST	不过 苹果 并 没有 说 电池 内存 续航 对比 时候 用 一项 也 是 number g 时长 感觉 有 猫腻	20
56	IphoneSE	SE，小手无法掌握那么大的手机	FAVOR	se 小手 无法 掌握 那么 大 手机	7
57	IphoneSE	更新升级我都不爱，就喜欢稳定性	FAVOR	更新 升级 我 都 不 爱 就 喜欢 稳定 稳定性 定性	11
58	IphoneSE	SE入手一个星期使用感受：单手持握的体验真的太美好了！	FAVOR	se 入手 一个 星期 使用 感受 单 手持 握 体验 真的 太 美好	13
59	IphoneSE	已用21天，爽哭…	FAVOR	已用 number 天 爽 哭	5
60	IphoneSE	买一个回去给姥姥？	FAVOR	买 一个 回去 给 姥姥	5
61	IphoneSE	但是5s外观没法装逼了，还是等七吧	AGAINST	但是 number s 外观 没法 装 逼 还是 等 七	10
62	IphoneSE	但应该不会再像iPhone 5c一样以惨淡结局收场了。	NONE	但 应该 不会 再 像 iphone number c 一样 以 惨淡 结局 收场	13
63	IphoneSE	惯了大屏手机 #iPhoneSE# 这小手机放兜里总怕丢了 感受不到它的存在	AGAINST	惯 大 屏 手机 iphonese 这 小 手机 放 兜里 总怕 丢 感受 不到 它 存在	16
64	IphoneSE	iPhonese 三星盖乐世S7/S7edge、vivoX5play OPPO R9 meizu pro6 华为P9 zuk 乐视max2都相继问世 堪称手机世界大战啊	NONE	iphonese 三星 盖 乐 世 s7 s7edge vivox5play oppo r9 meizu pro6 华为 p9 zuk 乐 视 max2 都 相继 相继问世 问世 堪称 手机 世界 世界大战 大战 啊	28
65	IphoneSE	边缘触控不灵敏等。近日又有外媒机构测试了iPhone SE的硬度，在经过一系列测试后发现其耐用度可能不如4.7英寸的iPhone 6s和5.5英寸的iPhone 6s Plus。	NONE	边缘 触 控 不灵 不灵敏 灵敏 等 近日 又 有 外 媒 机构 测试 iphone se 硬度 在 经过 一系 一系列 系列 测试 后 发现 其 耐用 耐用度 用度 可能 不如 4 7 英寸 iphone number s 5 5 英寸 iphone number s plus	44
66	IphoneSE	苹果想救市，就用心，拿点新东西出来。现在不是五年前，钱好赚，肾好卖	AGAINST	苹果 想 救 市 就 用心 拿 点 新 东西 出来 现在 不是 五年 前 钱 好赚 肾 好 卖	20
67	IphoneSE	拍照清楚，支持4k	FAVOR	拍照 清楚 支持 number k	5
68	IphoneSE	烦死了。我最后抓狂了。买了Iphone6S plus～坦白说，还是5S手感好。	AGAINST	烦死 我 最后 抓狂 买 iphone6s plus 坦白 坦白说 还是 number s 手感 好	14
69	IphoneSE	不光是屏幕更小 iPhone SE的指纹识别和屏幕显示都比6s差 也就是说iPhoneSE的指纹传感器与屏幕素质都不及iPhone 6s。	AGAINST	不光 是 屏幕 更 小 iphone se 指纹 指纹识别 识别 屏幕 屏幕显示 显示 都 比 number s 差 也就是说 就是 就是说 iphonese 指纹 传感 传感器 感器 与 屏幕 素质 都 不及 iphone number s	34
70	IphoneSE	多了一个玫瑰金，性能大约是5s的两倍和6s差不多，但相比6s少了很多功能	AGAINST	多 一个 玫瑰 金 性能 大约 是 number s 两倍 number s 差不多 不多 但 相比 number s 少 很多 功能	21
71	IphoneSE	当5S使，低调而富有内涵。	FAVOR	当 number s 使 低调 而 富有 内涵	8
72	IphoneSE	新款系列也应运而生了。	NONE	新款 系列 也 应运 应运而生	5
73	IphoneSE	用了五年爱疯4的胖子终于等到了适合他的机型  爱疯se…	FAVOR	用 五年 爱 疯 number 胖子 终于 等到 适合 他 机型 爱 疯 se	14
74	IphoneSE	和5S一摸一样的SE。虽然首批有中国。但是一点都不期待。晚安	AGAINST	number s 一 摸 一样 se 虽然 首批 有 中国 但是 一点 都 不 期待 晚安	16
75	IphoneSE	丑爆了  丑爆了  丑爆了	AGAINST	丑 爆 丑 爆 丑 爆	6
76	IphoneSE	买了iPhone SE 你是否会跳过iPhone 7升级?：对于很多人来说，iPhone SE却是“最好”的选择	FAVOR	买 iphone se 你 是否 会 跳 过 iphone 升级 对于 很多 人 来说 iphone se 却是 最好 选择	19
77	IphoneSE	这功能算是很强大了	FAVOR	这 功能 算是 很 强大	5
78	IphoneSE	卖了PLUS入了SE，感觉好轻松啊	FAVOR	卖 plus 入 se 感觉 好 轻松 啊	8
79	IphoneSE	上手良好屏幕无异常。	FAVOR	上 手 良好 屏幕 无 异常	6
80	IphoneSE	当初5S给自己摔了，恨不得重新买一个。最后因为价格和6差不多，再加上貌似要停产5的消息....终于等回一手掌握的日子了	FAVOR	当初 number s 给 自己 摔 恨不得 不得 重新 买 一个 最后 因为 价格 number 差不多 不多 再 加上 貌似 要 停产 number 消息 终于 等 回 一手 掌握 日子	30
81	IphoneSE	可能屏幕小了些，但对于喜欢小屏，单手操作的来说还是很不错的	FAVOR	可能 屏幕 小 些 但 对于 喜欢 小 屏 单手 单手操作 操作 来说 还是 很 不错	16
82	IphoneSE	更是人性和习惯，这显然犯了营销大忌。库克领导下的苹果，当乔布斯时代光环褪却后还能走多远，令人堪忧。	AGAINST	更是 人性 习惯 这 显然 犯 营销 大忌 库克 领导 下 苹果 当 乔布 乔布斯 布斯 时代 光环 褪 却 后 还 能 走 多 远 令人 令人堪忧 堪忧	29
83	IphoneSE	64GB版本iPhone SE在安兔兔上跑出了13.4万分的成绩，直逼三星S7、小米5等一众安卓旗舰。值得一提的是iPhone SE的内存也证实是2GB。	FAVOR	number gb 版本 iphone se 在 安 兔 兔 上 跑 出 13 4 万分 成绩 直逼 三星 s7 小米 number 等 一 众 安 卓 旗舰 值得 值得一提 值得一提的是 iphone se 内存 也 证实 是 number gb	38
84	IphoneSE	在放哪些 App 怎么放上认真思考了下，摈弃了需要大屏体验的选择，一屏幕效率一屏幕生活～所有的需要观感体验的都丢去 Pro 上了～	NONE	在 放 哪些 app 怎么 放 上 认真 认真思考 思考 了 下 摈弃 需要 大 屏 体验 选择 一 屏幕 效率 一 屏幕 生活 所有 需要 观感 体验 都 丢 去 pro 上	33
85	IphoneSE	没有想买的欲望。。。	AGAINST	没有 想买 欲望	3
86	IphoneSE	一会儿弄个小屏，时不时还整个中不溜，外观耍花样系统却无任何实质性的突破，看来Steve Jobs的理念都快被抛弃差不多了   用来用去都觉得乔帮主的4s最经典，还是决定好好爱护我的小黑	AGAINST	一会 一会儿 会儿 弄 个 小 屏 时不时 不时 还 整个 中不溜 外观 耍花样 花样 系统 却 无 任何 实质 实质性 突破 看来 steve jobs 理念 都 快 被 抛弃 差不多 不多 用来 用来用去 来用 用去 都 觉得 乔帮主 帮主 number s 最 经典 还是 决定 好好 爱护 我 小黑	50
87	IphoneSE	想分期，可是最多分期是三期。不知道五一有没有促销呢。	NONE	想 分期 可是 最 多 分期 是 三期 不 知道 五一 有没有 没有 促销 呢	15
88	IphoneSE	iPhoneSE配置还行，外观有一点失望了，继续睡	AGAINST	iphonese 配置 还 行 外观 有 一点 失望 继续 睡	10
89	IphoneSE	5S是苹果做得最好看的一部手机。SE结合了5S好看的外观和6S更优秀的配置，是一次很不错的升级。	FAVOR	number s 是 苹果 做 得 最 好看 一部 手机 se 结合 number s 好看 外观 number s 更 优秀 配置 是 一次 很 不错 升级	26
90	IphoneSE	“PSV和游戏带卖了1200，” / “然后呢？” / “然后我爸给我打了3500。” / 。。。	NONE	psv 游戏 带 卖 number 然后 呢 然后 我 爸 给 我 打 number	14
91	IphoneSE	国行最低3288元成为了史上最便宜的iPhone，而且中国也在3月31日的首发名单中，据称这回是剑指安卓。。。不过，小屏回得去吗？用安卓的你会买吗？	NONE	国 行 最低 number 元 成为 史 上 最 便宜 iphone 而且 中国 也 在 number 月 number 日 首发 名单 中 据称 这回 是 剑 指 安 卓 不过 小 屏 回得 回得去 吗 用 安 卓 你 会 买 吗	42
92	IphoneSE	你们有钱你们买 我就看看  399刀其实性价比挺高的	FAVOR	你们 有钱 你们 买 我 就 看看 number 刀 其实 性价比 挺 高	13
93	IphoneSE	可是你太黄了。	AGAINST	可是 你 太 黄	4
94	IphoneSE	哇 今日放晚学翻到屋企 一进入自己房间第一眼就见到一台iphonese5放系我写字台	NONE	哇 今日 放 晚学 翻 到 屋企 一 进入 自己 房间 第一 第一眼 一眼 就 见到 一台 iphonese5 放 系 我 写字 写字台	23
95	IphoneSE	后置1200万像素摄像头，支持Live Photos与Apple Pay，很遗憾并不支持3D Touch；16GB和64GB国行售价分别为3288元和4088元。	AGAINST	后置 number 万 像素 摄像 摄像头 像头 支持 live photos 与 apple pay 很 遗憾 并 不 支持 number d touch number gb number gb 国 行 售价 分别 为 number 元 number 元	34
96	IphoneSE	这是苹果在“中低端”市场的又一次试水，是总结过iPhone5C失败经验后的又一次起航，但iPhone SE的市场前景很难令人放心	NONE	这 是 苹果 在 中低 中低端 低端 市场 又 一次 试 水 是 总结 过 iphone5c 失败 经验 后 又 一次 起航 但 iphone se 市场 市场前景 前景 很 难 令人 放心	32
97	IphoneSE	销售人员解释这是苹果特意为亚洲人调的暖屏，我就随口问了句为什么旁边的Iphone6S为什么不暖。问完我分明从销售人员的眼中读到了“你TMD是来闹事的吧？！”	NONE	销售 人员 解释 这 是 苹果 特意 为 亚洲 人 调 暖 屏 我 就 随口 问 句 为什么 什么 旁边 iphone6s 为什么 什么 不 暖 问 完 我 分明 从 销售 人员 眼中 读到 你 tmd 是 来 闹事	40
98	IphoneSE	iPhoneSE 和5S区别好像只有玫瑰金	AGAINST	iphonese number s 区别 好像 只有 玫瑰 金	8
99	IphoneSE	一天都不用充电，一上午待机都是100%	FAVOR	一天 都 不用 充电 一上 一上午 上午 待机 都 是 number	11
100	IphoneSE	他说追到了就在一起了呗。是啊追到了就好其他好像也没有什么要考虑的。真的没有吗。只要越看越顺眼就好了，对吗。	FAVOR	他 说 追到 就 在 一起 呗 是 啊 追到 就 好 其他 好像 也 没有 什么 要 考虑 真的 没有 吗 只要 越 看 越 顺眼 就 好 对 吗	31
101	IphoneSE	只后摄像头提升了！	NONE	只 后 摄像 摄像头 像头 提升	6
102	IphoneSE	，而且电源键，送的程度很大，，一直在摇晃。。非常不好	AGAINST	而且 电源 键 送 程度 很大 一直 在 摇晃 非常 不好	11
103	IphoneSE	换货两次，se真的很失望	AGAINST	换货 两次 se 真的 很 失望	6
104	IphoneSE	一天要充电两次，一到10%就自动关机，所以万能又机智额小伙伴们你们说说我要不要去联通存话费送手机搞一台iphone se？	NONE	一天 要 充电 两次 一 到 number 就 自动 自动关机 关机 所以 万能 又 机智 额 小伙 小伙伴 伙伴 们 你们 说 说 我 要 不要 去 联通 存 话费 送 手机 搞 一台 iphone se	36
105	IphoneSE	但事实上，大屏时代后很多人反而想有一款能单手操作，方面携带的小屏手机。4寸iPhone SE 发货已经变更为“2-3 周”。	FAVOR	但 事实 事实上 大 屏 时代 后 很多 人 反而 想 有 一款 能 单手 单手操作 操作 方面 携带 小 屏 手机 number 寸 iphone se 发货 已经 变更 为 周	31
106	IphoneSE	但是这不妨碍我们对这款产品的期待。	FAVOR	但是 这 不 妨碍 我们 对 这款 产品 期待	9
107	IphoneSE	PhoneSE横空出世然而我觉着这个定价并不符合某些人的消费心理 我是说他们巴不得苹果出一款贴满钻石黄金机身定价XX万的限量 就比如我认识一个暴发户傻叉 每每豪掷千金买下最大内存版本 至今都不知道如何连接itunse 对于iPhones 饿的出现他势必咬牙切齿	AGAINST	phonese 横空 横空出世 空出 出世 然而 我 觉着 这个 定价 并 不 符合 某些 人 消费 心理 我 是 说 他们 巴不得 不得 苹果 出 一款 贴 满钻石 钻石 黄金 机身 定价 xx 万 限量 就 比如 我 认识 一个 暴发 暴发户 傻 叉 每每 豪 掷 千金 买下 最大 内存 版本 至今 都 不 知道 如何 连接 itunse 对于 iphones 饿 出现 他 势必 咬牙 咬牙切齿 切齿	68
108	IphoneSE	显然还是有些高。如果说行货价位偏高，美国仅卖2600不到，高价格相反更符合一批国人的“心愿”。	AGAINST	显然 还是 有些 高 如果 如果说 行货 价位 偏 高 美国 仅 卖 number 不到 高 价格 相反 更 符合 一批 国人 心愿	23
109	IphoneSE	该机在外观上与iPhone5s几无二致，但在配置和功能上又非常接近iPhone6s	FAVOR	该机 在 外观 上 与 iphone5s 几无二致 但 在 配置 功能 上 又 非常 接近 iphone6s	16
110	IphoneSE	不过5已经停产了，也没有指纹识别，如果换手机，我会考虑iPhone SE的，毕竟价格也合适。	FAVOR	不过 已经 停产 也 没有 指纹 指纹识别 识别 如果 换 手机 我会 考虑 iphone se 毕竟 价格 也 合适	19
111	IphoneSE	价格还很亲民，国产厂商要伤脑筋了。	FAVOR	价格 还 很 亲 民 国产 厂商 要 伤脑筋 脑筋	10
112	IphoneSE	是我喜欢的款，下手了	FAVOR	是 我 喜欢 款 下手	5
113	IphoneSE	一时之间看不明白这个“SE”命名方式的人很多，而早前的消息表示这款新iPhone将被命名为iPhone 5SE	NONE	一时 一时之间 之间 看 不 明白 这个 se 命名 方式 人 很多 而 早前 消息 表示 这款 新 iphone 将 被 命名 为 iphone number se	26
114	IphoneSE	但是锁定屏幕时最后屏幕关闭时候中间那一块会出现在眼前，你也是这样吗，为什么不是全部暗的	AGAINST	但是 锁定 屏幕 时 最后 屏幕 关闭 时候 中间 那 一块 会 出现 在 眼前 你 也 是 这样 吗 为什么 什么 不是 全部 暗	25
115	IphoneSE	这手机有人买？	AGAINST	这 手机 有人 买	4
116	IphoneSE	问题也随之而来，目前网友反应最多的就是“黄屏”。	NONE	问题 也 随之 随之而来 而来 目前 网友 反应 最多 就是 黄 屏	12
117	IphoneSE	不是买不起，只是喜欢小屏而已。so，苹果出了iPhoneSE怎么就要被淘汰了！中国喜欢小屏的人多着呢	FAVOR	不是 买不起 只是 喜欢 小 屏 而已 so 苹果 出 iphonese 怎么 就要 被 淘汰 中国 喜欢 小 屏 人 多着 多着呢	22
118	IphoneSE	显然还是有些高。如果说行货价位偏高，美国仅卖2600不到，高价格相反更符合一批国人的“心愿”。	AGAINST	显然 还是 有些 高 如果 如果说 行货 价位 偏 高 美国 仅 卖 number 不到 高 价格 相反 更 符合 一批 国人 心愿	23
119	IphoneSE	哪哪都好，屏幕正好。	FAVOR	哪 哪 都 好 屏幕 正好	6
120	IphoneSE	现在来看，仍旧如此优雅。	FAVOR	现在 来看 仍旧 如此 优雅	5
121	IphoneSE	你需要这样的服务吗？	NONE	你 需要 这样 服务 吗	5
122	IphoneSE	要是金色配黑色的iPhoneSE。我可以考虑考虑	FAVOR	要是 金色 配 黑色 iphonese 我 可以 考虑 考虑	9
123	IphoneSE	iPhone SE只有4英寸的屏幕不说，起步价在印度也高达590美元，比美国还贵48%，而印度市场上其他品牌的4英寸手机都不到150美元。	AGAINST	iphone se 只有 英寸 屏幕 不 说 起步 起步价 在 印度 也 高 达 number 美元 比 美国 还 贵 number 而 印度 市场 上 其他 品牌 number 英寸 手机 都 不到 number 美元	34
124	IphoneSE	堆在角落里积压库存多时卖不出去的iphone5手机壳居然焕发了第二春。	AGAINST	堆 在 角落 角落里 积压 库存 多 时 卖不出去 不出 出去 iphone5 手机 壳 居然 焕发 第二 春	18
125	IphoneSE	所以iPhone se如果加上这些条件，就会加上v e n这三个字母。摇身一变，iPhone seven问世。	AGAINST	所以 iphone se 如果 加上 这些 条件 就 会 加上 n 这 三个 字母 摇身 摇身一变 iphone seven 问世	19
126	IphoneSE	而是加入3D Touch功能需要改进屏幕，而这肯定需要对建立在iPhone 5外观基础上的SE进行改进，改进意味着成本增加，只知道赚钱和玩供应链的库克是不会这么做的。	AGAINST	而是 加入 number d touch 功能 需要 改进 屏幕 而 这 肯定 需要 对 建立 在 iphone 外观 基础 上 se 进行 改进 改进 意味 意味着 成本 成本增加 增加 只 知道 赚钱 玩 供应 供应链 库克 是 不会 这么 做	40
