WORD	FREQ	FAVOR	AGAINST	NONE	SUPPORT
首映礼,合伙	5	4	0	1	0.800000
首映礼,土豆	5	4	0	1	0.800000
首映礼,小土豆	5	4	0	1	0.800000
首映礼,小土	5	4	0	1	0.800000
首映礼,添	5	4	0	1	0.800000
首映礼,伙伴	5	4	0	1	0.800000
首映礼,小伙伴	5	4	0	1	0.800000
首映礼,小伙	5	4	0	1	0.800000
首映礼,梦想	5	4	0	1	0.800000
行政拘留,行政	5	4	1	0	0.800000
移风易俗,烧纸	5	0	4	1	0.800000
移风易俗,易俗	5	0	4	1	0.800000
特种部队,特种	5	1	4	0	0.800000
有趣,贴	5	4	1	0	0.800000
易俗,烧纸	5	0	4	1	0.800000
易俗,移风易俗	5	0	4	1	0.800000
新春佳节,新春	5	0	4	1	0.800000
打麻将,麻将	5	4	0	1	0.800000
恐怖袭击,恐怖	5	4	0	1	0.800000
好不容易,不容	5	0	4	1	0.800000
圣诞节,圣诞	5	4	1	0	0.800000
吨,爆竹	5	0	4	1	0.800000
半句话,半句	5	1	4	0	0.800000
半句,半句话	5	1	4	0	0.800000
主持人,主持	5	4	0	1	0.800000
主持,主持人	5	4	0	1	0.800000
穿,新衣	15	13	1	1	0.866667
穿,贴	5	5	0	0	1.000000
穿,文化	5	5	0	0	1.000000
穿,节日	5	4	1	0	0.800000
穿,吃	5	4	0	1	0.800000
没钱,有钱	5	0	5	0	1.000000
月份,合伙人	7	6	0	1	0.857143
月份,合伙	7	6	0	1	0.857143
月份,土豆	8	8	0	0	1.000000
月份,小土豆	7	7	0	0	1.000000
月份,小土	7	7	0	0	1.000000
月份,怀上	5	4	0	1	0.800000
月份,添	7	7	0	0	1.000000
月份,伙伴	6	6	0	0	1.000000
月份,小伙伴	6	6	0	0	1.000000
月份,曝	5	4	0	1	0.800000
月份,预产期	5	4	0	1	0.800000
月份,预产	5	4	0	1	0.800000
月份,产期	5	4	0	1	0.800000
月份,小伙	6	6	0	0	1.000000
月份,梦想	7	6	0	1	0.857143
家家,户户	11	9	0	2	0.818182
家家,家户	11	9	0	2	0.818182
家家,家家户户	11	9	0	2	0.818182
家家,贴	6	6	0	0	1.000000
家家,节日	5	4	0	1	0.800000
合伙人,首映	6	5	0	1	0.833333
合伙人,添个	5	4	0	1	0.800000
合伙人,出席	5	4	0	1	0.800000
合伙人,首映礼	5	4	0	1	0.800000
合伙人,月份	7	6	0	1	0.857143
合伙人,合伙	14	11	0	3	0.785714
合伙人,土豆	11	9	0	2	0.818182
合伙人,小土豆	11	9	0	2	0.818182
合伙人,小土	11	9	0	2	0.818182
合伙人,添	7	6	0	1	0.857143
合伙人,曝	5	4	0	1	0.800000
合伙人,梦想	14	11	0	3	0.785714
合伙,首映	6	5	0	1	0.833333
合伙,添个	5	4	0	1	0.800000
合伙,出席	5	4	0	1	0.800000
合伙,首映礼	5	4	0	1	0.800000
合伙,月份	7	6	0	1	0.857143
合伙,合伙人	14	11	0	3	0.785714
合伙,土豆	11	9	0	2	0.818182
合伙,小土豆	11	9	0	2	0.818182
合伙,小土	11	9	0	2	0.818182
合伙,添	7	6	0	1	0.857143
合伙,曝	5	4	0	1	0.800000
合伙,梦想	14	11	0	3	0.785714
土豆,首映	6	5	0	1	0.833333
土豆,添个	7	6	0	1	0.857143
土豆,大姚	5	5	0	0	1.000000
土豆,首映礼	5	4	0	1	0.800000
土豆,月份	8	8	0	0	1.000000
土豆,合伙人	11	9	0	2	0.818182
土豆,合伙	11	9	0	2	0.818182
土豆,小土豆	17	13	0	4	0.764706
土豆,小土	17	13	0	4	0.764706
土豆,添	11	9	0	2	0.818182
土豆,伙伴	14	11	0	3	0.785714
土豆,小伙伴	14	11	0	3	0.785714
土豆,曝	5	5	0	0	1.000000
土豆,小伙	14	11	0	3	0.785714
土豆,梦想	12	10	0	2	0.833333
产生,环保	5	0	5	0	1.000000
产生,减少	5	0	5	0	1.000000
产生,烟花爆竹	5	0	5	0	1.000000
产生,爆竹	7	0	7	0	1.000000
产生,霾	7	0	7	0	1.000000
产生,空气	5	0	5	0	1.000000
歧视,女性	6	1	5	0	0.833333
兜,客	6	6	0	0	1.000000
ipad,pro	6	1	0	5	0.833333
号召,环保	7	0	7	0	1.000000
号召,今年	7	1	6	0	0.857143
腿,超女	9	0	0	9	1.000000
腿,美少女	9	0	0	9	1.000000
腿,无敌	9	0	0	9	1.000000
腿,锅铲	5	0	0	5	1.000000
腿,少女	9	0	0	9	1.000000
腿,小妹	5	0	0	5	1.000000
腿,帅	9	0	0	9	1.000000
腿,青春	10	1	0	9	0.900000
腿,任	9	0	0	9	1.000000
晚育,晚婚	12	2	9	1	0.750000
晚育,取消	11	0	10	1	0.909091
晚育,假	5	0	4	1	0.800000
年夜饭,春晚	5	4	0	1	0.800000
年夜饭,夜饭	13	10	1	2	0.769231
年夜饭,贴	5	5	0	0	1.000000
年夜饭,年夜	13	10	1	2	0.769231
尾气,车尾	5	5	0	0	1.000000
尾气,汽车尾气	5	5	0	0	1.000000
尾气,排放	7	6	1	0	0.857143
尾气,汽车	7	7	0	0	1.000000
尾气,空气	5	4	1	0	0.800000
就业,女性	6	0	5	1	0.833333
就业,解决	5	0	5	0	1.000000
对联,贴	12	10	1	1	0.833333
对联,节日	5	4	0	1	0.800000
夜饭,春晚	5	4	0	1	0.800000
夜饭,年夜饭	13	10	1	2	0.769231
夜饭,贴	5	5	0	0	1.000000
夜饭,年夜	13	10	1	2	0.769231
绿色,倡议	6	1	5	0	0.833333
绿色,环保	21	2	17	2	0.809524
绿色,减少	5	1	4	0	0.800000
绿色,烟花爆竹	9	0	8	1	0.888889
绿色,爆竹	12	0	11	1	0.916667
绿色,不放	5	0	5	0	1.000000
绿色,空气	5	1	4	0	0.800000
小土豆,首映	6	5	0	1	0.833333
小土豆,添个	6	5	0	1	0.833333
小土豆,首映礼	5	4	0	1	0.800000
小土豆,月份	7	7	0	0	1.000000
小土豆,合伙人	11	9	0	2	0.818182
小土豆,合伙	11	9	0	2	0.818182
小土豆,土豆	17	13	0	4	0.764706
小土豆,小土	17	13	0	4	0.764706
小土豆,添	11	9	0	2	0.818182
小土豆,伙伴	13	10	0	3	0.769231
小土豆,小伙伴	13	10	0	3	0.769231
小土豆,曝	5	5	0	0	1.000000
小土豆,小伙	13	10	0	3	0.769231
小土豆,梦想	12	10	0	2	0.833333
小土,首映	6	5	0	1	0.833333
小土,添个	6	5	0	1	0.833333
小土,首映礼	5	4	0	1	0.800000
小土,月份	7	7	0	0	1.000000
小土,合伙人	11	9	0	2	0.818182
小土,合伙	11	9	0	2	0.818182
小土,土豆	17	13	0	4	0.764706
小土,小土豆	17	13	0	4	0.764706
小土,添	11	9	0	2	0.818182
小土,伙伴	13	10	0	3	0.769231
小土,小伙伴	13	10	0	3	0.769231
小土,曝	5	5	0	0	1.000000
小土,小伙	13	10	0	3	0.769231
小土,梦想	12	10	0	2	0.833333
吃饺子,传统节日	6	5	0	1	0.833333
吃饺子,饺子	17	13	1	3	0.764706
吃饺子,节日	6	5	0	1	0.833333
鼓励,劳动力	5	0	5	0	1.000000
鼓励,劳动	5	0	5	0	1.000000
鼓励,动力	5	0	5	0	1.000000
鼓励,计划生育	8	1	7	0	0.875000
鼓励,计划	8	1	7	0	0.875000
鼓励,人口	6	0	6	0	1.000000
环保,生存	5	0	5	0	1.000000
环保,环保局	11	0	11	0	1.000000
环保,从我做起	7	0	7	0	1.000000
环保,节约	6	0	6	0	1.000000
环保,浓度	5	0	5	0	1.000000
环保,蓝天	10	0	10	0	1.000000
环保,做起	10	0	10	0	1.000000
环保,碳	13	1	12	0	0.923077
环保,倡议	20	1	17	2	0.850000
环保,承诺	5	0	5	0	1.000000
环保,烧纸	5	0	4	1	0.800000
环保,发出	7	0	7	0	1.000000
环保,成都	6	0	5	1	0.833333
环保,今年春节	37	1	32	4	0.864865
环保,大气	5	0	5	0	1.000000
环保,倡导	7	1	6	0	0.857143
环保,产生	5	0	5	0	1.000000
环保,号召	7	0	7	0	1.000000
环保,绿色	21	2	17	2	0.809524
环保,鞭	6	1	5	0	0.833333
环保,低	14	1	13	0	0.928571
环保,祥和	6	0	6	0	1.000000
环保,城区	5	0	5	0	1.000000
环保,愿者	5	1	4	0	0.800000
环保,欢乐	6	0	5	1	0.833333
环保,每	5	0	5	0	1.000000
环保,烟花爆竹	25	1	20	4	0.800000
环保,燃放烟花	16	0	13	3	0.812500
环保,贡献	5	1	4	0	0.800000
环保,放烟	17	0	13	4	0.764706
环保,爆竹	38	1	29	8	0.763158
环保,市	6	0	6	0	1.000000
环保,一起	5	1	4	0	0.800000
环保,增加	5	0	4	1	0.800000
环保,今年	57	1	47	9	0.824561
环保,大力	5	0	4	1	0.800000
环保,过节	6	0	6	0	1.000000
环保,意识	8	0	7	1	0.875000
环保,明显	7	0	6	1	0.857143
环保,空气	31	1	24	6	0.774194
环保,呼吁	15	1	13	1	0.866667
总统,恐怖分子	5	4	1	0	0.800000
工具,通工	17	0	15	2	0.882353
工具,交通工具	17	0	15	2	0.882353
式,断崖	13	0	12	1	0.923077
式,减少	13	0	12	1	0.923077
式,计划生育	5	0	5	0	1.000000
式,计划	5	0	5	0	1.000000
式,人口	7	0	6	1	0.857143
买不起,老百姓	7	0	7	0	1.000000
买不起,百姓	8	0	7	1	0.875000
买不起,汽车	8	0	8	0	1.000000
拜年,贴	11	9	1	1	0.818182
拜年,传统节日	5	4	0	1	0.800000
拜年,压岁钱	6	5	0	1	0.833333
拜年,压岁	6	5	0	1	0.833333
拜年,节日	7	6	0	1	0.857143
同意,今年	5	0	5	0	1.000000
火灾,燃放烟花	5	0	4	1	0.800000
火灾,放烟	5	0	4	1	0.800000
怀上,月份	5	4	0	1	0.800000
噪音,烟花爆竹	5	0	4	1	0.800000
噪音,爆竹	7	0	6	1	0.857143
噪音,空气	6	0	5	1	0.833333
公民,政府	5	0	5	0	1.000000
各界,爆竹	5	0	4	1	0.800000
值,颜	5	4	0	1	0.800000
老百姓,买不起	7	0	7	0	1.000000
老百姓,社会	7	0	7	0	1.000000
老百姓,政府	8	1	7	0	0.875000
老百姓,解决	6	0	6	0	1.000000
老百姓,汽车	9	1	8	0	0.888889
外卖,餐饮业	27	3	24	0	0.888889
外卖,对准	27	3	24	0	0.888889
外卖,餐饮	28	3	24	1	0.857143
外卖,社会	5	0	5	0	1.000000
外卖,送	32	6	26	0	0.812500
外卖,车	5	1	4	0	0.800000
一代,计划生育	6	1	5	0	0.833333
一代,计划	6	1	5	0	0.833333
春联,年货	10	9	1	0	0.900000
春联,亲戚	6	6	0	0	1.000000
春联,春晚	6	6	0	0	1.000000
春联,感受	6	6	0	0	1.000000
春联,文化	6	5	1	0	0.833333
春联,喜欢	5	4	0	1	0.800000
春联,一起	8	8	0	0	1.000000
春联,回家	7	7	0	0	1.000000
春联,吃	6	5	0	1	0.833333
操作,单手	11	11	0	0	1.000000
操作,单手操作	10	10	0	0	1.000000
操作,喜欢	5	4	1	0	0.800000
尽量,燃放烟花	6	0	6	0	1.000000
尽量,放烟	6	0	6	0	1.000000
鞭,环保	6	1	5	0	0.833333
鞭,霾	6	0	6	0	1.000000
鞭,今年	5	1	4	0	0.800000
鞭,雾	5	0	5	0	1.000000
添,首映	5	4	0	1	0.800000
添,首映礼	5	4	0	1	0.800000
添,月份	7	7	0	0	1.000000
添,合伙人	7	6	0	1	0.857143
添,合伙	7	6	0	1	0.857143
添,土豆	11	9	0	2	0.818182
添,小土豆	11	9	0	2	0.818182
添,小土	11	9	0	2	0.818182
添,梦想	7	6	0	1	0.857143
有钱,没钱	5	0	5	0	1.000000
撞,逆行	5	5	0	0	1.000000
拒绝,爆竹	5	1	4	0	0.800000
动力,劳动力	12	0	11	1	0.916667
动力,劳动	12	0	11	1	0.916667
动力,鼓励	5	0	5	0	1.000000
生产,政府	5	0	5	0	1.000000
感受,春联	6	6	0	0	1.000000
感受,贴	8	8	0	0	1.000000
