ID	TARGET	TEXT	STANCE
113	IphoneSE	一时之间看不明白这个“SE”命名方式的人很多，而早前的消息表示这款新iPhone将被命名为iPhone 5SE	NONE
114	IphoneSE	但是锁定屏幕时最后屏幕关闭时候中间那一块会出现在眼前，你也是这样吗，为什么不是全部暗的	AGAINST
115	IphoneSE	这手机有人买？	AGAINST
116	IphoneSE	问题也随之而来，目前网友反应最多的就是“黄屏”。	NONE
117	IphoneSE	不是买不起，只是喜欢小屏而已。so，苹果出了iPhoneSE怎么就要被淘汰了！中国喜欢小屏的人多着呢	FAVOR
118	IphoneSE	显然还是有些高。如果说行货价位偏高，美国仅卖2600不到，高价格相反更符合一批国人的“心愿”。	AGAINST
119	IphoneSE	哪哪都好，屏幕正好。	FAVOR
120	IphoneSE	现在来看，仍旧如此优雅。	FAVOR
121	IphoneSE	你需要这样的服务吗？	NONE
122	IphoneSE	要是金色配黑色的iPhoneSE。我可以考虑考虑	FAVOR
123	IphoneSE	iPhone SE只有4英寸的屏幕不说，起步价在印度也高达590美元，比美国还贵48%，而印度市场上其他品牌的4英寸手机都不到150美元。	AGAINST
124	IphoneSE	堆在角落里积压库存多时卖不出去的iphone5手机壳居然焕发了第二春。	AGAINST
125	IphoneSE	所以iPhone se如果加上这些条件，就会加上v e n这三个字母。摇身一变，iPhone seven问世。	AGAINST
126	IphoneSE	而是加入3D Touch功能需要改进屏幕，而这肯定需要对建立在iPhone 5外观基础上的SE进行改进，改进意味着成本增加，只知道赚钱和玩供应链的库克是不会这么做的。	AGAINST
127	IphoneSE	现在用小屏的人还是挺多的，不是所有人都对大屏感冒	FAVOR
128	IphoneSE	来到中国就这么贵了，坚决不买。	AGAINST
129	IphoneSE	，，  没有我6s好。	AGAINST
130	IphoneSE	苹果系统的易用性更不用说。只是用过大屏幕的，很难在接受小屏了，retina也不行…	FAVOR
131	IphoneSE	居然黄屏，算啦。等iPhone7好了	AGAINST
132	IphoneSE	自从用了plus，就再也不想用小屏了	AGAINST
133	IphoneSE	最便宜的iphone	FAVOR
134	IphoneSE	或者小屏幕问题，这些可能是因人而异的，在我看来，因为我的略高手也稍微大一点，所以SE握在我手上也没太大的难受感。	FAVOR
135	IphoneSE	其中主要是金色版本，而这些iPhone SE在上架大约一小时后便卖个精光。而iPhone SE可能在美国本土并没有带来太大的效应。	NONE
136	IphoneSE	还是苹果真的不行了。	AGAINST
137	IphoneSE	iPhoneSE黄屏验证了一句俗语便宜没好货	AGAINST
138	IphoneSE	讓你拍攝精彩絕倫的相片和 4K 影片；更有 Live Photos，隨時讓你的影像生動活現。這一切，都令這部外形小巧的 iPhone，處處大放精彩。	FAVOR
139	IphoneSE	红米 Note3 的指纹解锁成功率「感人」，iPhone SE 隔着 PE 手套都可以成功解锁……	FAVOR
140	IphoneSE	还以为是前几年，苹果贵依然大面积有人买，现在和苹果媲美的手机太多了。。	AGAINST
141	IphoneSE	摄像头是平的耶！	FAVOR
142	IphoneSE	屏幕就是轻微上下浮动。就几个点用力按才有小声音。se力度更轻，面积更大。声音更响。希望有同样买se的同学看看自己手机右侧屏幕。用力按是否有声音	AGAINST
143	IphoneSE	而据最新进展，A9、M9的希望越来越大。存储容量方面，iPhone 5SE仍然会是16GB起步，然后就是64GB。	NONE
144	IphoneSE	蓝色屏幕（冷色调）有蓝光短波，刺激视网膜，引起眼压升高和青光眼。	FAVOR
145	IphoneSE	退了退了。”想想SE也是够可怜。	AGAINST
146	IphoneSE	但屏幕尺寸略小，需要适应，续航能力一般，充电速度一般。	FAVOR
147	IphoneSE	但是主要集中于美版、港版——毕竟这两个版本更低的价格摆着呢。	FAVOR
148	IphoneSE	最无聊的一次发布，disappointed	AGAINST
149	IphoneSE	一直纠结是随便买个便宜的手机挺半年等出iPhone7呢，还是买个SE等出iPhone7s.iPhone8.iPhone8s.iPhone9……呢。这一些的纠结都来源于q i o n g 穷	NONE
150	IphoneSE	屏幕有问题。压爆了显示ic	AGAINST
151	IphoneSE	你还是换吧。。	AGAINST
152	IphoneSE	天哪！这个价格太爆炸了，国产手机大危机？？	FAVOR
153	IphoneSE	当然也有人认为它可以让苹果焕发又一春。	NONE
154	IphoneSE	我感觉除了se所有都要完，不直安卓要完包括苹果6的所有衍生型号也都要完，问啥库克船长不愿意一剑封喉呢	AGAINST
155	IphoneSE	感觉不如红米 note3 快。	AGAINST
156	IphoneSE	尽管在产品定价方面愈发咄咄逼人，分析师却预计，廉价iPhone只会给苹果智能手机销量带来小幅提升。	NONE
157	IphoneSE	应该不会通过降价来提高销量，毕竟品牌效应。	NONE
158	IphoneSE	尽管配置出来的时候满满的失望 不过今晚看完发布会又动了买的念头 别再说不如买个5s了 真正用了5s就知道了 iOS7系统已经处于被淘汰的边缘了 越来越多的应用已经放弃iOS7了 可是如果升到iOS9又会卡得要死 基本跟板砖无异 出了se后 5s真的是走到末路了	AGAINST
159	IphoneSE	因为售价便宜，因此利润率大幅降低。	AGAINST
160	IphoneSE	手机市场整体饱和了，销量是相对的，亚太厂商不好好把心思放在产品上，就知道背地抹黑别人。	FAVOR
161	IphoneSE	iPhone SE印度没人要：贵的离谱	AGAINST
162	IphoneSE	昨天在手机城看到一个卖小米五标准版的居然卖2880我想说还不如多几百买个iPhonese呢	FAVOR
163	IphoneSE	App Store 进去时候有时会卡住 需要重启	AGAINST
164	IphoneSE	因为苹果店的服务态度吼吼啊，苏宁就是一坨屎啊，靴靴。	NONE
165	IphoneSE	基本找不到设计精良的小屏安卓手机了。而这部分市场需求依然巨大，安卓厂商们能否上点心？	FAVOR
166	IphoneSE	还不贵，销量肯定不错。对于一个外设服务商，我只想说，谢谢	FAVOR
167	IphoneSE	之前各种预测的iphoneSE真的出现了 只不过预测的都是SE采用6s的外观 没想到用的还是5s…猜中了开头没猜中结局啊	AGAINST
168	IphoneSE	我觉得这么大的市场应该应该体验，调查一下中国人的喜好再出手机。不要每次总是却一点。	AGAINST
169	IphoneSE	卧槽卧槽。。这个价格我有点心动 不过用这玩意别人看起来就跟5s一毛一样	NONE
170	IphoneSE	人家又不傻，能发布4寸机，肯定这方面还是有市场的（个人并不喜欢大屏），苹果能从大屏回归小屏，国产机敢玩吗？而且被誉为史上最便宜的苹果，国产机迎接好挑战了吗。感觉必定对安卓中高端有一定冲击！（个人理解，不喜勿喷）	FAVOR
171	IphoneSE	两成苹果用户仍在用iPhone 6之前机型，新兴市场期待低价机型。对销量停滞的苹果来说，这块数千万销量的细分蛋糕不容放弃。	NONE
172	IphoneSE	但最近用的聊天软件kakao talk却让我升级最新版本，不升级就不能使用，以此逼我不得不换手机了。喜欢小屏幕的我，买iPhone SE 还是等iPhone 7？	NONE
173	IphoneSE	关于iPhone se，其实我只是感兴趣那个护眼的功能 毕竟每天晚上即便屏幕亮度调到最低也还是觉得好亮好刺眼……	FAVOR
174	IphoneSE	官翻版iPhone 5S，你值得拥有——iPhone SE	FAVOR
175	IphoneSE	iPhone SE 是一部定位及其精准的手机，目标人群就是那些喜欢 iOS 系统和小尺寸手机的消费者，不得不说库克还是很会做生意的。让尽可能多的用户进入 Apple 的产品生态中去，这也是 Apple 一贯的做法。	FAVOR
176	IphoneSE	IPhone6s和iphoneSE傻傻分不清楚	AGAINST
177	IphoneSE	不过配置还是可喜的，当个备用机好不错，比一些廉价的安卓机好一些	NONE
178	IphoneSE	是说新的iPhoneSE性能和6S一样强大 像素高 但是价钱才只有6S得一半儿 是吗？	NONE
179	IphoneSE	外观又是5S的。我用6，就换了5Se	FAVOR
180	IphoneSE	为啥出32G的那么难？标配虽说三千多，那顶配的不就4K起步了！其实，它并不便宜！	AGAINST
181	IphoneSE	年轻人的第一台iPhone。	FAVOR
182	IphoneSE	3月31日就开始销售， 决定入手一个，毕竟真的不喜欢大屏手机。 不管苹果多好，没中间的都是浮云。	FAVOR
183	IphoneSE	到底要不要入iPhone SE？？？5s的外观6s的配置很吸引我啊	FAVOR
184	IphoneSE	看了评论和网上商城的一些评论就知道，很多买这款手机的人以前用的都是5或者5S，几乎没有以前买大屏手机的用户来买这个手机，这说明了什么？很明显该手机就是用来迎合那些舍不得花钱买6而又想继续装苹果B的人。	AGAINST
185	IphoneSE	iPhonese还不错还有玫瑰金	FAVOR
186	IphoneSE	今天去苹果店试玩，觉得iPhoneSE真的很鸡肋	AGAINST
187	IphoneSE	但是外观跟5S一样，不知道是不是5S回收的	AGAINST
188	IphoneSE	大部分的人还不会用手机办公，所以大屏幕对大部分老百姓也没必要的。	FAVOR
189	IphoneSE	智如6S的iPhoneSE出现了，还有京东以旧换新大政策，怪不得三十多万人已经在京东预约购买了SE，你不准备加一个？	FAVOR
190	IphoneSE	iPhone se这样的价格，简直是福利	FAVOR
191	IphoneSE	史上最便宜的iPhone，我这5s是不是可以得瑟冒充一把了。 	FAVOR
192	IphoneSE	这条评论来自单手打字的SE	FAVOR
193	IphoneSE	也再次踏上了旧瓶装新酒的路子，继几个月前VSD3系列更新之后，VSD5系列更新到了NEW VSD5S，那NEW到底NEW在哪呢？	AGAINST
194	IphoneSE	现在6依然是新新的，这次SE出来，24号毫不犹豫的在官网订购了，4月5号到手，16G玫瑰金，用作备用机，续航什么的都很好特别的后置拍照，必须给力，没有出现电源键松动和黄屏现象	FAVOR
195	IphoneSE	我觉得se挺好啊 为什么会有人说大屏换小屏是不可能的 我就喜欢小屏啊 也只有苹果敢把屏幕往小了做 坐等了	FAVOR
196	IphoneSE	居然还想要一个iphonese！我只是图新鲜喜欢新手机的感觉而已	NONE
197	IphoneSE	两年以后收回去翻新翻新 iPhoneSEs就发布了	AGAINST
198	IphoneSE	而仍然采用了iPhone 5s时期的初代指纹识别技术。但本质上，它就是一个小型的6s。	NONE
199	IphoneSE	iphonese真觉得是时代倒退的产品…	AGAINST
200	IphoneSE	到账后立刻买了iPhoneSE，玫瑰金唯一不足西湖店和万象城店都没玫瑰金…有时候做个月光族也蛮好的，发工资了开心～	FAVOR
201	IphoneSE	夏天女生适合拿小手机，用惯plus，4寸需要适应，就便携性来说完胜，鉴于S系列更好些，等7S还得两年，不如先入SE玩。卧槽，突然之间把自己安利说服了 	FAVOR
202	IphoneSE	关键在用户体验！很多厂家只知道堆硬件，也只会堆硬件，所谓高配低价或适中价，以此来博取眼球。	NONE
203	IphoneSE	特别是iPhone 6s和6s Plus遇冷以来，人们把原因简单地归结到库克名下，因为库克违背了乔布斯所定义的4英寸小屏手机的操作体验才是最优秀的这么一种理念。	NONE
204	IphoneSE	是产品缺陷抑或是其它，暂时不会妄下结论，但是，的确是买了一个有问题不给换掉的手机，对苹果很失望。	AGAINST
205	IphoneSE	打字的话，se有时候真是会按错，毕竟手指太粗。。。其他都挺好	NONE
206	IphoneSE	今天就变成这样了[怒][怒]！我现在要怎么办？！请给我一个合理的解释！！	AGAINST
207	IphoneSE	！！！！！！敢问苹果公司是和诺基亚合作了吗？@全球iPhone官网 现在都还心跳的不行	FAVOR
208	IphoneSE	有时候一顿一顿的 不是很流畅	AGAINST
209	IphoneSE	看样子这方面比较悲观啊~有这钱买外观一点没变的SE，还是加点钱首选三星S7edge吧…苹果没了乔老爷这是药丸的节奏，强弩之末啊	AGAINST
210	IphoneSE	至少第一眼看上去不那么土了。但手感一定是6s好，SE根本不是一个档次的。	FAVOR
211	IphoneSE	别说5寸以上，就是4寸往上我都觉得大。	FAVOR
212	IphoneSE	比如，一个新的se给你换iphone6？你换不？我反正不换。苹果作为显摆之物，你却要满足我的生理需求，爱不起来。	AGAINST
213	IphoneSE	64GB 4088元。今天，在工信部发现，iPhone SE已经通过了工信部入网许可，也就意味着在国内开卖扫清了最后一条障碍。	NONE
214	IphoneSE	白带不异常，经典三段式，覆盖 2.5D 玻璃，整体轮廓变得更加圆润。传闻售价 3688 元起。	NONE
215	IphoneSE	IPHONE在走回头路？？下一部是不是要回归4S机型了几年乔布斯？	AGAINST
216	IphoneSE	体验了会iPhone SE 大概是目前运行最快性能最强的iPhone 上手第一感觉全键盘输入稍显不适应 喜欢小屏的不容错过	FAVOR
217	IphoneSE	这点真的是很难做到的，安卓你试一下狂用狂折腾看看会不会卡，呵呵	FAVOR
218	IphoneSE	不会买个小屏的iphone se明摆着告诉大家他穷。要选价廉物美的，中兴华为小米，中国有太多选择。se连小偷也不偷，买苹果不买贵的，买来有卵用？	NONE
219	IphoneSE	上手良好屏幕无异常。	FAVOR
220	IphoneSE	个人觉得IOS系统比安卓好用。后置1200W像素，能拍4K视频，关键是A9芯片 2G内存，这几点吸引我。	FAVOR
221	IphoneSE	我也想要见识到很不一样的苹果手机了	NONE
222	IphoneSE	 但是5S落伍了！特别可以！ 但是没想到发布了这款SE！那必须买	FAVOR
223	IphoneSE	iPhone SE…把6s的功能搬到了5s的壳子里…	AGAINST
224	IphoneSE	毫无吸引力	AGAINST
225	IphoneSE	价格可以忍，指纹解锁可以忍，就是不知道四寸屏幕能不能忍啊	NONE
226	IphoneSE	地图导航，高清视频 都用不了或者看不清，买回去只能当作纪念和当摆设 根本不实用 完完全全的累赘	AGAINST
227	IphoneSE	有了pad后越来越不喜欢大屏手机了，简直累赘，还是小屏更顺手	FAVOR
228	IphoneSE	我决定了，就买一个…5s吧！	FAVOR
229	IphoneSE	，不想要后台的时候一直都有后台，清理后台都累死了，价格被炒的太高了。等降价了可以考虑下。，	AGAINST
230	IphoneSE	果然有iPhone SE果然有中国的因素 果然是6s的配置 一点新意都没有……	AGAINST
231	IphoneSE	PhoneSE中国预订突破340万 土豪金受追捧	FAVOR
232	IphoneSE	并作为iPhoneSE、9.7英寸版iPad Pro的默认系统一起搭载上市。	NONE
233	IphoneSE	iPhoneSE 不就是另一款iPhone5c嘛？低端机而已	AGAINST
234	IphoneSE	我嫌弃凸出的摄像头，所以比较喜欢5S和SE	FAVOR
235	IphoneSE	iPhone SE随手拍 不做过多要求吧……也还不错  就是炫光感人	FAVOR
236	IphoneSE	iPhoneSE 感觉没有想入手的想发了	AGAINST
237	IphoneSE	就冲苹果的流畅度，也足够秒杀一堆国产机了吧	FAVOR
238	IphoneSE	还不如华为手机了，3000多国产手机都很高端了！	AGAINST
239	IphoneSE	哈哈哈哈哈哈iPhoneSE 为什么和5s一个样啊	AGAINST
240	IphoneSE	我想不会有这么多人关心吧，再多的吐槽，你也不得不承认他是一部很好用的手机	FAVOR
241	IphoneSE	今年的iphone是SE的话我是不是要至少明年才能换手机了 ……用惯plus之后无法面对小屏啊。	AGAINST
242	IphoneSE	然后在我旁边各种显摆，各种挑衅，出门后，她上了电动车，我上了奥迪。	NONE
243	IphoneSE	安卓完全无法和IOS比，在软件和硬件短时间内不会被轻易淘汰的情况下，还是一个比较不错的选择。	FAVOR
244	IphoneSE	但屏幕用起来有点感觉不习惯了。	AGAINST
245	IphoneSE	方便携带，分辨率清晰。	FAVOR
246	IphoneSE	iPhoneSE就是为了清库存的	AGAINST
247	IphoneSE	可以可以 这下放心了，6s用户哭晕，5s再战两年   睡觉睡觉，可以不用看了	FAVOR
248	IphoneSE	4斤说没就没了。100，距离95还有一顶距离。现在矛盾了，如果很快达到95，iPhonese是买还是不买	NONE
249	IphoneSE	6s的硬件配置，这是要逼疯多少中端机啊！！！	NONE
250	IphoneSE	iPhone SE看得上眼的功能，也就是有NFC了…	AGAINST
251	IphoneSE	真不咋地，打开记录本竟然卡死……	AGAINST
252	IphoneSE	为了小屏，决定转阵营买iPhone se	FAVOR
253	IphoneSE	外观怎么看都顺眼	FAVOR
