WORD	FREQ	FAVOR	AGAINST	NONE	SUPPORT
防部,罗斯国	5	5	0	0	1.000000
防部,俄罗斯国防部	5	5	0	0	1.000000
防部,国防部	6	5	0	1	0.833333
防部,国防	6	5	0	1	0.833333
防部,恐怖	5	5	0	0	1.000000
门神,贴	5	4	0	1	0.800000
门神,传统	5	4	0	1	0.800000
走亲戚,亲戚	6	5	1	0	0.833333
谋生,禁	5	0	4	1	0.800000
警力,交警	6	5	0	1	0.833333
警力,组织	6	5	0	1	0.833333
警力,禁	6	5	0	1	0.833333
舞狮,传统	6	5	0	1	0.833333
比比皆是,比比	6	5	1	0	0.833333
比比,比比皆是	6	5	1	0	0.833333
小妹,超女	5	0	0	5	1.000000
小妹,美少女	5	0	0	5	1.000000
小妹,无敌	5	0	0	5	1.000000
小妹,锅铲	5	0	0	5	1.000000
小妹,少女	5	0	0	5	1.000000
小妹,帅	5	0	0	5	1.000000
小妹,腿	5	0	0	5	1.000000
小妹,青春	5	0	0	5	1.000000
小妹,任	5	0	0	5	1.000000
大姚,土豆	5	5	0	0	1.000000
大姚,伙伴	5	5	0	0	1.000000
大姚,小伙伴	5	5	0	0	1.000000
大姚,小伙	5	5	0	0	1.000000
坪,禁	5	4	1	0	0.800000
国防部,罗斯国	5	5	0	0	1.000000
国防部,俄罗斯国防部	5	5	0	0	1.000000
国防部,防部	6	5	0	1	0.833333
国防部,国防	6	5	0	1	0.833333
国防部,恐怖	5	5	0	0	1.000000
国防,罗斯国	5	5	0	0	1.000000
国防,俄罗斯国防部	5	5	0	0	1.000000
国防,防部	6	5	0	1	0.833333
国防,国防部	6	5	0	1	0.833333
国防,恐怖	5	5	0	0	1.000000
pro,ipad	6	1	0	5	0.833333
取消,晚婚	16	0	15	1	0.937500
取消,晚育	11	0	10	1	0.909091
取消,晚婚晚育	9	0	8	1	0.888889
取消,假	10	0	9	1	0.900000
西方,传统	5	5	0	0	1.000000
发出,倡议	9	0	9	0	1.000000
发出,环保	7	0	7	0	1.000000
发出,烟花爆竹	5	0	5	0	1.000000
发出,爆竹	9	1	8	0	0.888889
发出,今年	5	0	5	0	1.000000
发出,市民	5	0	5	0	1.000000
发出,少	6	0	6	0	1.000000
发出,烟花	7	0	7	0	1.000000
发出,期间	5	0	5	0	1.000000
中华民族,隆重	5	4	0	1	0.800000
中华民族,贴	6	6	0	0	1.000000
中华民族,中华	17	14	2	1	0.823529
中华民族,传统节日	7	6	0	1	0.857143
中华民族,民族	17	14	2	1	0.823529
中华民族,节日	8	7	0	1	0.875000
中华民族,传统	16	14	1	1	0.875000
申请,时间表	9	0	0	9	1.000000
申请,同一	8	0	0	8	1.000000
申请,扎堆	8	0	0	8	1.000000
申请,员工	9	0	0	9	1.000000
申请,避免	8	0	0	8	1.000000
申请,根据	9	0	0	9	1.000000
申请,须	6	0	0	6	1.000000
申请,随着	9	0	0	9	1.000000
申请,工作	8	0	0	8	1.000000
申请,提前	9	0	0	9	1.000000
申请,长春	8	0	0	8	1.000000
户户,家户	11	9	0	2	0.818182
户户,家家户户	11	9	0	2	0.818182
户户,家家	11	9	0	2	0.818182
户户,贴	5	5	0	0	1.000000
户户,传统	7	6	0	1	0.857143
成都,环保	6	0	5	1	0.833333
成都,今年	5	0	4	1	0.800000
恐怖主义,恐怖	11	9	2	0	0.818182
广大,烟花	5	0	4	1	0.800000
广大,期间	6	0	5	1	0.833333
帅,超女	9	0	0	9	1.000000
帅,美少女	9	0	0	9	1.000000
帅,无敌	9	0	0	9	1.000000
帅,锅铲	5	0	0	5	1.000000
帅,少女	9	0	0	9	1.000000
帅,小妹	5	0	0	5	1.000000
帅,腿	9	0	0	9	1.000000
帅,青春	10	1	0	9	0.900000
帅,任	9	0	0	9	1.000000
家户,户户	11	9	0	2	0.818182
家户,家家户户	11	9	0	2	0.818182
家户,家家	11	9	0	2	0.818182
家户,贴	5	5	0	0	1.000000
家户,传统	7	6	0	1	0.857143
家家户户,户户	11	9	0	2	0.818182
家家户户,家户	11	9	0	2	0.818182
家家户户,家家	11	9	0	2	0.818182
家家户户,贴	5	5	0	0	1.000000
家家户户,传统	7	6	0	1	0.857143
实话,说实话	9	2	7	0	0.777778
千年,几千年	10	8	1	1	0.800000
千年,几千	10	8	1	1	0.800000
千年,空气	5	5	0	0	1.000000
千年,传统	9	8	0	1	0.888889
千年,烟花	6	5	0	1	0.833333
团圆,团圆饭	5	5	0	0	1.000000
团圆,贴	8	7	1	0	0.875000
团圆,节日	6	6	0	0	1.000000
团圆,吃	7	7	0	0	1.000000
团圆,传统	18	15	3	0	0.833333
今年春节,碳	6	0	6	0	1.000000
今年春节,倡议	9	0	8	1	0.888889
今年春节,环保	37	1	32	4	0.864865
今年春节,低	7	0	7	0	1.000000
今年春节,减少	9	0	7	2	0.777778
今年春节,霾	13	1	10	2	0.769231
今年春节,今年	68	3	55	10	0.808824
今年春节,雾	11	1	8	2	0.727273
今年春节,空气	19	0	15	4	0.789474
今年春节,环境	13	0	12	1	0.923077
今年春节,少	23	0	17	6	0.739130
今年春节,支持	6	1	5	0	0.833333
今年春节,为了	13	0	11	2	0.846154
懒,政	18	1	15	2	0.833333
懒,政府	7	0	7	0	1.000000
懒,管理	6	0	6	0	1.000000
懒,禁	17	1	15	1	0.882353
铁站,地铁站	15	12	1	2	0.800000
铁站,地铁	15	12	1	2	0.800000
铁站,交警	11	9	1	1	0.818182
铁站,非法	5	4	0	1	0.800000
铁站,禁	10	7	1	2	0.700000
收,禁	8	1	7	0	0.875000
地铁站,铁站	15	12	1	2	0.800000
地铁站,地铁	15	12	1	2	0.800000
地铁站,交警	11	9	1	1	0.818182
地铁站,非法	5	4	0	1	0.800000
地铁站,禁	10	7	1	2	0.700000
响,少	6	1	5	0	0.833333
财产,禁	6	0	6	0	1.000000
消防,爆竹	5	0	5	0	1.000000
消防,燃放	5	0	5	0	1.000000
济南,市民	5	0	5	0	1.000000
客,兜	6	6	0	0	1.000000
客,地铁	5	5	0	0	1.000000
客,交警	7	7	0	0	1.000000
客,非法	5	5	0	0	1.000000
客,禁	6	6	0	0	1.000000
大气,环保	5	0	5	0	1.000000
大气,环境	5	0	5	0	1.000000
大气,燃放	6	1	5	0	0.833333
大气,少	6	1	5	0	0.833333
大气,烟花	5	0	5	0	1.000000
可笑,禁	6	0	6	0	1.000000
几千年,千年	10	8	1	1	0.800000
几千年,几千	10	8	1	1	0.800000
几千年,传统	5	5	0	0	1.000000
几千,千年	10	8	1	1	0.800000
几千,几千年	10	8	1	1	0.800000
几千,传统	5	5	0	0	1.000000
冲,交警	6	5	0	1	0.833333
全家,传统	6	5	0	1	0.833333
倡导,环保	7	1	6	0	0.857143
首映礼,首映	5	4	0	1	0.800000
首映礼,合伙人	5	4	0	1	0.800000
首映礼,合伙	5	4	0	1	0.800000
首映礼,土豆	5	4	0	1	0.800000
首映礼,小土豆	5	4	0	1	0.800000
首映礼,小土	5	4	0	1	0.800000
首映礼,添	5	4	0	1	0.800000
首映礼,伙伴	5	4	0	1	0.800000
首映礼,小伙伴	5	4	0	1	0.800000
首映礼,小伙	5	4	0	1	0.800000
首映礼,梦想	5	4	0	1	0.800000
规章,禁	5	0	4	1	0.800000
行政拘留,行政	5	4	1	0	0.800000
行政拘留,禁	5	4	1	0	0.800000
移风易俗,烧纸	5	0	4	1	0.800000
移风易俗,易俗	5	0	4	1	0.800000
特种部队,特种	5	1	4	0	0.800000
有趣,贴	5	4	1	0	0.800000
春节快乐,快乐	5	1	4	0	0.800000
易俗,烧纸	5	0	4	1	0.800000
易俗,移风易俗	5	0	4	1	0.800000
新春佳节,新春	5	0	4	1	0.800000
揽客,交警	5	4	1	0	0.800000
揽客,禁	5	4	1	0	0.800000
打麻将,麻将	5	4	0	1	0.800000
恐怖袭击,恐怖	5	4	0	1	0.800000
恐怖袭击,袭击	5	4	0	1	0.800000
好不容易,不容	5	0	4	1	0.800000
圣诞节,圣诞	5	4	1	0	0.800000
圣诞节,传统	5	4	1	0	0.800000
吨,爆竹	5	0	4	1	0.800000
去年同期,同期	5	0	1	4	0.800000
半句话,半句	5	1	4	0	0.800000
半句,半句话	5	1	4	0	0.800000
主持人,主持	5	4	0	1	0.800000
主持,主持人	5	4	0	1	0.800000
穿,新衣	15	13	1	1	0.866667
穿,贴	5	5	0	0	1.000000
穿,文化	5	5	0	0	1.000000
穿,节日	5	4	1	0	0.800000
穿,吃	5	4	0	1	0.800000
穿,传统	14	11	1	2	0.785714
没钱,有钱	5	0	5	0	1.000000
没钱,禁	7	0	7	0	1.000000
月份,合伙人	7	6	0	1	0.857143
月份,合伙	7	6	0	1	0.857143
月份,土豆	8	8	0	0	1.000000
月份,小土豆	7	7	0	0	1.000000
月份,小土	7	7	0	0	1.000000
月份,怀上	5	4	0	1	0.800000
月份,添	7	7	0	0	1.000000
月份,伙伴	6	6	0	0	1.000000
月份,小伙伴	6	6	0	0	1.000000
月份,曝	5	4	0	1	0.800000
月份,预产期	5	4	0	1	0.800000
月份,预产	5	4	0	1	0.800000
月份,产期	5	4	0	1	0.800000
月份,小伙	6	6	0	0	1.000000
月份,梦想	7	6	0	1	0.857143
月份,电影	7	6	0	1	0.857143
家家,户户	11	9	0	2	0.818182
家家,家户	11	9	0	2	0.818182
家家,家家户户	11	9	0	2	0.818182
家家,贴	6	6	0	0	1.000000
家家,节日	5	4	0	1	0.800000
家家,传统	9	8	0	1	0.888889
合伙人,首映	6	5	0	1	0.833333
合伙人,添个	5	4	0	1	0.800000
合伙人,出席	5	4	0	1	0.800000
合伙人,首映礼	5	4	0	1	0.800000
合伙人,月份	7	6	0	1	0.857143
合伙人,合伙	14	11	0	3	0.785714
合伙人,土豆	11	9	0	2	0.818182
合伙人,小土豆	11	9	0	2	0.818182
合伙人,小土	11	9	0	2	0.818182
合伙人,添	7	6	0	1	0.857143
合伙人,伙伴	8	6	0	2	0.750000
合伙人,小伙伴	8	6	0	2	0.750000
合伙人,曝	5	4	0	1	0.800000
合伙人,小伙	8	6	0	2	0.750000
合伙人,梦想	14	11	0	3	0.785714
合伙,首映	6	5	0	1	0.833333
合伙,添个	5	4	0	1	0.800000
合伙,出席	5	4	0	1	0.800000
合伙,首映礼	5	4	0	1	0.800000
合伙,月份	7	6	0	1	0.857143
合伙,合伙人	14	11	0	3	0.785714
合伙,土豆	11	9	0	2	0.818182
合伙,小土豆	11	9	0	2	0.818182
合伙,小土	11	9	0	2	0.818182
合伙,添	7	6	0	1	0.857143
合伙,伙伴	8	6	0	2	0.750000
合伙,小伙伴	8	6	0	2	0.750000
合伙,曝	5	4	0	1	0.800000
合伙,小伙	8	6	0	2	0.750000
合伙,梦想	14	11	0	3	0.785714
土豆,首映	6	5	0	1	0.833333
土豆,添个	7	6	0	1	0.857143
土豆,大姚	5	5	0	0	1.000000
土豆,首映礼	5	4	0	1	0.800000
土豆,月份	8	8	0	0	1.000000
土豆,合伙人	11	9	0	2	0.818182
土豆,合伙	11	9	0	2	0.818182
土豆,小土豆	17	13	0	4	0.764706
土豆,小土	17	13	0	4	0.764706
土豆,添	11	9	0	2	0.818182
土豆,伙伴	14	11	0	3	0.785714
土豆,小伙伴	14	11	0	3	0.785714
土豆,曝	5	5	0	0	1.000000
土豆,小伙	14	11	0	3	0.785714
土豆,梦想	12	10	0	2	0.833333
土豆,电影	9	7	0	2	0.777778
产生,环保	5	0	5	0	1.000000
产生,减少	5	0	5	0	1.000000
产生,烟花爆竹	5	0	5	0	1.000000
产生,爆竹	7	0	7	0	1.000000
产生,霾	7	0	7	0	1.000000
产生,空气	5	0	5	0	1.000000
产生,燃放	5	0	5	0	1.000000
产生,少	5	0	5	0	1.000000
产生,烟花	8	1	7	0	0.875000
赚钱,只	5	1	4	0	0.800000
说实话,实话	9	2	7	0	0.777778
福,传统	6	5	0	1	0.833333
歧视,女性	6	1	5	0	0.833333
库曼,土库曼	9	7	2	0	0.777778
库曼,土库	9	7	2	0	0.777778
