ID	TARGET	TEXT	STANCE	IS_CORRECT	PREDICT
328	IphoneSE	SE最突出的特点，小屏。现在的趋势是5寸以上大屏这我们都知道，不过4寸到5寸这个区间的小屏用户也肯定是有的，只是把这个小屏需求作为刚性需求的群体规模有多大不得而知。	NONE	False	FAVOR
330	IphoneSE	一个小时漫长的发布就结束啦，发布了“一小部的一大步”的4英寸iPhoneSE和 “一中部的一小步” 的9.7英寸iPadPro。没有精彩的技术革新，没有像样的设计创新，手机坏了你就买就对了，这就是那个没有了乔布斯之后的苹果商人，眼前卖更多赚更多就好，根本没必要考虑更美好的世界和将来。洗洗睡吧，晚安。	AGAINST	False	NONE
332	IphoneSE	像素有所提升，电池能力比以前好很多	FAVOR	False	NONE
335	IphoneSE	不是说显摆，你买个新手机是不是因为旧手机不想用了？然后你买一个新手机，这个新手机和旧手机又是一模一样的，有意思嘛？没有创新。	AGAINST	False	FAVOR
338	IphoneSE	外观好看，不错，菱角分明，硬件系统强悍，屏幕小了点。如果以此外观推出4.7屏幕的手机，那简直完美至极。	FAVOR	False	NONE
344	IphoneSE	前所未有的一个低价，来袭	FAVOR	False	AGAINST
349	IphoneSE	盖世S4这个手机陪我了3年。不离不弃终于有退休的一天了。 新机iPhonese 等了你多久终于要出来了4寸机。3:31号回武汉并给小S4放回当初买你的盒子里。	NONE	False	AGAINST
351	IphoneSE	价格很实在，能接受！	FAVOR	True	FAVOR
357	IphoneSE	感觉一点也不减低我们的逼格，扩大了消费群体了	FAVOR	True	FAVOR
366	IphoneSE	那么贵，4寸，垃圾，那么小玩游戏都玩不了，还有信号差得到死，万能钥匙又不能用，垃圾中的垃圾，千万不要买	AGAINST	False	FAVOR
369	IphoneSE	不管iPhoneSE怎么不招人待见，可是华为，中兴，vivo，oppo.等等这类大牌子手机，在外观上哪一个不是照着苹果做的，都没有自己的特点。	FAVOR	False	NONE
374	IphoneSE	为什么有人买5色呢？我感觉是倒退啊，别人6splus用的飞起，你还在用5，是不是有点怂？再说了，你拿个5色，谁她妈知道到底是5呢还是5s呢，还是5色呢[晕][晕][晕][晕][晕]反正都一样，没特色，没新意。	AGAINST	False	NONE
375	IphoneSE	用了三天，并不后悔。性价比十足，大屏手机握不住……	FAVOR	False	AGAINST
376	IphoneSE	Phone SE即将登陆印度 价格比中国贵很多：同样是新兴市场，也许这款苹果新手机在印度的市场表现不如中国。	NONE	True	NONE
383	IphoneSE	保佑我不要买到三星cpu的iphone se 不要买到电源键松动的ihone se 不要买到黄屏的iphone se	AGAINST	True	AGAINST
388	IphoneSE	我很惊讶居然还真有人买se	AGAINST	False	FAVOR
389	IphoneSE	来自IHS的数据显示，iPhone 6s Plus的制造成本为236美元，和iPhone SE相比增加了48%，然而这款大屏手机的定价高达749美元。从性价比角度分析，iPhone 6s Plus手机比iPhone SE价格高出了350美元，虽然制造成本只增加了48%，但是消费者却接受了88%的溢价。	NONE	True	NONE
390	IphoneSE	还可以，性价比很高，比起安卓系统很流畅，4寸很经典，但是指纹没有6s的3D强大。后续再看看，昨天刚到手，手感不错。	FAVOR	False	AGAINST
396	IphoneSE	我也不否认这款新的iPhone没有多大的市场需求 只是为了喜欢小屏的人设计的 当作一种怀恋和一个等待iphone7的缓冲吧 苹果的设计比起国产机 还是处于完美的	FAVOR	False	NONE
398	IphoneSE	完蛋.感觉iPhoneSE在中国市场又是5C的下场.完全就是5S外型	AGAINST	False	FAVOR
401	IphoneSE	不少人都在讨论IPHONEse的“平庸”，苹果手机作为手机中的领头羊，无论是iOS系统还是手机设计都是极出色的，而脱胎于5、5s、6、6s的se即便是没有给人耳目一新的感觉，但至少我认为se在这个价位就设计，系统等来说应该是最出色的。	FAVOR	False	AGAINST
404	IphoneSE	iPhone SE的振动不浑实有杂音，国产千元机的即视感，绝逼用了5s的振动马达存货	AGAINST	True	AGAINST
405	IphoneSE	我刚刚换的se 不好用丢给男朋友了，但是的确不好用啊喂	AGAINST	True	AGAINST
408	IphoneSE	作为一款外观和功能都没有太大改变的产品，iPhone SE被认为是苹果进一步拓展中国市场的一种途径，其目标针对价格更为敏感的消费者。 	NONE	True	NONE
410	IphoneSE	出这样的机器，会不会是当初5s的边角料的变相处理？	AGAINST	False	NONE
418	IphoneSE	不敢买，单单从中国首发这一点就看出问题来了，国外都在回收旧苹果，回收的去哪里了，可能这一批就是，买了怕被坑，还是等7，或者买6s，贵也贵不了多少，万一买个全身有毛病的，用不了几天的，给自己找麻烦的，不如不买，怕闹心	AGAINST	False	FAVOR
420	IphoneSE	我发现一个问题，你们帮我看看我逻辑是不是有点乱：我们在2013年，买到最新发布的 iPhone 5S ，开封完了激活使用，那种流畅的体验不正是和如今2016年发布的 iPhone SE 一模一样的吗。为什么5S会变卡？(即使还原重置) 为什么SE流畅？(和一三年的5S一样) 是不是厂商不更新软件手机就可以一直流畅下去？	NONE	True	NONE
422	IphoneSE	如此低投入高回报的大转盘活动怎可少了我！这不科学！拼人品的时候到了！转盘转起来，大奖快到碗里来！我参加了活动“果粉福利 抢拍iphoneSE 三色可选 货到即发”	FAVOR	False	NONE
424	IphoneSE	iPhoneSE用了一天的感受：物流牛逼到爆，10点就送到公司了。包装依然没有梯形口转接头，激活以后貌似联通信号比之前手机有点差。所以可能跟信号不稳和新机器大量装APP比的原因，导致掉电如尿崩，晚上到家只有30%了，拿到新机是90%+的。没用过5s，就是感觉好尼玛膈手…流畅程度绝逼牛逼，毕竟2G运存+A9	FAVOR	True	FAVOR
425	IphoneSE	千万不要买iphoneSE，买了两个，玫瑰金的相机不能用，土豪金的耳机不能用，难道是我人品爆差，两个都有问题，可是也说明手机本身有问题。请扩散周知，防止买到差的产品。 	AGAINST	False	FAVOR
429	IphoneSE	iPhone SE黄屏的问题，其实在之前的iPhone 5和iPhone 5S刚上市的时的情况如出一辙，并不算什么新鲜事儿～按照官方解释和以往的经验来看，这是粘合剂在干燥的过程中，会让屏幕出现发黄的现象。一般来说，这种情况在正常使用过程中慢慢消失。回头看看5、5S、5C就清楚了了。SE的按键松动倒是确实存在的	NONE	False	FAVOR
430	IphoneSE	苹果iPhone SE即将发布，业界预计其售价将是3688元，如此的话这将是必然的陪衬，因为在这个价格段有iPhone 6这款热卖的产品，相比较之下iPhone SE的卖点并不多，然而其4寸屏却未必是大家喜欢的尺寸	NONE	True	NONE
431	IphoneSE	已用两周，满意，尤其电池续航！	FAVOR	False	AGAINST
434	IphoneSE	主要看屏幕大小需求了，这是最大差别，操作和续航是se的优势，如果对手机的功能性要求不强，se倒是不错的选择。ps.用着最爽的其实是touch	FAVOR	False	AGAINST
438	IphoneSE	到底入手哪个呢，因为之前有使用iphone的经历，所以还是认为安卓手机比较好用，但是安卓没有小屏手机，对使用大屏手机还是不太适应，摩托罗拉X极的外形真心不错，但屏幕太大，影响了手感，相对说iphone se的手感肯定要好，但还是用着不太习惯，要是X极有mini版的就好了，也想使用下摩托罗拉的手机。	NONE	True	NONE
440	IphoneSE	iPhone SE的PP壳工厂已经出货了，明天买台SE测试一下先，手里没4寸机。睡觉了，又要生病了…	NONE	True	NONE
448	IphoneSE	iPhone5 SE 一出来，对国内那些总想进军「高端」（主要是价格高）的厂商简直是当头一棒。同样三千块，我买你「高端」的 vivo 还是 OPPO 还是小米 5 高配版呢？	FAVOR	False	AGAINST
449	IphoneSE	完全不担心它的质量啊。i5的时候摔的屏幕都碎完了，完全不能显示，外壳也掉了……仍然可以连接电脑备份资料。	FAVOR	True	FAVOR
450	IphoneSE	4月22日消息，苹果下调了旗下iPhone SE/6/6s在日本的售价，降价幅度达10%	NONE	True	NONE
452	IphoneSE	iPhone SE的Sim卡针和以前的造型有所不同，更像是一根曲别针。	NONE	False	FAVOR
461	IphoneSE	#iPhoneSE# 的电源键/锁屏键 好松啊。一晃直响，同事买的也这样，是都这样么…	AGAINST	True	AGAINST
463	IphoneSE	iPhone前段时间出的一部se简直让我眼前一亮啊，5S的外观造型，却是6S的配置 好好挣钱，争取早日换机	FAVOR	False	NONE
470	IphoneSE	合租室友一起三个人，不是一个系统，不入一个门 wait for iPhoneSE	FAVOR	False	AGAINST
471	IphoneSE	说不如买6的人够了，本来就是卖给喜欢小屏的人的，比6高的配置凭什么比6便宜？别拿5c说事，上市季度，定位都不一样。	FAVOR	False	NONE
493	IphoneSE	Iphone SE 的手感实在是太好了	FAVOR	True	FAVOR
496	IphoneSE	5S的外表，6S的内心，iPhoneSe却是在苹果家族转型升级中推出的非常低廉的休憩！	FAVOR	False	AGAINST
498	IphoneSE	一点都不比国产的手机贵。	FAVOR	False	NONE
505	IphoneSE	今晚iphone春季发布会，发布新机iphoneSE！大家拭目以待看看跟我手上用的是不是一摸一样 传闻电源开机键是在上面的不是侧面	NONE	True	NONE
509	IphoneSE	我嫌弃凸出的摄像头，所以比较喜欢5S和SE	FAVOR	False	AGAINST
510	IphoneSE	同一个无线，iphone5的上网速度比iphoneSE快三倍= =……SE的图片和视频还老刷不出来……SE一旦更新程序，整体网络就卡的不行，包括我的笔记本的网络……重置了网络关了定位也没有变化……唉，下下周末要拿去旗舰店看看……	AGAINST	False	NONE
516	IphoneSE	摔不坏,耐用,内存大,不死机,像素好	FAVOR	False	AGAINST
524	IphoneSE	号称史上最强劲的4寸手机，IP5的外观，IP6的内在，回归了小尺寸的设计，那么问题来了：你是从几代手机开始，对苹果手机无感的？	AGAINST	False	NONE
526	IphoneSE	作为日常必须有安卓在手的双机党，越来越想买一台iPhone SE了。4寸屏幕够看，手感巨好，轻松拿放，单手操作十分惬意，性能流畅性也秒杀安卓旗舰，拍照也是旗舰品质，续航也还不赖，ios的生态也确实舒适。小屏不爽了不还有大屏安卓替代么，再大还有笔记本跟电视呢。	FAVOR	False	AGAINST
538	IphoneSE	和iPhone 5S基本一致，4英寸小屏，不再突出的摄像头。与iPhone 6s一致的A9处理器，在性能上比iPhone 5s提高了将近两倍。配备1GB RAM+16GB ROM/64GB ROM内存组合，1200万像素主摄像头，支持4K视频录制，支持Apple Pay功能。16GB版售价3288元，64GB版售价4088元。	FAVOR	False	NONE
545	IphoneSE	我就想知道它的主要功能是什么。 有没有特殊的功能	NONE	False	FAVOR
551	IphoneSE	起码苹果的想法是很好的，就等你了	FAVOR	True	FAVOR
556	IphoneSE	众所周知，国行版苹果iPhone SE已在昨日正式上市，许多预订用户都在第一时间拿到了真机。然而欣喜之余，不少用户发现，iPhone SE存在黄屏问题	NONE	True	NONE
557	IphoneSE	有特色，界面也是很有感觉	FAVOR	True	FAVOR
561	IphoneSE	Iphone SE 今天拿到手，系统运行还不错，但手感和质感方面上不及6系，下不及4S，其他待使用后感受。	AGAINST	True	AGAINST
572	IphoneSE	作为售价相对低廉的一款 iPhone，并且具备与 iPhone 6S 几乎相同的性能，这点务必会吸引不少低消费人群和 Android 阵营的用户，进一步去压榨潜在用户可能才是苹果推出 iPhone SE 的真正目的。	AGAINST	False	NONE
574	IphoneSE	iPhone SE已有货！小6s，作为苹果史上性价比最高的手机，值得入手。	FAVOR	True	FAVOR
