WORD	FREQ	FAVOR	AGAINST	NONE	SUPPORT
欢乐,环保	6	0	5	1	0.833333
倡议,过节	5	0	4	1	0.800000
式,计划生育	5	0	5	0	1.000000
做法,政府	5	0	5	0	1.000000
员工,时间表	9	0	0	9	1.000000
一起,春联	8	8	0	0	1.000000
倡议,烟花爆竹	13	0	11	2	0.846154
爸爸,爸爸妈妈	7	6	0	1	0.857143
女性,歧视	6	1	5	0	0.833333
倡议,霾	6	0	5	1	0.833333
分析,销量	5	1	0	4	0.800000
合伙人,添	7	6	0	1	0.857143
尾气,空气	5	4	1	0	0.800000
传统节日,元宵节	5	5	0	0	1.000000
吃,穿	5	4	0	1	0.800000
人口,计划生育	14	1	12	1	0.857143
小伙,月份	6	6	0	0	1.000000
回家,春联	7	7	0	0	1.000000
任,美少女	9	0	0	9	1.000000
小伙,首映礼	5	4	0	1	0.800000
小土,添	11	9	0	2	0.818182
小土,曝	5	5	0	0	1.000000
回家,贴	8	8	0	0	1.000000
指数,爆竹	5	0	4	1	0.800000
城区,燃放烟花	5	1	4	0	0.800000
传统节日,吃	6	5	1	0	0.833333
伙伴,首映礼	5	4	0	1	0.800000
亲戚,回家	5	5	0	0	1.000000
曝,预产	5	4	0	1	0.800000
小伙伴,首映	5	4	0	1	0.800000
夜饭,年夜	13	10	1	2	0.769231
年夜,贴	5	5	0	0	1.000000
社会,餐饮业	5	0	5	0	1.000000
外卖,餐饮	28	3	24	1	0.857143
夜饭,贴	5	5	0	0	1.000000
城区,空气	5	0	5	0	1.000000
根据,须	6	0	0	6	1.000000
霾,鞭	6	0	6	0	1.000000
汽车,汽车尾气	5	5	0	0	1.000000
今年,城区	5	1	4	0	0.800000
新衣,贴	5	5	0	0	1.000000
计划生育,鼓励	8	1	7	0	0.875000
传统节日,吃饺子	6	5	0	1	0.833333
中华,中华民族	17	14	2	1	0.823529
员工,避免	8	0	0	8	1.000000
中华,隆重	5	4	0	1	0.800000
发言,恐怖	5	5	0	0	1.000000
减少,汽车	5	1	4	0	0.800000
分子,政府	9	8	1	0	0.888889
小时,记得	7	7	0	0	1.000000
烟花爆竹,过节	5	0	4	1	0.800000
女性,权利	6	0	5	1	0.833333
人口,式	7	0	6	1	0.857143
国防部,恐怖	5	5	0	0	1.000000
节日,饺子	10	9	0	1	0.900000
雾,鞭	5	0	5	0	1.000000
社会,餐饮	5	0	5	0	1.000000
环保,鞭	6	1	5	0	0.833333
爆竹,环保	38	1	29	8	0.763158
今年,号召	7	1	6	0	0.857143
传统节日,文化	5	5	0	0	1.000000
喜欢,挺	6	5	0	1	0.833333
空气,觉得	5	4	0	1	0.800000
喜欢,贴	6	5	0	1	0.833333
月份,添	7	7	0	0	1.000000
户户,贴	5	5	0	0	1.000000
团圆,节日	6	6	0	0	1.000000
收入,政府	5	0	5	0	1.000000
传统节日,饺子	9	8	0	1	0.888889
对准,送	27	3	24	0	0.888889
申请,须	6	0	0	6	1.000000
大姚,小伙伴	5	5	0	0	1.000000
倡议,爆竹	18	0	15	3	0.833333
城区,放烟	5	1	4	0	0.800000
同一,须	6	0	0	6	1.000000
小伙伴,首映礼	5	4	0	1	0.800000
贴,门神	5	4	0	1	0.800000
明显,环保	7	0	6	1	0.857143
式,计划	5	0	5	0	1.000000
民族,节日	12	9	0	3	0.750000
爆竹,空气	33	3	25	5	0.757576
穿,节日	5	4	1	0	0.800000
外卖,对准	27	3	24	0	0.888889
梦想,首映礼	5	4	0	1	0.800000
今年春节,空气	19	0	15	4	0.789474
合伙,添	7	6	0	1	0.857143
合伙,曝	5	4	0	1	0.800000
中华民族,贴	6	6	0	0	1.000000
任,超女	9	0	0	9	1.000000
今年,倡议	10	0	9	1	0.900000
中华,节日	8	7	0	1	0.875000
反,政府	5	4	1	0	0.800000
发出,烟花爆竹	5	0	5	0	1.000000
今年,贡献	6	1	5	0	0.833333
同一,避免	8	0	0	8	1.000000
打麻将,麻将	5	4	0	1	0.800000
燃,爆竹	5	1	4	0	0.800000
不放,今年过年	5	0	4	1	0.800000
政府,百姓	14	2	12	0	0.857143
爆竹,贴	6	1	5	0	0.833333
新衣,节日	5	4	1	0	0.800000
不放,绿色	5	0	5	0	1.000000
烟花爆竹,燃放烟花	19	1	16	2	0.842105
垃圾,空气	8	0	7	1	0.875000
解决,解决问题	6	0	6	0	1.000000
小伙伴,月份	6	6	0	0	1.000000
产期,曝	5	4	0	1	0.800000
外卖,社会	5	0	5	0	1.000000
团聚,饺子	7	6	1	0	0.857143
单手,操作	11	11	0	0	1.000000
亲人,恐怖	7	7	0	0	1.000000
九件,回家	7	7	0	0	1.000000
环保,空气	31	1	24	6	0.774194
每,蓝天	5	0	5	0	1.000000
一代,计划	6	1	5	0	0.833333
任,少女	9	0	0	9	1.000000
人员,政府	5	0	5	0	1.000000
城区,烟花爆竹	5	1	4	0	0.800000
汽车,骑	5	0	5	0	1.000000
拜年,贴	11	9	1	1	0.818182
今年,发出	5	0	5	0	1.000000
汽车,霾	5	4	1	0	0.800000
汽车,雾	5	4	1	0	0.800000
政府,简单	5	0	4	1	0.800000
蓝天,雾	5	0	5	0	1.000000
对准,社会	5	0	5	0	1.000000
压岁,吃	5	4	0	1	0.800000
土豆,小伙伴	14	11	0	3	0.785714
小时候,记得	7	7	0	0	1.000000
政府,生产	5	0	5	0	1.000000
产生,减少	5	0	5	0	1.000000
春晚,贴	7	7	0	0	1.000000
放烟,环保	17	0	13	4	0.764706
月份,梦想	7	6	0	1	0.857143
新春,爆竹	7	0	6	1	0.857143
伙伴,小土	13	10	0	3	0.769231
增加,环保	5	0	4	1	0.800000
时间表,根据	9	0	0	9	1.000000
中华,贴	6	6	0	0	1.000000
和平,恐怖	5	5	0	0	1.000000
味儿,贴	10	8	2	0	0.800000
倡议,放烟	9	0	8	1	0.888889
社会,谁	7	1	6	0	0.857143
到底,谁	5	0	5	0	1.000000
中华,传统节日	7	6	0	1	0.857143
申请,避免	8	0	0	8	1.000000
恐怖,恐怖主义	11	9	2	0	0.818182
伙伴,土豆	14	11	0	3	0.785714
低,爆竹	5	0	5	0	1.000000
放烟,空气	19	1	16	2	0.842105
空气,绿色	5	1	4	0	0.800000
喜欢,尺寸	7	6	0	1	0.857143
小伙伴,小土豆	13	10	0	3	0.769231
任,腿	9	0	0	9	1.000000
家家,贴	6	6	0	0	1.000000
爆竹,蓝天	7	0	7	0	1.000000
燃放烟花,空气	19	1	16	2	0.842105
市,爆竹	6	0	5	1	0.833333
总统,恐怖分子	5	4	1	0	0.800000
任,帅	9	0	0	9	1.000000
对联,贴	12	10	1	1	0.833333
出席,曝	5	4	0	1	0.800000
每,环保	5	0	5	0	1.000000
合伙人,曝	5	4	0	1	0.800000
文化,穿	5	5	0	0	1.000000
地铁,地铁站	15	12	1	2	0.800000
有趣,贴	5	4	1	0	0.800000
回家,老家	5	5	0	0	1.000000
爆竹,碳	5	0	5	0	1.000000
年货,春联	10	9	1	0	0.900000
家户,贴	5	5	0	0	1.000000
分子,境内	5	4	0	1	0.800000
腿,青春	10	1	0	9	0.900000
尾气,汽车	7	7	0	0	1.000000
吃,小时	6	5	1	0	0.833333
员工,申请	9	0	0	9	1.000000
取消,晚婚晚育	9	0	8	1	0.888889
假,取消	10	0	9	1	0.900000
人口,断崖	7	0	6	1	0.857143
承诺,霾	5	0	5	0	1.000000
刀切,百姓	5	0	5	0	1.000000
帅,青春	10	1	0	9	0.900000
吃,饺子	9	8	0	1	0.888889
新春,新春佳节	5	0	4	1	0.800000
年夜,春晚	5	4	0	1	0.800000
减少,绿色	5	1	4	0	0.800000
喜欢,觉得	8	8	0	0	1.000000
汽车,老百姓	9	1	8	0	0.888889
分子,巴尔米	5	4	0	1	0.800000
中华民族,民族	17	14	2	1	0.823529
味儿,感受	5	5	0	0	1.000000
不放,燃放烟花	5	0	4	1	0.800000
无敌,青春	9	0	0	9	1.000000
放烟,火灾	5	0	4	1	0.800000
上路,汽车	6	0	5	1	0.833333
小妹,青春	5	0	0	5	1.000000
今年,回家	5	1	4	0	0.800000
蓝天,霾	7	0	7	0	1.000000
家家,节日	5	4	0	1	0.800000
消防,爆竹	5	0	5	0	1.000000
倡议,空气	13	2	10	1	0.769231
任,青春	9	0	0	9	1.000000
土豆,曝	5	5	0	0	1.000000
土豆,添	11	9	0	2	0.818182
今年,环保	57	1	47	9	0.824561
每,霾	5	0	5	0	1.000000
意识,环保	8	0	7	1	0.875000
曝,月份	5	4	0	1	0.800000
哈哈,哈哈哈	15	13	2	0	0.866667
人口,鼓励	6	0	6	0	1.000000
断崖,计划生育	5	0	5	0	1.000000
燃放烟花,环保	16	0	13	3	0.812500
地铁,客	5	5	0	0	1.000000
政府,根本	6	0	6	0	1.000000
公,知	5	5	0	0	1.000000
市,环保局	6	0	6	0	1.000000
送,骑	6	1	5	0	0.833333
圣诞,圣诞节	5	4	1	0	0.800000
春晚,春联	6	6	0	0	1.000000
人口,增加	5	1	4	0	0.800000
亲人,恐怖分子	5	5	0	0	1.000000
一刀切,百姓	5	0	5	0	1.000000
员工,根据	9	0	0	9	1.000000
百姓,社会	10	0	10	0	1.000000
汽车,车尾	5	5	0	0	1.000000
尾气,排放	7	6	1	0	0.857143
压岁钱,吃	5	4	0	1	0.800000
合伙,梦想	14	11	0	3	0.785714
对联,节日	5	4	0	1	0.800000
和谐,社会	5	0	5	0	1.000000
尽量,放烟	6	0	6	0	1.000000
恐怖,打击	17	14	2	1	0.823529
环保,祥和	6	0	6	0	1.000000
噪音,空气	6	0	5	1	0.833333
承诺,雾	5	0	5	0	1.000000
人口,减少	8	0	7	1	0.875000
曝,梦想	5	4	0	1	0.800000
底层,汽车	6	0	6	0	1.000000
热热,贴	5	4	1	0	0.800000
地铁,实施	5	5	0	0	1.000000
计划,鼓励	8	1	7	0	0.875000
百姓,经济	5	1	4	0	0.800000
燃放鞭炮,爆竹	5	0	4	1	0.800000
爆竹,绿色	12	0	11	1	0.916667
吃饺子,节日	6	5	0	1	0.833333
月份,预产	5	4	0	1	0.800000
政府,难道	6	0	6	0	1.000000
中华,民族	17	14	2	1	0.823529
年夜,年夜饭	13	10	1	2	0.769231
元宵节,文化	5	5	0	0	1.000000
社会,老百姓	7	0	7	0	1.000000
传统节日,拜年	5	4	0	1	0.800000
小土豆,梦想	12	10	0	2	0.833333
回家,团聚	5	5	0	0	1.000000
欢乐,爆竹	6	0	5	1	0.833333
烟花爆竹,空气	22	1	18	3	0.818182
出席,梦想	5	4	0	1	0.800000
政,政府	9	0	9	0	1.000000
减少,断崖	13	0	12	1	0.923077
一起,环保	5	1	4	0	0.800000
反,恐怖	5	4	0	1	0.800000
曝,预产期	5	4	0	1	0.800000
压岁,拜年	6	5	0	1	0.833333
吃,团圆	7	7	0	0	1.000000
烟花爆竹,环保	25	1	20	4	0.800000
抓,车	11	1	9	1	0.818182
味儿,年货	5	4	1	0	0.800000
做起,霾	5	0	5	0	1.000000
公民,政府	5	0	5	0	1.000000
发出,爆竹	9	1	8	0	0.888889
送,餐饮业	27	3	24	0	0.888889
社会,骑	5	0	4	1	0.800000
添,首映礼	5	4	0	1	0.800000
