ID	TARGET	TEXT	STANCE
19	深圳禁摩限电	买四轮被限，买两轮被禁，呵呵，普通人只能自行了断了 	AGAINST
20	深圳禁摩限电	然并卵青岛禁摩多少年了，路上依然挺多	NONE
21	深圳禁摩限电	深圳的执行力真不错。沈阳禁摩限电好几年了，现在马路上超标超速无牌照的电动车还是噌噌的，所谓的规定就是一阵风，骗了几个钱后就成了一纸空文。	FAVOR
22	深圳禁摩限电	深圳搞的也太过了吧！！！	AGAINST
23	深圳禁摩限电	 珠海要是有这么高强度，市区就不会有那么多摩托车横冲直撞了	FAVOR
24	深圳禁摩限电	看到知乎有人讨论深圳禁摩限电，想起大学的时候在课堂上讨论过这个问题。当时老师让人站队，然后问反方的朋友，为什么要反对禁摩？我当时是懵逼的。把我东西抢走了还问为啥要不能抢呢，在你国生存还得琢磨这些问题真的很累啊。	AGAINST
25	深圳禁摩限电	深圳禁摩限电是权贵看上快递最后一公里派件市场中的油水，利用手中的权利封杀电动车，效仿出租车经营模式，推出城市专用货的，翻倍高价卖车，并向每辆货的收经营费和份子钱，原因就在于此。深圳交警称电动车违章多禁止电动车那是找借口，过于牵强。9成以上的道路交通事故与汽车有关，汽车为何不禁行？ 	AGAINST
26	深圳禁摩限电	积极响应大家提议“第二多”的话题今晚谈深圳严厉“禁摩限电”～	NONE
27	深圳禁摩限电	禁摩限电，呵呵，这是要断了底层人民的腿啊！送快递，送外卖，没钱买车的买摩托车送孩子上学也不行了…呵呵，政府真牛！政府官员不为人民服务，要他们有什么意义？！	AGAINST
28	深圳禁摩限电	那些调侃贫富分化阶级斗争的人，请先来深圳看看这里电单车的肆意乱行蛮不讲理。无论何种方式出行，原则应是安全，若违背该原则，有关单位当然应采取行动。你可以说政府的手段一刀切待商榷，但决不能说电单车是弱势群体便值得同情，难道一个人身处社会底层，有就权利枉顾社会群体的安全了吗？什么逻辑！	FAVOR
29	深圳禁摩限电	为什么不把汽车也给禁了只准步行？！	AGAINST
30	深圳禁摩限电	电动自行车的最大问题是，刹车刹不住。因为车子小，速度快，如果刹车刹得猛，骑车人会飞出去。从这个意义上说，电动自行车是有原罪的。 	FAVOR
31	深圳禁摩限电	禁摩禁电有可能是为了垄断快递车 	AGAINST
32	深圳禁摩限电	只从这次对深圳的好感全无，当官的没点头脑	AGAINST
33	深圳禁摩限电	呵呵，典型的你弱你有理，城市本来就是要禁摩，逆道行驶，违规载客，什么玩意 	FAVOR
34	深圳禁摩限电	深圳市委书记有一天心情不佳，恰巧看到车窗外几辆电动车飞驰而过，觉得在我统辖的高大上的深圳市怎么还有贱民骑电动车，这不是给我脸上抹黑吗？一拍大腿决定全部都给我取缔了。 	AGAINST
35	深圳禁摩限电	许多人不了解深圳，表象上是个最开放的城市最年轻最具活力城市，但实际上骨子里却又是一个极度保守思想迟钝的城市，从这里禁这禁那就可以看到，还有以前有 许多在案逃犯，纵横全国偏在深圳落了网，不要以为深圳和国外差不多是天堂其实是铁幕，保安和协警一样能当警察用。深圳是特区就任性管你洪水滔天！	AGAINST
36	深圳禁摩限电	禁摩限电 不是很好嘛，干吗反对。 	FAVOR
37	深圳禁摩限电	深圳禁摩限电，究竟想干什么？封杀的不是电，摩而是民心！禁摩限电没有说出的半句话：把穷人从城市里清理出去	AGAINST
38	深圳禁摩限电	作为最应该被提倡的新能源，深圳竟然公然禁止，禁摩可以，限电是因为脑子坏了吗？这种规定不应该被反对？？中国普通人的思想果真传统...........自由远离了你们的思想，你还谈什么自由。	AGAINST
39	深圳禁摩限电	近日，深圳“禁摩限电”整治行动引发热议。有人对此义愤填膺，有人却拍手称快。争论归根结底，是如何兼顾城市交通安全与市民需求、快递员生计的问题。治理摩托车和电动车是“民生”，一禁了之同样损害 “民生”。治理并非简单的“是非题”，考虑“怎么管”更合理，才能保障百姓利益。	NONE
40	深圳禁摩限电	深圳的禁摩限电，与北京限人事实上是一致的，都是权力治理的城市。在披着皇帝新装下的权力恣意打压底层民众，一只手持着法，一只手亵渎法，一群不计结果的无能、流氓与混蛋的治理者。	AGAINST
41	深圳禁摩限电	计谋性执法只抓快递，是为了摆脱公众对他们的执法力度的怀疑！载客电动车不抓是利益链条，抓个载客电动车500元可以提车继续营业！//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 	AGAINST
42	深圳禁摩限电	"深圳禁摩限电对准餐饮业:只可自行车送外卖
相信这些规则制定者没吃过外卖，骑自行车送外卖不要说送到还能不能是热的，就只是来回晃好好的饭都会变成折箩。人类的进步就因为当权者不想管理，硬逼着人类要退回原始社会，靠人力运输而不是机器。朱门酒肉臭，路有冻死骨。"	AGAINST
43	深圳禁摩限电	又见中国特色！可笑的是帝都部分街道也限制电瓶车了！为了少部分不守交通规章人的性命而剥夺大部分人的日常生活必须品！这是道理么？//【深圳禁摩限电对准餐饮业:只可自行车送外卖】	AGAINST
44	深圳禁摩限电	交管局领导是不是要当部长哪？拿着纳税人的钱和弱势群体过不去，//【深圳禁摩限电对准餐饮业:只可自行车送外卖】	UNKNOWN
45	深圳禁摩限电	我啥都不懂。但是我知道，食力着受制于人。//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 	UNKNOWN
46	深圳禁摩限电	深圳的百姓们很老实啊，欺负到原始社会了//【深圳禁摩限电对准餐饮业:只可自行车送外卖】	UNKNOWN
47	深圳禁摩限电	开电车不是中国人，拉客也要付出才有钱收，如果拉客中出现个别被抢被欺骗的事发生那时你们民警的事，试问没有这种车你就天下太平？？罚了中国人民的钱...//【深圳禁摩限电对准餐饮业:只可自行车送外卖】	UNKNOWN
48	深圳禁摩限电	很多城市的道路都不设非机动车道了，自行车也禁了吧！//【深圳禁摩限电对准餐饮业:只可自行车送外卖】	UNKNOWN
49	深圳禁摩限电	现在的领导能设身处地的为平民著想的有几人？作为政府官员能力其次，重要的是德。//【深圳禁摩限电对准餐饮业:只可自行车送外卖】	UNKNOWN
50	深圳禁摩限电	禁止摩托车是最傻的政策，同样道路面积，一辆轿车差不多相当于四辆摩托车，摩托车出车祸的危害也没有汽车严重，搞不懂为啥要禁摩托。	AGAINST
51	深圳禁摩限电	西游记里有个国王梦到和尚睡了他的女人，后来把所有和尚杀光了。	AGAINST
52	深圳禁摩限电	为什么要禁用，为什么禁摩托车，电动车，为什么在别国，在台湾都不禁，这么好的交通工具，政府要禁就是对的吗？政府管理交通不得力，不仔细研究发发挥其长处，懒于勤政，不顾百姓需要，用禁的办法，是无能的表现。 	AGAINST
53	深圳禁摩限电	不让上路，为啥要生产电动自行车！！！ 	AGAINST
54	深圳禁摩限电	不治黑车你们说监管不力，治黑车你们又烂政。你们现在为其喊冤，等上路了到处都是横穿闯灯的摩的电递你们又骂开了 	FAVOR
55	深圳禁摩限电	快递公司应该属于企业用车！应该跟监管局协商！快递专用电动车 单位需统一办理营业许可证书！这样我觉得不应该一刀切！ 	NONE
56	深圳禁摩限电	看清楚，人家写的范围是“非法营运的二轮电动车”！深圳的快递公司用的电单车是可以登记的好吗！媒体发微博的时候能不能不这样选择性报道啊！ 	FAVOR
57	深圳禁摩限电	你们这样报道不冤枉人吗？深圳虽然禁摩限电，但对快递业明明有特殊政策，快递业是可以使用备案过的二轮电动车，走禁行路段。这些人明明可以走正规途径上牌上路，非要图方便无证违章上路，上路还横冲直撞不遵守交规，不抓他们难道还要给他们发奖励吗？	FAVOR
58	深圳禁摩限电	深圳这个地方，表面光鲜，赶欧追美，底子里还是延安西柏坡思维。	UNKNOWN
59	深圳禁摩限电	用纳税人的钱激励不便于纳税人的事，这逻辑有点乱，我要好好捋一捋	UNKNOWN
60	深圳禁摩限电	支持禁摩限电！快递业使用电动车也应依法依规，有序管理，没有例外。	FAVOR
61	深圳禁摩限电	电商和快递代表的新经济打破了传统以地产开发租赁的旧商业模式，也打破了之前的利益权利分配，中央政府借助新经济发展的契机，通过营改增等手段收回地方政府的财权和事权，地方政府也以禁摩等方式进行反抗，本质上是利益和权利之争。中央以地方的博弈，苦逼了快递哥！ 	NONE
62	深圳禁摩限电	电动车无需消耗石油，又不污染环境，为什么一定要消灭电动车，为汽车让道？ 	AGAINST
63	深圳禁摩限电	支持清查清缴非法车辆 	FAVOR
64	深圳禁摩限电	就算是救护车，不合上路标准照样得扣。 	FAVOR
65	深圳禁摩限电	由于深圳龙岗区禁摩、禁电动车，便出现了大量的自行车载客现象，价钱5～10元不等，2014年的一线城市竟然有大量人力车，当时我就震惊了！这座经济特区城市一方面要保持它国际化大都市的形象，一方面又不得不依赖大量的廉价劳动力去推动经济发展。政府一刀切的懒政背后是否有考虑过“哀民生之多艰！	AGAINST
66	深圳禁摩限电	在中国经济发展最快也是最自由的地区，公共管理的落后理念让人吃惊。虽然电动车确实安全隐患较大，但是并不是一禁这么简单。	AGAINST
67	深圳禁摩限电	支持。这种车在路上尤其小区里横冲直撞，到处乱停。和机动车刮擦还不用担责任。	FAVOR
68	深圳禁摩限电	理解支持深圳交警查处电动三轮车行动。但希望对快递小哥网开一面，他们真的很辛苦。建议尽快出台快递员用车规范 	FAVOR
69	深圳禁摩限电	无论是交管部门或其它任何政府都门做个啥规定，应以不引起大的社会矛盾和引发更多社会问题为是。 	AGAINST
70	深圳禁摩限电	如不考虑措施是否得当，我挺佩服深圳市政府做事的胆量和执行力，当年汽车限购亦如此。快递业如果有同样胆识，撤出去。 	UNKNOWN
71	深圳禁摩限电	一句话、那些说禁的政要你们也别想收发快递了	UNKNOWN
72	深圳禁摩限电	建议对机关事业单位暂停收派件服务。	AGAINST
73	深圳禁摩限电	应该淘汰用不起汽车送货的快递公司。。。当然，我是支持电动单车可以在非机动车道行驶的。 	UNKNOWN
74	深圳禁摩限电	除公共交通工具外所有机动车全部禁止，短距离都骑自行车电动车摩托车，速度限制在３０ｋｍ。长距离的坐公共交通工具，你再看看路上堵不堵，一群拍屁股做决定的。。。	UNKNOWN
75	深圳禁摩限电	可以骑但是要考正规驾照呀，不能啥车都上高架了。出事儿又要骂交警 	UNKNOWN
76	深圳禁摩限电	电动车还方便环保呢，这样搞快递怎么办？还有送餐等。有人说可以用汽车，那就等着配送价格翻倍速度减半吧 	UNKNOWN
77	深圳禁摩限电	看到这样的新闻实在是诧异，一个办事处难道一个学法的人都没有了吗?还有，“五禁”的非机动车管理条例到底是怎么出台的？深圳市的管理者们是当人民是傻子? 	UNKNOWN
78	深圳禁摩限电	这样的治理思路，真是让人心寒。	UNKNOWN
79	深圳禁摩限电	别就深圳禁啊。全国都禁啊。这才是你们风范吗。你踏马敢吗？	UNKNOWN
80	深圳禁摩限电	批评深圳ZF懒政是很容易一事儿，但如果你在上下班高峰时开车的话，那你一定能看到那些不要命的摩的左右穿梭，大大方方开在小车前方。。。这时候任何人都会为这些送快递的，送餐而赶时间的摩的捏一把汗。听说摔倒、被撞伤的很多，从某种程度来说。管理也是为了大家的安全。 	UNKNOWN
81	深圳禁摩限电	你们信不信 ? 这是快递公司串通政府的双簧戏， 为的就是让某些员工下岗 	UNKNOWN
82	深圳禁摩限电	截止到目前，我还不相信深圳会这么笨，干出这种连普通老百姓都觉得很蠢的事！所以我不相信这些媒体、网红、大V报出来的所谓的事实或民怨，我在等一个官方的解释。然后再发表意见！！ 	UNKNOWN
83	深圳禁摩限电	我们不要求政府给予什么  只求政府别再剥削我们平民了  再剥削就活不起了 	UNKNOWN
84	深圳禁摩限电	深圳的，禁止摩的通行已把人搞得人心惶惶 	UNKNOWN
85	深圳禁摩限电	南山各地铁站的电单车简直到了猖獗的地步，20年前的深圳也没有这样。为什么还有这么多喷的人，脑子被驴踢了吗？	UNKNOWN
86	深圳禁摩限电	管理手段如此粗放，一群博士学历的领导们就这点儿水平？ 	UNKNOWN
87	深圳禁摩限电	需要增加成本，送快递有驾照，公司补贴买车子 	UNKNOWN
88	深圳禁摩限电	雷声大雨点小！！摩托车电瓶车怎么不抓？？想抓钱吧！！ 	UNKNOWN
89	深圳禁摩限电	动不动就禁止这禁止那，这特么什么事还要那么多人管理干嘛？吃人饭不干人事	UNKNOWN
90	深圳禁摩限电	懒政，恶行，考虑过过渡和方便群众吗？ 	UNKNOWN
91	深圳禁摩限电	妈的，谁不知道中国快递行业在世界是一流的，你们这么一搞，岂不是釜底抽薪。	UNKNOWN
92	深圳禁摩限电	深圳禁摩限电，央视记者通过暗访发现有人在各大网站公然兜售被扣的电动车。这算不算铁证呢？抢劫来的电动车重复销售无本万利，天下还真有这么好的买卖.从头到尾这么捋一遍，这就完全符合流氓强盗的逻辑了.	UNKNOWN
93	深圳禁摩限电	深圳禁摩限电给普通民众上了一堂生动而残酷的民主课。我不关心政治，也不是访民，只想安心工作，买了房过上自 己的小日子，但残酷的现实无情地击碎了民众的“中国梦”，你不关心政治，政治却很关心你。今天你不维护别人的权力，明天你的权力就会遭到践踏。民主不能当 饭吃，但民主能保护你的饭碗。	UNKNOWN
94	深圳禁摩限电	只能说明深圳的猪头官真多，应该把这些猪头官放到南海去管管美国的航母和驱逐舰。//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 	UNKNOWN
95	深圳禁摩限电	禁摩限电怎么就没见有点效果呢？深圳交警在哪在哪在哪我怎么看不到有交警难道这不是聚众非法营运吗？相关职能部门怎么能闻而不见，见而不管呢？	UNKNOWN
96	深圳禁摩限电	说到底就是为了让企业买车，政府赚钱。这还只是表面，车多了，路况更堵，政府开始拿出所谓研究已久的汽车尾气税。。。	UNKNOWN
97	深圳禁摩限电	终于明白深圳禁摩限电是为什么了，原来是为了逼着人家买所谓的小货车，利益勾结的吧，不知道又肥了多少人 	UNKNOWN
98	深圳禁摩限电	电动货车上路就不占用道路资源了？政府缺乏对于三轮车的明确标准规定和交通规则上的规定，要让老百姓承担后果？这未免也太霸道了。。还是为人民服务的吗？	UNKNOWN
99	深圳禁摩限电	关于快递送货，你们不能研究好了再来禁吗？地铁口多的是非法载客横穿马路处处逆行的电动车，却没人管，深圳市政府真的是吃屎的。 	UNKNOWN
100	深圳禁摩限电	还有很多人不知道是，深圳大马路上跑的很多没上牌电动警车，都是BYD送的！都是BYD送的！都是BYD送的！ 	UNKNOWN
101	深圳禁摩限电	#深圳禁摩限电# 媒体似乎有些挑拨快递和交警的关系！ 	NONE
102	深圳禁摩限电	这都是政府管理缺失、标准制定滞后造成的，但损失却落到了广大低收入群众手中。深圳出了这样的政令，这又是政府管理的失误。//【深圳禁摩限电何以变成“疯狂抓车抓人”】	UNKNOWN
103	深圳禁摩限电	【深圳禁摩限电对准餐饮业:只可自行车送外卖】 呵呵，骑自行车我们行人也反对，因为他们的自行车道与人行道是共用的，而他们的骑行速度与电动车一样。反对！ 	UNKNOWN
104	深圳禁摩限电	昨晚央视访谈深圳交警局长关于深圳禁摩限电，他说因为骑摩托和电动车的驾驶人发生很多事故，所以这两种车不安全，应该禁止。这实在是偷换概念，是这些人不遵守交通法规而引起的交通事故，正是他们的管理失职，却要对车辆禁行，伤害了合法驾驶人的权利。	UNKNOWN
105	深圳禁摩限电	深圳禁摩限电如火如荼，力量强大。凡是对无证驾驶摩托车的，对利用电动自行车、电动三轮车兜客揽客实施非法营运的，对违规使用电动（机动）三轮车的，.对“涉摩涉电”暴力抗法行为等，触犯有关法律法规的，一律依法行政拘留或刑事拘留。“一律”似乎过头了，过关的东西即使表面好，但一定有重大缺陷！ 	UNKNOWN
106	深圳禁摩限电	看深圳禁摩限电行为政府一味指责电动车隐患多事故频发，一纸禁令。为什么电动车发展如此迅速？一是公共交通落后，政府又禁摩，被逼无奈中低收入者。二是乱象不怪电动车和车主本身，而是地方政府惰政，处理不好国标与市场关系。三是消灭交通工具得管理方式竟然是违法的，道交法。	UNKNOWN
107	深圳禁摩限电	深圳禁摩限电，表面是因交通安全，实质上是”深圳瘦身”下的”驱人运动”。人太多了，就驱走一些。然而一个城市有无活力，有无竞争力，体现出来的就是对外地人的吸引。深圳本就是一个移民型城市，驱人或许不是那么地道。 	AGAINST
108	深圳禁摩限电	深圳“禁摩限电”运动中，有政府机构对查处非法营运车辆加以奖励。深圳龙华新区下令奖励查处非法营运车辆，深圳交警局表示确有此事，但奖金并非由交警部门发放，资金来源尚不清楚	UNKNOWN
109	深圳禁摩限电	听说深圳禁摩限电，又有什么辞职潮什么的，唉出门在外那么久，好不容易东凑西借买部属于自己的交通工具、、、想想都心酸，算了，捡包袱回家吧、、、、、、但愿路上不塞车。	UNKNOWN
110	深圳禁摩限电	近期深圳禁摩限电引起热议，让我想起前阵子在宁波中心城区一块道路上方电子屏上的提示语“电动车带人一律罚款20元”。许多骑电动车带人的，都是送小孩上学，他们是否买得起汽车暂且不说，即使有汽车，在学校门口停车不阻碍交通？不让电动车带人，难道走路或坐公交车送孩子？时间来得及吗？公交车直达吗 	UNKNOWN
111	深圳禁摩限电	澳门的大街上随便小型摩托车停车场都在300辆左右。我很想骑电动车上班但怕没收，只好开车上班，既浪费资源又污染环境，还增加了城市拥堵。我们街上看不到专业的摩托停车场。这到底为什么？	UNKNOWN
112	深圳禁摩限电	南山大队禁摩限电整治持续中，严查摩托车，电动车交通各种交通违法，无证驾驶要拘留。 	FAVOR
113	深圳禁摩限电	天天时时听你们广播，每次听到深圳禁摩限电的广播就反感，你们在说假话，深圳龙岗爱联地铁站D出口2年来平时是4辆电单车在招手招呼揽客，2016年4月1日下午看到7辆电单车前4后3，深圳交警说立即派人，但4月5日下午又看到4辆电单车堵在D出口。眼见为实啊！ 	AGAINST
114	深圳禁摩限电	深圳禁摩限电表示支持，作为骑自行车的老年人，时刻在担心不知啥时间就被后面或侧面横冲直撞的电动车要了老命。电动车悄无声息，车速极快，危险性极强。深圳的交通事故死亡率，仅电动车司机就占到26%，真不得了！禁摩限电得少死多少人那！期盼着太原市早日实行	FAVOR
115	深圳禁摩限电	一方官员，不去考虑老百姓的利益，只管政绩，面子工程，一点点压迫老百姓的权利，你为什么不去禁了机动车，这还环保！不能野蛮一刀切，这样下子老百姓会心寒的！	AGAINST
116	深圳禁摩限电	深圳禁摩限电，还不是某些领导的面子工程，他们代表的是一部份人的利益，只要给钱，扶持他们的反对派领导上位就可以了，政治是为经济服务的嘛。 	AGAINST
117	深圳禁摩限电	就因为深圳禁摩限电这事儿，我快递到现在都没发，收件小哥心里苦。哦，这是逼快递电动车强制升级新能源车是吧，成本高了吧，这钱谁出啊？ 消费者？	UNKNOWN
118	深圳禁摩限电	深圳禁摩限电，引起国人热议，我认为这种做法是深圳市政府工作思路简单化表现，应该规范运行，并不能简单一禁了之，电动车超标应该查生产厂家才对，没有合格证能出厂吗？至于车祸多，难道汽车也有车祸，就不允许汽车跑了？	AGAINST
119	深圳禁摩限电	生活在这个国家，总是能被一些奇怪的政策恶心到，例如深圳禁摩限电，本是国家允许，支持生产的电摩，居然成了非法，而且一个政策的出台，似乎根本没有民众的决策和参与，就是上头随随便便给了个政策，下边就要执行，完全感受不到法治的气氛。	UNKNOWN
120	深圳禁摩限电	如果一项法规突然让如此之多的人损失财产并处于违法境地，那么该反思的应该是谁呢？ 	AGAINST
121	深圳禁摩限电	深圳曾经是改革开放的窗口，今天在新经济形势下又来到一个新窗口，我们希望深圳能够再次贡献改革的智慧，为电动自行车的未来探出一条明路。	FAVOR
122	深圳禁摩限电	如果ZF能够提出并兴建完善的大众交通系统让大家都乐意搭公车还是地铁上班，那禁摩也许还有几分道理，但是在还没有做到这一步时禁摩，无疑是侵犯了人民的交通权，试想还不能买车，但是又要到远方工作的民众或刚毕业的大学生们，要怎么办呢？	UNKNOWN
123	深圳禁摩限电	深圳禁摩限电就是瞎搞，经济会倒退的！	UNKNOWN
124	深圳禁摩限电	禁可以，但不要每次都特么不去做解决问题的方法，什么都是一刀切，这就是懒政。 	AGAINST
125	深圳禁摩限电	我就说一句话：不是每个人都能买得起汽车的！国家不能剥夺穷人的生活权利！！！ 	UNKNOWN
126	深圳禁摩限电	我以前就在深圳，我想禁也是有原因的，因为在深圳有很多用电动自行车载客的，载客无所谓，为了生活，不偷不抢，但是很多人都横闯马路，红灯的时候也是照闯不误，真的很讨厌那种人啊！拿他们没办法。不过也不是所有人都那样，规章制度应该合理点	NONE
127	深圳禁摩限电	深圳禁摩限电，也是无奈之举了。这几年交警对电单车基本是睁一只眼闭一只眼，导致电单车恶性发展，对城市交通造成了严重影响。在一些主干道上，电单车成群结队，任意穿行，机动车成了弱势群体。本人就亲历被快递电单车猛烈撞击的车祸，所幸快递员无事。本人也在交警的示意下，主动承担全责。 	UNKNOWN
128	深圳禁摩限电	建开放小区，拆围墙；深圳禁摩限电……这些如果从地产利益维护者和新兴势力之间的较量更好理解，前者为保守与传统，后者为新近崛起，究竟如何平衡继续观察。	UNKNOWN
129	深圳禁摩限电	最近很多大V发微博BB深圳禁摩限电的事，我都想骂人了，净是瞎BB，批评懒政暴政，甚至唱衰深圳的都来了，可是每次一拉出评论我就释然了。为什么深圳有希望，因为我们懂得辨别，会独立思考，这就是深圳，大路朝天，我走中间	UNKNOWN
130	深圳禁摩限电	谢谢一切支持深圳禁摩限电的理性朋友	FAVOR
131	深圳禁摩限电	我是支持深圳禁摩限电的，载客的摩的横冲直闯，亲眼见过几次事故，最开始我看抓的都是载客的，可能后来政府有奖励，交警开始抓快递了，不知道其中快递比例有多少，刚刚出门看到快递仍然在电动车送件，政府不应该一刀切，载客的这部分才应该是重点整治的对象	FAVOR
132	深圳禁摩限电	深圳禁摩限电的背后是政府怠政！电动车环保便捷，应鼓励使用！以后电动汽车要不要禁了？深圳的电动公交是不是也禁了？政府只图省事，一禁了之，忽视问题根本，徒留争议！根本不在于是不是电动车，而是很多人因违法成本低，缺少管束惩罚，故意违反规则！这次执法凸显政府思维简单，执行粗暴	AGAINST
133	深圳禁摩限电	深圳禁摩限电的整治行动，治标不治本的权宜之计，正是多年来政治上的雏形，每一次整治斗争，司法裹足不前，更是凸显社会矛盾。 	AGAINST
134	深圳禁摩限电	当初那群批判“占中”和“太阳花”花没脑的人，嘲笑他们被煽动！这次深圳禁摩限电正好体现出，并不是“一国两智”而是“一国一智”，不顾事实，断章取义。果然两岸三地一家亲啊！	UNKNOWN
135	深圳禁摩限电	好事？规范电瓶车的违章行驶是最合理，要不出事儿太大了，人命关天	UNKNOWN
136	深圳禁摩限电	这不就是典型的只许州官放火，不需百姓电灯吗？有权就能黑说成白，无权你就默默挨鞭！那为啥不限槽罐车呢？为啥不限工程项目？	AGAINST
137	深圳禁摩限电	支持禁摩这一行动，摩托车非法营运每年都能酿成几起悲剧，闯红绿灯，不礼让行人，与机动车抢道，比比皆是！交警执法需要温和一点，切勿暴力执法！ 	FAVOR
138	深圳禁摩限电	先不说其实体上合法性，就它的程序来说，这个政策出来时有充分地调研 征集民意 开公证会了吗？当局者也没想过会扼杀一个行业，引发众怒	UNKNOWN
139	深圳禁摩限电	深圳禁摩限电就和这个计划生育一样哭笑不得。如今限制，以后会不会像计划生育一样又放开呢。咄咄怪事！	UNKNOWN
140	深圳禁摩限电	试问由国家批准的企业生产的电动车，我们合法买下来，却被警察叔叔告知不能上路，一看到我们，且要强制把车拖走，是否剥夺我们人身财产？没有买卖就没有伤害。那何必批准他们生产电动车行业？何必带来给我们那么明显的伤害。	UNKNOWN
141	深圳禁摩限电	深圳交警没有进行充分的事前沟通和宣传引导，十几天的过渡期太短，造成了现在的被动局面。规范电动车本身我不觉得有问题。公安局的领导不能用处理刑事案件的方式对待民生问题，雷霆万钧的手段对待市民只能激化矛盾，加深误解，建议高层领导尽快转变思路。 	UNKNOWN
142	深圳禁摩限电	每次看到电动车乱闯红灯，乱变道，逆行都捏把汗，早就该整治了！！107国道估计每天都要撞飞几个违规的电动车！！至于快递行业等特殊行业，也是要多给配额，不过也要多监管！	UNKNOWN
143	深圳禁摩限电	支持深圳交警。电单车继续治理。	UNKNOWN
144	深圳禁摩限电	要想深圳变成印度，就放任电动车；要想深圳变成纽约，坚决禁止这些不守法车辆 	UNKNOWN
145	深圳禁摩限电	严重支持你们依法依规查处非法营运以及到处乱窜的电动车行动。网上喷子太多，怎么做怎么说都会有人不满意。	UNKNOWN
146	深圳禁摩限电	完全支持禁摩限电，任何企业都不能为了自身的发展和生存而扰乱社会的秩序和牺牲社会的公共利益。任何一个人也都不能为了方便自己，而破坏公共秩序。这个应该是每一个在这个社会生活的人的共同意识。 	FAVOR
147	深圳禁摩限电	支持，被电动车在人行道上撞过 	FAVOR
148	深圳禁摩限电	深圳为什么禁摩限电，原因很简单：一者，拉动内需，为区域GDP增加开路；二者，为富人开路，因为这个世界只负责富人舒服，哪管穷人死活。	AGAINST
149	深圳禁摩限电	你们的评论“然并卵”，“禁摩限电”相关法律法规已经实行，执法者不会因为部分行业的需要就减弱执法力度，更不会因为少数网民的误解和异议就放弃。无规矩不成方圆，在各个方面，面对违法违规现象，由不得城市管理者“手软”，需要拿出严格执行“禁摩限电”的决心与气魄。	FAVOR
