ID	TARGET	TEXT
33	朝鲜核试验	今晨起来，尿尿穿衣漱口吃粉条，抹干嘴唇后我郑重声明：本人坚决反对朝鲜核试验，这一点我务必与党中央保持高度一致。此观点在此申明后，今天的述职会上就不再赘述了。钦此。
34	朝鲜核试验	朝鲜如果进行了核试，对中国也是非常不利的。因为距中国太近，也担心核泄漏污染。而且，由于核试问题，引起美国进行定点清除核设施的可能性增加，一旦发生这样的情况，中国还能袖手旁观？很难说是否将中国拖入其中，也是一个危险。
35	朝鲜核试验	美国动手收拾三胖，韩国跳脚又骄傲，中国想美国你动吧，我们不插手了！
36	朝鲜核试验	操 朝鲜真是个狗无赖 把核试验产地安排在中国边界附近 满满的心机
37	朝鲜核试验	还有人认为三胖是为了威胁美国…
38	朝鲜核试验	中国的情报部门在干什么，净干些监控国内民众的事情去了吗？朝鲜核爆这么大的事情，是地震台网先知道的，然后由外交部来对外声明我们不知情！
39	朝鲜核试验	现在不能这么说了，朝鲜有核武，就不再是我们的盟友了，很明了的事情。
40	朝鲜核试验	他不弃核我们可以帮他弃核，近在咫尺彻底解决并不困难
41	朝鲜核试验	三胖被爆菊了 动静挺大！！！
42	朝鲜核试验	但是朴姐姐已经和安倍和好了，我们该咋办[生病]
43	朝鲜核试验	该次核实验相当于5.1级地震，核源深度10公里。[喵喵]
44	朝鲜核试验	在中朝边境核爆，三胖在作死[怒][怒]
45	朝鲜核试验	艹，云顶天宫怎么办？
46	朝鲜核试验	三胖你这次过分了哦！
47	朝鲜核试验	朝鲜研发核武是朝鲜内政，任何国家无权干涉
48	朝鲜核试验	好吧，2016年的饲料取消了
49	朝鲜核试验	媒体人评论朝鲜这次核试验对我国的危害：第一点，核爆后产生的核污染影响我国东北特别吉林省延边地区；第二点，几次核爆震动地壳，容易震醒长白山火山，一旦喷发，破坏力巨大！第三点，产生的后患灾难对东北逐步显现。阿弥陀佛，金三胖子作死呀！
50	朝鲜核试验	领导们都在北京，反正不影响北京就行，老百姓算个屁啊
51	朝鲜核试验	人类离自我毁灭更近了一步
52	朝鲜核试验	这难道该不该管管吗？！[打脸]
53	朝鲜核试验	2015年1月6日，朝鲜民主主义人民共和国无视国际社会普遍反对，再次进行核试验，中国政府对此表示坚决反对。 实现半岛无核化，反对核扩散，维护东北亚和平与稳定，是中国政府坚定不移的一贯立场。中方强烈要求朝方信守无核化承诺，停止可能导致局势进一步恶化的相关行动，重新回到六方会谈的轨道上来
54	朝鲜核试验	绝不能制裁和打击金家政权，不然自家的制度自信和道路自信也不好体现了！
55	朝鲜核试验	今天9点左右朝鲜核试验，战争预期增大，周边国家货币贬值，人民币贬值，利润上升。没想到朝核会跟我发生关系，也没想到此生能发战争财
56	朝鲜核试验	一直制裁就没停过，然并卵，只要中国不再护短金胖子早就完了，然而中国就是不敢跟金胖子翻脸！
57	朝鲜核试验	强烈谴责
58	朝鲜核试验	从今天为三胖行为辩护的左棍身上看到的不就是公知为西方某些行为跪舔的浓浓YY情吗？左棍极右是一家真不是胡扯，都是不考虑国情民生的卖国贼情怀党。
59	朝鲜核试验	朝鲜核试验超人预料影响严重 将面临四重后果。其实朝鲜的野蛮无理，最直接的祸手是我们。一切种种是我们太众容他，现在日韩美英和世界都来找你理论，后果只有自己来解决吧？
60	朝鲜核试验	金小胖的超级玩具，早上拨弄拨弄，大叔们又要开始忙了[酷]
61	朝鲜核试验	当初我们搞核弹，列强全反对，成功的那一刻整个国人都疯了。我们把邓稼先当英雄。为嘛人家朝鲜搞个核武，你都那么紧张？替人家想过吗？任何一个国家都得靠自己，靠谁都靠不住。
62	朝鲜核试验	金正恩的精神值得学习，如果一个民族成了圈养的鸡，那就像慈禧开军舰出访了。如果朝鲜有中国一半的实力，什么钓鱼岛南藏的，早收回了。菲律宾日本这些虫早就不敢放肆了。如果萨达姆卡扎非有核武器的话他们敢打？应该是不敢。
63	朝鲜核试验	国际上一出点啥事，中国喷子们肯定先把自己国家黑的体无完肤。  这事知不知道都得说自己不知道，要不变成咱们怂恿朝鲜了。
64	朝鲜核试验	讨厌的邻居
65	朝鲜核试验	卡扎菲和三胖代表的是国家安全？那么多朝代更替、那么多暴君被推翻，国还是那个国。利比亚还是利比亚，只是不再有卡扎菲。
66	朝鲜核试验	朝鲜进行核试，中国要保持高度警惕，必免被拖入其中。
67	朝鲜核试验	作为主权国家，朝鲜为何不能发展核武器？这就跟六十年代中国勒紧裤腰带搞原子弹一个道理。 
68	朝鲜核试验	劝说无效，必须上雷霆手段！一是在中朝边境紧急修建难民中转设施；二是在广东，广西等地建设工业园区，主要使用朝鲜难民；三是修改国籍法，允许朝鲜难民达标加入中国籍；四是断绝对朝援助和贸易投资活动；五是开放边界，朝鲜人可以进入中国或前往韩国等任何国家；六是一旦金三有铤而走险迹象，立即斩首
69	朝鲜核试验	中国有些人整天夜郎自大，觉得朝鲜搞不出什么来，结果人家弄出来了，又不知情了。就像当初日本买岛的时候，整天说人家不敢怎么样，结果人家买了，一点预防措施都没有，处处被动。
70	朝鲜核试验	朝鲜宣布氢弹试爆成功，世界为之瞠目。冷战后朝鲜渐渐沦为国际孤儿，姥姥不疼，舅舅不爱，尝尽了世态炎凉，其性格也就难免孤傲狂悖。基于常规力量完全无法与美韩相抗的现实，为求自保，开发核武便成其不二选择。当国际社会为核试群起声讨时，是否也该认真反思自己的对朝政策并为其安全做出合理安排呢？
71	朝鲜核试验	任何国家都有发展核动力的权利！每个国家都有发展核武器的必要！核动力是现代科学发展要具备的必然条件了！谁都没有权利指责朝鲜发展核武！
72	朝鲜核试验	沒点流氓劲，还真当不了一把
73	朝鲜核试验	养了这么一个白眼狼真是自作自受，人家现在是吃定你了
74	朝鲜核试验	那东北人民被辐射伤害都不知道吧？！太吓人了
75	朝鲜核试验	#朝鲜氢弹试验成功# 中国政府发来贺电：热烈庆祝朝鲜氢弹实验成功。中国人民和朝鲜人民是打断了手还连着筋的骨肉兄弟。中朝友谊必胜！ 
76	朝鲜核试验	我坚决支持，凭什么人家朝鲜不能有核武，什么逻辑？怕威胁？那你换个讲道理的主啊~自己支持了个疯子，害怕威胁？
77	朝鲜核试验	朝鲜核试验，中国地震。万一朝鲜核泄漏了呢？唉，有这么个邻居真不让你省心。
78	朝鲜核试验	朝鲜核试验说明一件事，别人怎么看你不重要，要不怕威胁和困难。集中优势资源，有目标，悄悄干，埋头苦干，总有一天吓世界一大跳。
79	朝鲜核试验	死在朝鲜的不是烈士，是冤魂。[怒]
80	朝鲜核试验	地震把学校都停课了，还不影响环境？
81	朝鲜核试验	这才是言论自由。
82	朝鲜核试验	放眼世界，惩治外敌中国倒数第一，惩治人民中国宇宙第一。
83	朝鲜核试验	看群里说，朝鲜核试验会辐射东北三省地下水，我作为一个东神饭气的想摔手机！我爱豆在韩国，我小伙伴老家在东北！可恶，好想揍三胖一顿。
84	朝鲜核试验	刚出差回来，没通知女友，想给她个惊喜。回到家看她正在做饭，我从后面一把抱住她，手在她身上作怪。她拍了拍我的手：别闹了，我男朋友快回来了。现在我想娶她，支持我的点赞！
85	朝鲜核试验	因为一个是大土匪带一小土匪，一个是老警察带一小警察。
86	朝鲜核试验	现在还没能成功试爆也要做出个样子，对外表示抗议，对内有利稳定，而拥核也是朝鲜的既定目标，只有成为真正的核武国家才有底气谈判，这需要多次实验，试爆成功最好，失败了也能表明强硬的态度。
87	朝鲜核试验	在丹东上学的我表示很担忧[傻眼][傻眼][傻眼]
88	朝鲜核试验	这个简单。把中国这半也送给朝鲜就解决咯！！[doge][doge]
89	朝鲜核试验	pm2.5一测还是300，重度污染，没变化啊。。。那肯定没影响了[笑cry][笑cry]
90	朝鲜核试验	让三胖 换个位置放啊 离东北远点
91	朝鲜核试验	朝鲜核试验威胁中国粮食安全
92	朝鲜核试验	妈的金三胖就是个智障[doge]
93	朝鲜核试验	说真的，比起朝鲜核试验对于中国的威胁，美国趁着此借口出兵半岛，部署萨德反导系统，对中国才是更大的危害，要是金正恩政权被推翻，半岛统一，那美国势力范围直接插入到家门口，还玩个毛！
94	朝鲜核试验	朝鲜核试验，美国对中国施压制裁，中国为什么不给美国施压，日本也公然挑衅二战后的国际秩序呀！美国为什么不对日本制裁呢！ 
95	朝鲜核试验	倒计时都没有了[酷]
96	朝鲜核试验	大家不要慌，司令官摔倒了而已
97	朝鲜核试验	艹，瞎吹，反正有中国擦屁股！
98	朝鲜核试验	杀人武器。世界好像在酝酿大战。自保是权利。朝鲜也在热搞核武器。谁会成为希特勒第二？
99	朝鲜核试验	别总威胁国际社会，朝鲜核武只威胁他的敌人，你们至中国于朝鲜的敌对国家吗？
100	朝鲜核试验	美国有的，别人为什么不能有？
101	朝鲜核试验	#抗议朝鲜核爆氢弹#人类的公敌，杂种，垃圾，金三胖，肥猪八公然挑战人类底线，危害我边境民众，是可忍孰不可忍，朝鲜必忘，金三胖必死，
102	朝鲜核试验	你让前不久还在联合国帮你投了反对票的中国爸爸情何以堪
103	朝鲜核试验	不抽他，不知道厉害，天天练中国武术，来个泰拳试试？！
104	朝鲜核试验	如果这次还不下决心彻底解决朝鲜问题，那就不要怪我不支持你包总了！
105	朝鲜核试验	要不是你们太穷，早就有人打死你们了
106	朝鲜核试验	让三胖再努力一点，离东京就差一点点了[哼][哼][哼]
107	朝鲜核试验	支持朴总统，邪恶政权终究会灭亡。
108	朝鲜核试验	哪里是核爆，是三胖跌倒了。
109	朝鲜核试验	金三胖都敢先斩后奏了，还不好好管管他[挖鼻]
110	朝鲜核试验	三胖的屁都这么牛逼，美帝还不投降。[doge]
111	朝鲜核试验	玛德，离中国那么近，有种离平壤近点，不然司令官听不到窜天猴响声，还以为是哑炮
112	朝鲜核试验	一看雾霾不过瘾再给加点作料[汗]
113	朝鲜核试验	身边住个任性的三代真是不放心，难道中国不能扶植亲中派搞个政变，和老美学学
114	朝鲜核试验	#朝鲜核爆#小弟跟大哥是真翻脸了。
115	朝鲜核试验	有本事到朝韩边界试验啊，跑中朝边境试验啥！
116	朝鲜核试验	朝鲜是被迫发展核武器的
117	朝鲜核试验	一个拥核的朝鲜是大家希望看到的，如果朝鲜没有核武器，他就继续维持百万陆军来对抗韩美，这样一个极度贫困的朝鲜是所有人沉重的包袱。而拥核之后，朝鲜就可以维持不对称的军事平衡，能空出人员物资发展经济，从而是韩国对其接管称为可能。
118	朝鲜核试验	朝鲜用事实证明有核国家，世界不承认蛮纠结的。
119	朝鲜核试验	江山易改，本性难移。事实证明，金正恩搞核武，越来越上瘾。
120	朝鲜核试验	窜天猴实验又失败了，哎~奇怪~我为什么要说又呢？[doge]
121	朝鲜核试验	这要是日本离咱们这么近响这么一下，东北人民还不炸了窝，自己拉的自己崴。
122	朝鲜核试验	：谁养的恶魔？自作孽那个什么来着
123	朝鲜核试验	制裁是对朝鲜人民的伤害，无助于朝核问题的解决!建议几大流氓负起责任先弃核
124	朝鲜核试验	如果消息属实，那么中国就养了一条狗，，如果上世界五十年代中国不出兵助你打走美帝，试问还会有你朝鲜这个国家吗。？
125	朝鲜核试验	没有事先得到消息！操，三孙子这是要反啊，要抽他，和美国一起干掉他吧解放朝鲜
126	朝鲜核试验	就象一个即将作死的黑社会头目、脑满肥肠腆着一个啤酒肚准备下地狱的肥猪！
127	朝鲜核试验	朝鲜核试验成功，会不会预示着东三省房价会下跌[感冒]
128	朝鲜核试验	大家要知道这并不是开玩笑的事情。很严重儿很危险的问题。
129	朝鲜核试验	可怜的吉林和辽宁[泪]（天天吃屎的脑子是有问题）
130	朝鲜核试验	金三胖这次要改名叫金日天了
131	朝鲜核试验	额 叫休眠活火山比较贴切 最近一次喷发貌似是在清朝
132	朝鲜核试验	火山喷发怕什么？我们可以发动群众捐款捐物，然后感动中国，最后欢天喜地谢皇恩
133	朝鲜核试验	心情十分不爽，损人不利己
134	朝鲜核试验	好像覆盖到了北京～～哈哈
135	朝鲜核试验	很多人说凭什么朝鲜不能有蘑菇，朝鲜有蘑菇损坏了中国利益，所以不能有，朝鲜有蘑菇目的就是摆脱中国的控制，所以不能有。别跟我说朝鲜没蘑菇谁来保护他，那我不管，反正你不能有蘑菇，有人可能说这不是不公平嘛，那我告诉你国与国之间哪都是狗屁。美国什么时候跟我们跟世界讲过公平了？
136	朝鲜核试验	对内不顾人民死活反对美帝，私下和美帝谈判，你把五千年的宗主国，放哪里了？
137	朝鲜核试验	能强硬点吗？！断了所有现在供应的！让他们这么乱来！艹
138	朝鲜核试验	坚决反对，抗议。都快炸到家门口了！
139	朝鲜核试验	朝鲜有核武最后一颗丢谁不知道，第一颗丢的肯定是天朝 。
140	朝鲜核试验	坚决中止朝鲜搞核武器，如果金三没有诚心那就实施斩首行动，灭亡金三世家统治朝鲜的资格，由新政府来统一。
141	朝鲜核试验	北朝鲜猪还是蛮厉害的。
142	朝鲜核试验	那些大谈中朝友谊的人呢？这以后好了，只要猪饲料不给够！就进行核试验！那些大谈什么唇亡齿寒的人呢！就问你现在寒不寒。
143	朝鲜核试验	这当量是氢弹，我吃翔
144	朝鲜核试验	动用核武是仇恨终极表现形式。只有日本（残酷奴役过朝鲜）符合条件。美国符合半个，中国不符合……
145	朝鲜核试验	这事就好比一个神经病拿着一把刀在你家门口天天晃悠着，让人很恐惧的……
146	朝鲜核试验	我觉得人家是经济、政治、安全被美国压制的一种反弹
147	朝鲜核试验	不顾国际社会的反对，打着对抗美国旗号一意孤行搞核试，金三己比他爷和爹走的更远。金三作为不按常理出牌的混蛋，什么事都能做的出来，何况核试最大的受害者是中国。是到了坚决出手制止金三的时候了，任何犹豫和姑息都是对中国核心利益的伤害。
148	朝鲜核试验	挨着中国的一个拥核国家对中国是很危险的，而且核试验地方离中国那么近，很可能核污染会到中国这边。到时候还是中国人遭殃。
149	朝鲜核试验	不是氢弹那跟可怕，地震车终于造出来了
150	朝鲜核试验	选址离中国，比离平壤还近[拜拜]
151	朝鲜核试验	朝鲜就应该直接一个导弹飞过去，让美国常常苦头，看他们还得逼不，美国核武器不少怎么就没网友说制裁美国
152	朝鲜核试验	成功后不用讨粮吃了，完全可以抢粮吃了。
153	朝鲜核试验	各位五毛网评员赶紧来为金三背书，我先开个头:这一定是美国向朝鲜输送的核技术！
154	朝鲜核试验	我们东北人民以后整天都得提心吊胆[泪]三胖，你牛逼
155	朝鲜核试验	强烈抗议朝鲜核试验
156	朝鲜核试验	放屁，找那么多借口，中国受到什么影响啊！ 朝鲜为了国防需要，拥有核弹没什么大惊小怪的，不做亏心事不怕鬼敲门，中朝一直很友好的，中国有什么好担心的，害怕的是美国人，总欺负这国那国的，别忘了中国也一直受美国的欺负，可惜中国没俄罗斯强硬总显得底气不足。
157	朝鲜核试验	快过年了放个大的呲花玩玩
158	朝鲜核试验	为了吉林的安全，借罗布泊给朝鲜同志。
159	朝鲜核试验	妈的国人脑残，印巴俄有核武也没见你们说威胁，一个被美国逼出核弹的国家你们这群王八蛋就瞎鸡巴叫!
160	朝鲜核试验	朝鲜能如此桀骜不驯，核弹这一系列不断威胁！朝鲜如此猖狂最主要责任在中国！包庇纵容
161	朝鲜核试验	这种流氓国家！还向它援助啥？应该一起制裁它，直到其流氓政权被赶下台！[怒]
162	朝鲜核试验	关于朝鲜核爆说几句：一、养虎贻患，无耻。二、一无所知，无能。三、事后遣责，无用。
163	朝鲜核试验	太恶毒了，明显是要让东北的老百姓遭受核辐射!
164	朝鲜核试验	就不能一步到位 让朝鲜永世不得翻身
165	朝鲜核试验	长白山如果要喷发，国家肯定会组织五毛去阻止的，五毛们可以先劝火山，没了祖国你什么也不是，无效，则五毛可以喷粪把火山生生喷灭了。
166	朝鲜核试验	朋友们请看看你们的评论，三思而后行！那是我们国家建国初期最英明的、最正确的政治方针。鉴于特定的历史背景，极力援助朝鲜。你们懂城门失火殃及池鱼吗？？？
167	朝鲜核试验	不能姑息这条白眼狼
168	朝鲜核试验	摊上这么个流氓邻居[怒]
169	朝鲜核试验	哎……养狗为患[doge][哼]
170	朝鲜核试验	有时候我就想，你有的为啥不让别人有那？原因就是都尼玛有了老子用什么当大哥。
171	朝鲜核试验	光脚的不怕穿鞋的
172	朝鲜核试验	面对缅甸的炮弹都保障不了中国境内公民安全，更别说朝鲜的氢弹了[挖鼻]
173	朝鲜核试验	全面断交，不能再给三胖一粒粮食！
174	朝鲜核试验	派多国暗杀，搞乱，金三胖科龙
175	朝鲜核试验	谴责 谴责 谴责重要的事说三遍。
176	朝鲜核试验	每天刷微博都觉得第三次世界大战就要来了，各国经济衰退国内矛盾重重，下一步就是从极左到极右。鉴于有核武器大规模战争也许打不起来不过谁知道呢，科科，朝鲜可不是什么有理智的国家，科科。
177	朝鲜核试验	三胖在试氢弹，也是点背你们离朝鲜这么近。
178	朝鲜核试验	叼毛金三胖、年底了要捞几个钱过年！
179	朝鲜核试验	当年一百万中国人命就换来了这么个东西，还天天喊中朝友谊，现在脸都肿了，呵呵
180	朝鲜核试验	上帝让他灭亡，首先让他疯狂！！！
181	朝鲜核试验	确实是一个流氓国家！
182	朝鲜核试验	朝鲜已有4次核爆试验，将核装置做成小而轻的弹头，搭载上运载工具做到有实战的能力，只有这样，朝鲜才能真正成为拥有核武器的国家。应该说，这绝对是什么实的。同时，面对来自国际社会的严厉制裁，以及美韩针对朝鲜大规模军演公然叫板。对内，是鼓舞士气，不屈不挠。对外，打打嘴炮壮胆，虚张声势而已
183	朝鲜核试验	一位朝鲜国民在公共场合大喊：金正恩是头猪，之后被判刑十一年，理由是辱骂国家领导人判一年，泄露国家机密判十年。
184	朝鲜核试验	流氓国家拥有了核武器 反正跟美国屁事没有又打不到美国 那天白眼狼翻脸不认人给你扔颗蘑菇弹玩玩
185	朝鲜核试验	领导孩子都在国外了
186	朝鲜核试验	夹缝中的无奈和小国的悲哀…… 武力要有，但终归解决不了问题。当下及以后，政治和谈是解决危机和维护世界和平的唯一方法和途径。
187	朝鲜核试验	看看美国养的狗和中国养的狗。连养狗都不如人家你还大国崛起。继续做梦去吧
188	朝鲜核试验	有中学因为地震进行人员疏散，操场也裂缝了。类似的其他单位的生产和运营损失不叫影响么。三胖高兴了就爆一下，这些地区的人还怎么生活？
189	朝鲜核试验	东北人民请记住共产党的好吧！
190	朝鲜核试验	1964年10月中国第一颗原子弹爆炸，现在朝鲜也有了。中国和朝鲜那还不是被美国人逼得，利比亚的卡扎菲原子弹没搞成，结果咋样！被灭族。伊朗咋样，还不是靠真真假假的原子弹活了下来。核武器是国家安全的基石，低成本，高效。哪家不想有之?
191	朝鲜核试验	搞不明白为什么政府会支持朝鲜。明显反人类罪
192	朝鲜核试验	日你妹的，能不能让你们的核试验点离你们爸爸远一点[微笑]
193	朝鲜核试验	实验场地离中国边境一百多公里，也就我天朝这么大方。
194	朝鲜核试验	我草，离东北这么近，MLGB。黄俄这帮贱B抗美援朝援出来的就是这种玩意。
195	朝鲜核试验	现在，朝鲜不单单杨言核爆华盛顿，而且也要核爆咱中国……真是昏头了！
196	朝鲜核试验	如果中共二次出兵朝鲜，后果不堪设想，美国绝对不是纸老虎 1.台湾问题，美国出售几百亿美元的先进武器给台湾 2.南海争议，美国扶持东南亚国家反抗中国 3.经济制裁，大量外资撤离中国 4.石油禁运，美国航母驻兵新加坡，卡死马六甲海峡 5.美国公布中共高官、官员亲属的海外资产和国籍 中国反击
197	朝鲜核试验	砸核桃试验？
198	朝鲜核试验	朝鲜进行核试，中国的正确做法应该是：第一，反对核试；第二，敦促美国解除对朝鲜威胁，解除封锁制裁、取消每年对朝军演；第三、美朝签订和平协议，达到让朝鲜永久停止核试甚至弃核的最终目的。可是，中国目前只敢做到第一点，丝毫不敢做到第二点、第三点。就叫朝鲜如何放心弃核？有什么必要弃核？！
199	朝鲜核试验	自己的故土在这么个痞子国家旁边，真是倒了血霉。边贸背景差也就罢了，现在连安全都成问题。
200	朝鲜核试验	别的不说，你看看谁敢在美国眼皮子底下核炸一个试试，敢作一个揍扁你，也就在天朝惯野了门口的死胖子
201	朝鲜核试验	最近10年人类面对的最大危机就是朝鲜有WMD…
202	朝鲜核试验	凭什么要制裁朝鲜，你们好多国家都有核武器那么为什么不能朝鲜有。当初萨达姆卡扎菲要是有核武能落得绞邢和乱枪打死的下场吗。西方列强还敢欺负他们吗。中国  是为什么有的核武大家都很清楚，如今却又去反对朝鲜。真正的脑残。
203	朝鲜核试验	独裁者的习惯做法，塑造威胁与恐惧，对内愚化，塑造个人崇拜。这一套在二十一世纪还大行其道真是人类之耻。
204	朝鲜核试验	朝鲜有氢弹对中国多大威胁，没必要过分担忧。不用搭理它，让其自己在那玩儿，怎么苦闹都不给奶喝，保持足够定力，最终一定自己灭亡。#朝鲜核爆#
205	朝鲜核试验	嗯，这发窜天猴打得响
206	朝鲜核试验	本想养条看家狗，谁知得了狂犬病，扑杀另养一只吧
207	朝鲜核试验	朝鲜人民从此站起来了
208	朝鲜核试验	说好是威胁美国的！而且很多＂爱国网民＂也支持＂兄弟朝鲜＂有权发展核武器，这样可防止美军直接威胁东北。前阵子韩国为此胆都没了，急切想部署萨德反导系统，他们那么害怕说明朝鲜主要是威胁他们嘛！但有些媒体还造谣
209	朝鲜核试验	支持！国强才能民富！金三胖好样的！加油！
210	朝鲜核试验	朝鲜核试验似乎形成这样的规律:核试验-国际社会谴责，制裁。再试验，再谴责，再制裁，n次试验，n次谴责，n次制裁。朝鲜核爆越来越小形化，当量越来越大，大国开始推卸责任互相指责。最让人担心的六方会谈遥遥无期，韩日以自保为由发展核武器，美国把防御系统设在中国家门口。难道国际社会真就没办法吗
211	朝鲜核试验	三胖子还真有俩下子！这娃儿是个人才！其实对于朝鲜核爆，并不觉得吃惊，我一直认为，任何统治者，都要有他强力的手腕和手段，三胖子不老，但他深谙此道，他也算是世界上的一个强有力的风云人物了哦，哈哈。今日之朝鲜和60年代之本国，有区别吗？世界如此之大，还是容三胖子和他的独裁安安家吧。。。。
212	朝鲜核试验	群里朋友听到朝鲜核试验的消息后，说了这样一句话：朝鲜人民站起来了！（就是有点饿
213	朝鲜核试验	养猪  为患，卧榻之侧岂容他人安睡?历史是历史，时局已不同，两国传统友谊历史要正视，但我兔是否也应该审视一下新形势下两国外交关系?三胖无信，玩火自焚，城门失火殃及的早晚是我天朝东三省百姓安危[doge]
214	朝鲜核试验	凡为朝鲜核试张目者，吾皆视之为国贼、汉奸！
215	朝鲜核试验	天朝最好把金三拿下，否则，等美日韩联军先发制人，就被动了，
216	朝鲜核试验	如果证实朝鲜核爆，今天的指数估计又要跌个扑街咯。。
217	朝鲜核试验	支持美国打击朝鲜！
218	朝鲜核试验	当年苏联在古巴建导弹基地，肯尼迪不惜发动全面核战争也要制止，理由很简单，古巴离美国太近了。保护本国人民不受近在咫尺的导弹以及核弹头威胁，是执政者最基本的义务，没什么好解释的，没什么好商量的。
219	朝鲜核试验	往特么三八线以南扔啊！牛比吹的烂响、也没干出啥大事来啊！
220	朝鲜核试验	我们有这么个邻居也是日了狗了[doge]
221	朝鲜核试验	抗美援朝中国牺牲那么多人就是为了现在家门口有一群疯子拿核武器威胁美帝顺害的自己睡不着觉？
222	朝鲜核试验	光反对抗议有什么用？已经威胁到赵国及民众安全。胖三的核讹诈是对国际社会的挑衅，必须制裁。
223	朝鲜核试验	中朝鲜血凝成的友谊不会也不应该因【个别人屈美弃朝思维】而消失！！
224	朝鲜核试验	这是一条很沉重的微博   离东北这么近核爆。
