ID	TARGET	TEXT	STANCE	WORDS	LENGTH
15	IphoneSE	iPhone se 这价格诚意十足啊，准备入手	FAVOR	iPhone se 这 价格 诚意 十足 啊 准备 入手	9
16	IphoneSE	我的评论来自SE，好轻，	FAVOR	我 评论 来自 SE 好 轻	6
17	IphoneSE	值得拥有！	FAVOR	值得 拥有	2
18	IphoneSE	很多人挺搞笑的，说苹果就必须要越造越大才有人买，那你怎么不干脆去买个电脑 买iphone6 plus纯属为了显摆有钱的大有人在，不想换plus的，不是买不起，只是喜欢小屏而已。so，苹果出了iPhoneSE怎么就要被淘汰了！中国喜欢小屏的人多着呢	FAVOR	很多 人 挺 搞笑 说 苹果 就 必须 要 越 造越 大才 有人 买 那 你 怎么 不 干脆 去 买 个 电脑 买 iphone6 plus 纯属 为了 显摆 有钱 大有人在 不想 换 plus 不是 买不起 只是 喜欢 小屏 而已 so 苹果 出 iPhoneSE 怎么 就要 被 淘汰 中国 喜欢 小屏 人 多着呢	53
19	IphoneSE	我的今天刚到，周围是有点黄屏，不过不碍事哈哈哈	FAVOR	我 今天 刚 到 周围 是 有点 黄屏 不过 不 碍事 哈哈哈	12
20	IphoneSE	国人对于手机的用途还没达到必须用大屏的时代，小屏的优势还是很明显的，希望手机厂商都能理性回归吧。	FAVOR	国人 对于 手机 用途 还 没 达到 必须 用 大屏 时代 小屏 优势 还是 很 明显 希望 手机 厂商 都 能 理性 回归	23
21	IphoneSE	说实话，很讨厌苹果的操作方式，很不方便。安卓一键回主屏，何其方便！苹果的屏幕已经够小了，还弄个小圆点，挡屏幕操作，又影响阅读感觉（逼死强迫症）	AGAINST	说实话 很 讨厌 苹果 操作 方式 很 不 方便 安卓 一键 回主 屏 何其 方便 苹果 屏幕 已经 够 小 还 弄 个 小圆点 挡 屏幕 操作 又 影响 阅读 感觉 逼死 强迫症	33
23	IphoneSE	刚开封一天的全新iphoneSE 4300买的 64g 3500到4000卖出 想要的快来找我	NONE	刚 开封 一天 全新 iphoneSE 4300 买 64 g 3500 到 4000 卖出 想要 快 来 找 我	18
24	IphoneSE	iPhone SE发布第天，中国网民开始对这款4英寸设备进行集体吐槽，大量的微博评论直指iPhone SE外观设计类似之前的iPhone 5s毫无新意。	AGAINST	iPhone SE 发布 第天 中国网民 开始 对 这 款 4 英寸 设备 进行 集体 吐 槽 大量 微博 评论 直指 iPhone SE 外观设计 类似 之前 iPhone 5 s 毫无 新意	30
28	IphoneSE	可以换的！我一直都是官网买的，重来没出过问题机！	FAVOR	可以 换 我 一直 都 是 官 网 买 重 来 没 出过 问题 机	15
30	IphoneSE	我相信随着iphone5se的发布 iphone5s的销量也会迎来第二春 iphone作为手机行业的风向标 不知道会不会引起其他手机厂商的跟风效仿 一大波小屏手机正在路上。。。	FAVOR	我 相信 随着 iphone5se 发布 iphone5s 销量 也 会 迎来 第二 春 iphone 作为 手机 行业 风向标 不 知道 会 不会 引起 其他 手机 厂商 跟风 效仿 一大 波小屏 手机 正在 路上	32
31	IphoneSE	更加的让我们觉得这价格平民化，吸引更多人买买买	FAVOR	更加 让 我们 觉得 这 价格 平民化 吸引 更 多 人 买买 买	13
32	IphoneSE	不能使用储存扩展卡，是我不选苹果的唯一原因，差评！	AGAINST	不能 使用 储存 扩展卡 是 我 不 选 苹果 唯一 原因 差 评	13
33	IphoneSE	硬件升级了 适合小屏用户 精巧 流畅 价格也比较亲民了 要是这个机做成无边框的时候 那就更好了 绝对比6好卖 可惜了 电池续航可以 拍照给力 屏幕效果这些都跟上现在的机子了 就是设计上没有变化 欠缺	AGAINST	硬件 升级 适合 小屏 用户 精巧 流畅 价格 也 比较 亲民 要是 这个 机 做成 无 边框 时候 那 就 更好 绝对 比 6 好 卖 可惜 电池 续航 可以 拍照 给 力 屏幕 效果 这些 都 跟上 现在 机子 就是 设计 上 没有 变化 欠缺	46
34	IphoneSE	没错我爱上了iPhone SE	FAVOR	没错 我 爱 上 iPhone SE	6
35	IphoneSE	一直想买小屏手机，iphone se来的太及时。所以我这个用了两年的老人机为什么还不坏[拜拜]，我都不能理直气壮的找我爸要求换手机	FAVOR	一直 想 买 小屏 手机 iphone se 来 太 及时 所以 我 这个 用 两年 老人 机 为什么 还 不 坏 拜拜 我 都 不能 理直气壮 找 我 爸 要求 换 手机	32
36	IphoneSE	使用一个多星期..一切正常..速度是比6快一点..就是买了个16G的...空间太捉急..	NONE	使用 一个多 星期 .. 一切正常 .. 速度 是 比 6 快 一点 .. 就是 买 个 16 G .. . 空间 太 捉 急 ..	25
37	IphoneSE	从2007年到现在，苹果已经推出了10多款iPhone，而在这些手机中，iPhone 5s的颜值绝对能排到前三，或许是基于这个原因，iPhone SE基本保持了与iPhone 5s一样的外形，同时加入了玫瑰金配色。iPhone SE将于3月29日在内地首发，售价是3288元起，你会第一时间买吗？	FAVOR	从 2007 年 到 现在 苹果 已经 推出 10 多款 iPhone 而 在 这些 手机 中 iPhone 5 s 颜值 绝对 能 排 到 前 三 或许 是 基于 这个 原因 iPhone SE 基本 保持 与 iPhone 5 s 一样 外形 同时 加入 玫瑰 金 配色 iPhone SE 将 于 3 月 29 日 在 内地 首发 售价 是 3288 元 起 你 会 第一 时间 买 吗	68
38	IphoneSE	还行吧 就是屏幕太小 每打一个字母 都要重复几次才正确 别说 这段话我打了二十多分钟才打完🙄😤	AGAINST	还 行 就是 屏幕 太小 每 打 一个 字母 都 要 重复 几次 才 正确 别说 这段话 我 打 二十多分钟 才 打 完	23
39	IphoneSE	尴尬: iPhone SE发售日苹果零售店门前冷清：果然喜欢小屏手机的都是小众，你身边有意向买这款新手机的人多吗？	AGAINST	尴尬 iPhone SE 发售日 苹果 零售店 门前 冷清 果然 喜欢 小屏 手机 都 是 小 众 你 身边 有 意向 买 这 款 新手机 人 多 吗	27
40	IphoneSE	有廉价好用的中国货，再高价买屏幕那么小，价格那么高的SE是不是傻？	AGAINST	有 廉价 好用 中国 货 再 高价 买 屏幕 那么 小 价格 那么 高 SE 是不是 傻	17
41	IphoneSE	已经成功的吸引我了	FAVOR	已经 成功 吸引 我	4
42	IphoneSE	生活不止眼前的苟且我还关心3个小时后的iPhonese好会卖成什么样子	FAVOR	生活 不止 眼前 苟且 我 还 关心 3 个 小时 后 iPhonese 好 会 卖成 什么 样子	17
43	IphoneSE	买了se感觉得买个平板	AGAINST	买 se 感觉 得 买 个 平板	7
44	IphoneSE	64GB版iPhone SE印度售价确认:竟然比6s贵：即便 iPhone SE 史上最便宜，但到了印度就不灵了，价格甚至比当地的 iPhone 6s 还高。	NONE	64 GB 版 iPhone SE 印度 售价 确认 竟然 比 6 s 贵 即便 iPhone SE 史 上 最 便宜 但 到 印度 就 不灵 价格 甚至 比 当地 iPhone 6 s 还 高	34
45	IphoneSE	智能手机是电话短信和影音娱乐一体的，那肯定要屏幕大一点的。你现在出这么个功能机的小屏幕，配置超过苹果6的了，让苹果6情何以堪？！	AGAINST	智能手机 是 电话 短信 影音 娱乐 一体 那 肯定 要 屏幕 大 一点 你 现在 出 这么 个 功能 机 小 屏幕 配置 超过 苹果 6 让 苹果 6 情 何以堪	31
46	IphoneSE	iPhoneSE真是一款有诚意的作品 SE=sorry everyone	AGAINST	iPhoneSE 真是 一款 有 诚意 作品 SE sorry everyone	9
48	IphoneSE	iPhone 6是个尴尬的存在，iPhone SE性能和功能上都和iPhone 6s旗鼓相当了，价格比Apple官方在售的iPhone 6还要低	AGAINST	iPhone 6 是 个 尴尬 存在 iPhone SE 性能 功能 上 都 iPhone 6 s 旗鼓相当 价格比 Apple 官方 在售 iPhone 还要 低	23
49	IphoneSE	加拿大皇家银行分析师Amit Daryanani已经对iPhone SE物料成本(16GB版本)进行了核算，其成本价格居然在260美元左右，这多少有点出乎意料。	NONE	加拿大 皇家 银行 分析师 Amit Daryanani 已经 对 iPhone SE 物料 成本 16 GB 版本 进行 核算 其 成本 价格 居然 在 260 美元 左右 这 多少 有点 出乎意料	29
50	IphoneSE	刚入却没法正常使用的#iPhoneSE# 平时不发出声音也会弹siri,且退不出关不掉，关掉siri后会出现语音控制界面，今天拿去苹果售后检测没有任何问题，而且home键估计也不怎么好用,重装系统两次然而并没有卵用	AGAINST	刚 入 却 没法 正常 使用 iPhoneSE 平时 不 发出声音 也 会 弹 siri 且 退 不 出关 不 掉 关掉 siri 后 会 出现 语音 控制 界面 今天 拿 去 苹果 售后 检测 没有 任何 问题 而且 home 键 估计 也 不怎么 好 用 重装系统 两次 然而 并 没有 卵用	51
51	IphoneSE	苹果今天凌晨推出了回归小屏之作——4英寸iPhone SE，就外观来说，该机并没有带来惊喜，因为它跟iPhone5s几乎完全一样，但这并不意味着是一件坏事，因为不少消费者表示该设计是比较经典的	NONE	苹果 今天 凌晨 推出 回归 小屏 之 作 英寸 iPhone SE 就 外观 来说 该机 并 没有 带来 惊喜 因为 它 跟 iPhone5s 几乎 完全 一样 但 这 并 不 意味着 是 一件 坏事 因为 不少 消费者 表示 该 设计 是 比较 经典	43
53	IphoneSE	苹果推出iPhone SE，短期利好，长期利空。从短期来看，会提升产品销量，进一步提升销售额和盈利水平。但这一举动无疑和苹果做极致产品的文化和战略是相违背的，苹果逐渐不那么高傲了！	NONE	苹果 推出 iPhone SE 短期 利好 长期 利空 从 短期 来看 会 提升 产品 销量 进一步 提升 销售额 盈利 水平 但 这 一 举动 无疑 苹果 做 极致 产品 文化 战略 是 相 违背 苹果 逐渐 不 那么 高傲	39
54	IphoneSE	各路人马早已放出关于苹果春季发布会的种种消息，这一次苹果不再“比大更大”，反而要推出更小的iPhoneSE和iPad Pro。要想理解苹果为什么要“往回走”，从苹果的用户群变化来研究或许是最好的着手点。	NONE	各路人马 早已 放出 关于 苹果 春季 发布会 种种 消息 这 一次 苹果 不再 比 大 更 大 反而 要 推出 更 小 iPhoneSE iPad Pro 要 想 理解 苹果 为什么 要 往回 走 从 苹果 用户群 变化 来 研究 或许 是 最好 着手 点	44
55	IphoneSE	国行价格还是有些坑，港行应该会很有吸引力。3000+甚至4000+的国产机可能日子不好过了。不过苹果并没有说电池，内存，续航对比时候用的一项也是3G时长，感觉有猫腻	AGAINST	国行 价格 还是 有些 坑 港行 应该 会 很 有 吸引力 3000 甚至 4000 国产机 可能 日子 不好过 不过 苹果 并 没有 说 电池 内存 续航 对比 时候 用 一项 也 是 3 G 时 长 感觉 有 猫腻	39
56	IphoneSE	SE，小手无法掌握那么大的手机	FAVOR	SE 小手 无法 掌握 那么 大 手机	7
57	IphoneSE	简直的不能太棒，更新升级我都不爱，就喜欢稳定性	FAVOR	简直 不能 太棒 更新 升级 我 都 不 爱 就 喜欢 稳定性	12
58	IphoneSE	SE入手一个星期使用感受：单手持握的体验真的太美好了！	FAVOR	SE 入手 一个 星期 使用 感受 单 手持 握 体验 真的 太 美好	13
59	IphoneSE	已用21天，爽哭…	FAVOR	已 用 21 天 爽 哭	6
60	IphoneSE	iphonese这么白菜？买一个回去给姥姥？	FAVOR	iphonese 这么 白菜 买 一个 回去 给 姥姥	8
61	IphoneSE	se虽然性价比高，但是5s外观没法装逼了，还是等七吧	AGAINST	se 虽然 性价比 高 但是 5 s 外观 没法 装逼 还是 等 七	13
62	IphoneSE	尽管它可能不会打破什么销量纪录，但应该不会再像iPhone 5c一样以惨淡结局收场了。	NONE	尽管 它 可能 不会 打破 什么 销量 纪录 但 应该 不会 再 像 iPhone 5 c 一样 以 惨淡 结局 收场	21
65	IphoneSE	iPhone SE自发布以来频频爆出小问题，如黄屏、摄像头金进灰、边缘触控不灵敏等。近日又有外媒机构测试了iPhone SE的硬度，在经过一系列测试后发现其耐用度可能不如4.7英寸的iPhone 6s和5.5英寸的iPhone 6s Plus。	NONE	iPhone SE 自 发布 以来 频频 爆出 小 问题 如 黄屏 摄像头 金进 灰 边缘 触控 不灵敏 等 近日 又 有 外 媒 机构 测试 iPhone SE 硬度 在 经过 一系列 测试 后 发现 其 耐用度 可能 不如 4.7 英寸 iPhone 6 s 5.5 英寸 iPhone 6 s Plus	49
66	IphoneSE	除了芯片升级，其他的就没什么东西，忽悠人，价格又不便宜，出来就是个怪物，苹果想救市，就用心，拿点新东西出来。现在不是五年前，钱好赚，肾好卖	AGAINST	除了 芯片 升级 其他 就 没什么 东西 忽悠 人 价格 又 不 便宜 出来 就是 个 怪物 苹果 想救 市 就 用心 拿 点 新 东西 出来 现在 不是 五年 前 钱 好赚 肾 好 卖	36
67	IphoneSE	流畅度好，拍照清楚，支持4k	FAVOR	流畅 度 好 拍照 清楚 支持 4 k	8
69	IphoneSE	不光是屏幕更小 iPhone SE的指纹识别和屏幕显示都比6s差 也就是说iPhoneSE的指纹传感器与屏幕素质都不及iPhone 6s。	AGAINST	不光 是 屏幕 更 小 iPhone SE 指纹识别 屏幕显示 都 比 6 s 差 也就是说 iPhoneSE 指纹 传感器 与 屏幕 素质 都 不及 iPhone 6 s	26
70	IphoneSE	可以睡了，iPhoneSE和5s基本外观一样，多了一个玫瑰金，性能大约是5s的两倍和6s差不多，但相比6s少了很多功能	AGAINST	可以 睡 iPhoneSE 5 s 基本 外观 一样 多 一个 玫瑰 金 性能 大约 是 5 s 两倍 6 s 差不多 但 相比 6 s 少 很多 功能	28
71	IphoneSE	iphoneSE 还是不错的。有闲钱的真的可以买。当5S使，低调而富有内涵。	FAVOR	iphoneSE 还是 不错 有 闲钱 真的 可以 买 当 5 S 使 低调 而 富有 内涵	16
72	IphoneSE	iPhone SE的上市，新款系列也应运而生了。	NONE	iPhone SE 上市 新款 系列 也 应运而生	7
73	IphoneSE	用了五年爱疯4的胖子终于等到了适合他的机型  爱疯se…	FAVOR	用 五年 爱 疯 4 胖子 终于 等到 适合 他 机型 爱 疯 se	14
74	IphoneSE	洗洗睡吧。。丑到没朋友的表带。和5S一摸一样的SE。虽然首批有中国。但是一点都不期待。晚安	AGAINST	洗洗 睡 丑 到 没 朋友 表带 5 S 一 摸 一样 SE 虽然 首批 有 中国 但是 一点 都 不 期待 晚安	23
76	IphoneSE	买了iPhone SE 你是否会跳过iPhone 7升级?：对于很多人来说，iPhone SE却是“最好”的选择	FAVOR	买 iPhone SE 你 是否 会 跳 过 iPhone 升级 对于 很多 人 来说 iPhone SE 却是 最好 选择	19
77	IphoneSE	这功能算是很强大了	FAVOR	这 功能 算是 很 强大	5
78	IphoneSE	卖了PLUS入了SE，感觉好轻松啊	FAVOR	卖 PLUS 入 SE 感觉 好 轻松 啊	8
79	IphoneSE	就是爱4寸，上手良好屏幕无异常。	FAVOR	就是 爱 4 寸 上 手 良好 屏幕 无 异常	10
81	IphoneSE	总体来说还是不错的，毕竟这个价钱能有这么高的配置，可能屏幕小了些，但对于喜欢小屏，单手操作的来说还是很不错的	FAVOR	总体 来说 还是 不错 毕竟 这个 价钱 能 有 这么 高 配置 可能 屏幕 小 些 但 对于 喜欢 小屏 单手操作 来说 还是 很 不错	25
82	IphoneSE	iphone SE的推出，估计不是因为5s压了太多库存就是为了节省开模费用。大屏当道的移动互联时代，4寸小屏重出江湖，逆的不仅是市场潮流，更是人性和习惯，这显然犯了营销大忌。库克领导下的苹果，当乔布斯时代光环褪却后还能走多远，令人堪忧。	AGAINST	iphone SE 推出 估计 不是 因为 5 s 压 太 多 库存 就是 为了 节省 开模 费用 大屏 当道 移动 互联 时代 4 寸 小 屏 重出江湖 逆 不仅 是 市场 潮流 更是 人性 习惯 这 显然 犯 营销 大忌 库克 领导 下 苹果 当 乔布斯 时代 光环 褪 却 后 还 能 走 多 远 令人堪忧	57
83	IphoneSE	跑分软件安兔兔正式放出了iPhone SE的跑分信息，虽然这款手机身材娇小，但是性能方面却是相当恐怖，64GB版本iPhone SE在安兔兔上跑出了13.4万分的成绩，直逼三星S7、小米5等一众安卓旗舰。值得一提的是iPhone SE的内存也证实是2GB。	FAVOR	跑 分 软件 安兔 兔 正式 放出 iPhone SE 跑 分 信息 虽然 这 款 手机 身材 娇小 但是 性能 方面 却是 相当 恐怖 64 GB 版本 iPhone SE 在 安 兔 兔 上 跑 出 13.4 万分 成绩 直逼 三星 S7 小米 5 等 一 众 安卓 旗舰 值得一提的是 iPhone SE 内存 也 证实 是 2 GB	58
86	IphoneSE	什么鬼！还se 乔帮主在世的话绝对不会用这么奇葩的名儿，更不会一会儿产个大屏，一会儿弄个小屏，时不时还整个中不溜，外观耍花样系统却无任何实质性的突破，看来Steve Jobs的理念都快被抛弃差不多了   用来用去都觉得乔帮主的4s最经典，还是决定好好爱护我的小黑	AGAINST	什么 鬼 还 se 乔帮主 在世 的话 绝对 不会 用 这么 奇葩 名 儿 更 不会 一会儿 产个 大 屏 一会儿 弄 个 小 屏 时不时 还 整个 中不溜 外观 耍花样 系统 却 无 任何 实质性 突破 看来 Steve Jobs 理念 都 快 被 抛弃 差不多 用来用去 都 觉得 乔帮主 4 s 最 经典 还是 决定 好好 爱护 我 小黑	60
88	IphoneSE	醒了看看新闻，iPhoneSE配置还行，外观有一点失望了，继续睡	AGAINST	醒 看看 新闻 iPhoneSE 配置 还 行 外观 有 一点 失望 继续 睡	13
89	IphoneSE	SE很赞，4S是最经典的一部手机，5S是苹果做得最好看的一部手机。SE结合了5S好看的外观和6S更优秀的配置，是一次很不错的升级。	FAVOR	SE 很 赞 4 S 是 最 经典 一部 手机 5 S 是 苹果 做 得 最 好看 一部 手机 SE 结合 5 S 好看 外观 6 S 更 优秀 配置 是 一次 很 不错 升级	36
90	IphoneSE	找室友去吃火锅，他说要攒钱买iPhone SE 不去了。问他怎么攒钱，是不是有兼职可以介绍给我。“PSV和游戏带卖了1200，” / “然后呢？” / “然后我爸给我打了3500。” / 。。。	NONE	找 室友 去 吃火锅 他 说 要 攒钱 买 iPhone SE 不 去 问 他 怎么 攒钱 是不是 有 兼职 可以 介绍 给 我 PSV 游戏 带卖 1200 然后 呢 然后 我 爸 给 我 打 3500	37
93	IphoneSE	虽然你长得好看，可是你太黄了。	AGAINST	虽然 你 长 得 好看 可是 你 太 黄	9
97	IphoneSE	前两天陪朋友去看iphone se,最关心黄屏问题，销售人员解释这是苹果特意为亚洲人调的暖屏，我就随口问了句为什么旁边的Iphone6S为什么不暖。问完我分明从销售人员的眼中读到了“你TMD是来闹事的吧？！”	NONE	前两天 陪 朋友 去 看 iphone se 最 关心 黄屏 问题 销售 人员 解释 这 是 苹果 特意 为 亚洲 人调 暖 屏 我 就 随口 问 句 为什么 旁边 Iphone6S 为什么 不 暖 问 完 我 分明 从 销售 人员 眼中 读 到 你 TMD 是 来 闹事	49
98	IphoneSE	iPhoneSE 和5S区别好像只有玫瑰金	AGAINST	iPhoneSE 5 S 区别 好像 只有 玫瑰 金	8
99	IphoneSE	iPhone SE续航真是赞，一天都不用充电，一上午待机都是100%	FAVOR	iPhone SE 续航 真是 赞 一天 都 不用 充电 一上午 待机 都 是 100	14
102	IphoneSE	品质不怎么好，，电源键，还有左边的调声音的按键都是松的，，而且电源键，送的程度很大，，一直在摇晃。。非常不好	AGAINST	品质 不怎么 好 电源 键 还有 左边 调 声音 按键 都 是 松 而且 电源 键 送 程度 很大 一直 在 摇晃 非常 不好	24
103	IphoneSE	屏幕屎黄，换货两次，se真的很失望	AGAINST	屏幕 屎 黄 换货 两次 se 真的 很 失望	9
105	IphoneSE	在大屏时代，小屏手机还有需求吗？这是很多人疑惑的，但事实上，大屏时代后很多人反而想有一款能单手操作，方面携带的小屏手机。4寸iPhone SE 发货已经变更为“2-3 周”。	FAVOR	在 大屏 时代 小屏 手机 还有 需求 吗 这 是 很多 人 疑惑 但 事实上 大屏 时代 后 很多 人 反而 想 有 一款 能 单手操作 方面 携带 小屏 手机 4 寸 iPhone SE 发货 已经 变更 为 周	39
107	IphoneSE	PhoneSE横空出世然而我觉着这个定价并不符合某些人的消费心理 我是说他们巴不得苹果出一款贴满钻石黄金机身定价XX万的限量 就比如我认识一个暴发户傻叉 每每豪掷千金买下最大内存版本 至今都不知道如何连接itunse 对于iPhones 饿的出现他势必咬牙切齿	AGAINST	PhoneSE 横空出世 然而 我 觉着 这个 定价 并 不 符合 某些 人 消费 心理 我 是 说 他们 巴不得 苹果 出 一款 贴 满钻石 黄金 机身 定价 XX 万 限量 就 比如 我 认识 一个 暴发户 傻 叉 每每 豪 掷 千金 买下 最大 内存 版本 至今 都 不 知道 如何 连接 itunse 对于 iPhones 饿 出现 他 势必 咬牙切齿	60
108	IphoneSE	虽然苹果系统做的很好，但是高价位的确“诱惑”了不少国人的心。目前国产旗舰在千元左右，苹果se定位3000以上，显然还是有些高。如果说行货价位偏高，美国仅卖2600不到，高价格相反更符合一批国人的“心愿”。	AGAINST	虽然 苹果 系统 做 很 好 但是 高价位 的确 诱惑 不少 国人 心 目前 国产 旗舰 在 千元 左右 苹果 se 定位 3000 以上 显然 还是 有些 高 如果说 行货 价位 偏 高 美国 仅 卖 2600 不到 高 价格 相反 更 符合 一批 国人 心愿	46
109	IphoneSE	苹果在今天凌晨发布了全新iPhone SE手机，该机在外观上与iPhone5s几无二致，但在配置和功能上又非常接近iPhone6s	FAVOR	苹果 在 今天 凌晨 发布 全新 iPhone SE 手机 该机 在 外观 上 与 iPhone5s 几无二致 但 在 配置 功能 上 又 非常 接近 iPhone6s	25
110	IphoneSE	虽然大家都在吐槽iPhone SE，但是我觉得它挺适合我的，因为我讨厌大屏手机，iPhone SE那样刚刚好，我是iPhone 5的忠实拥护者，不过5已经停产了，也没有指纹识别，如果换手机，我会考虑iPhone SE的，毕竟价格也合适。	FAVOR	虽然 大家 都 在 吐 槽 iPhone SE 但是 我 觉得 它 挺 适合 我 因为 我 讨厌 大屏 手机 iPhone SE 那样 刚刚 好 我 是 iPhone 5 忠实 拥护者 不过 已经 停产 也 没有 指纹识别 如果 换 手机 我会 考虑 iPhone SE 毕竟 价格 也 合适	48
111	IphoneSE	iPhone 5/5s手机壳/膜别扔 可用于iPhone SE：相比以往的 iPhone，这次 iPhone SE 配置不俗，价格还很亲民，国产厂商要伤脑筋了。	FAVOR	iPhone 5 s 手机 壳 膜 别 扔 可 用于 iPhone SE 相比 以往 iPhone 这次 iPhone SE 配置 不俗 价格 还 很 亲 民 国产 厂商 要 伤脑筋	29
114	IphoneSE	app我倒不卡，但是锁定屏幕时最后屏幕关闭时候中间那一块会出现在眼前，你也是这样吗，为什么不是全部暗的	AGAINST	app 我 倒 不卡 但是 锁定 屏幕 时 最后 屏幕 关闭 时候 中间 那 一块 会 出现 在 眼前 你 也 是 这样 吗 为什么 不是 全部 暗	28
115	IphoneSE	这手机有人买？	AGAINST	这 手机 有人 买	4
118	IphoneSE	虽然苹果系统做的很好，但是高价位的确“诱惑”了不少国人的心。目前国产旗舰在千元左右，苹果se定位3000以上，显然还是有些高。如果说行货价位偏高，美国仅卖2600不到，高价格相反更符合一批国人的“心愿”。	AGAINST	虽然 苹果 系统 做 很 好 但是 高价位 的确 诱惑 不少 国人 心 目前 国产 旗舰 在 千元 左右 苹果 se 定位 3000 以上 显然 还是 有些 高 如果说 行货 价位 偏 高 美国 仅 卖 2600 不到 高 价格 相反 更 符合 一批 国人 心愿	46
119	IphoneSE	已入一周，哪哪都好，屏幕正好。	FAVOR	已入 一周 哪 哪 都 好 屏幕 正好	8
120	IphoneSE	2012年的设计，现在来看，仍旧如此优雅。	FAVOR	2012 年 设计 现在 来看 仍旧 如此 优雅	8
122	IphoneSE	这个配色真好看！要是金色配黑色的iPhoneSE。我可以考虑考虑	FAVOR	这个 配色 真 好看 要是 金色 配 黑色 iPhoneSE 我 可以 考虑 考虑	13
123	IphoneSE	印度智能手机用户最看重大屏幕和低价格，大屏幕因为当地人更爱用手机看视频，售出的手机半数都是5英寸以上的。iPhone SE只有4英寸的屏幕不说，起步价在印度也高达590美元，比美国还贵48%，而印度市场上其他品牌的4英寸手机都不到150美元。	AGAINST	印度 智能手机 用户 最 看 重大 屏幕 低 价格 大屏幕 因为 当地人 更 爱 用 手机 看 视频 售出 手机 半数 都 是 5 英寸 以上 iPhone SE 只有 英寸 屏幕 不 说 起步价 在 印度 也 高 达 590 美元 比 美国 还 贵 48 而 印度 市场 上 其他 品牌 4 英寸 手机 都 不到 150 美元	59
125	IphoneSE	v e n这三个字母可能代表了某些功能，配置，硬件和售价。所以iPhone se如果加上这些条件，就会加上v e n这三个字母。摇身一变，iPhone seven问世。	AGAINST	n 这 三个 字母 可能 代表 某些 功能 配置 硬件 售价 所以 iPhone se 如果 加上 这些 条件 就 会 加上 n 这 三个 字母 摇身一变 iPhone seven 问世	29
